,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,"If natural fertilizer used, type",How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of MIXED fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
10418,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,10.0,269.99,40.1,17.5,17.5,0.0,0.0,1.04,179773.0,0.179773,1797.73,1797.73,1797.73,0.65,102734.0,1.02734,102.734,35.0
10420,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,6.0,1.0,2.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,65.0,1.0,1.0,0.0,10.0,269.99,64.9,25.0,25.0,0.0,0.0,1.91,157873.0,0.157873,1578.73,1578.73,1578.73,1.0,90219.0,0.90219,90.219,50.0
10422,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,14.0,269.99,2.0,0.0,0.0,0.0,0.0,0.91,12975.0,0.012975,129.75,129.75,129.75,2.0,7415.0,0.07415,7.415,0.0
10424,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,40.0,1.0,1.0,0.0,14.0,269.99,10.0,5.0,5.0,0.0,0.0,2.53,66305.0,0.066305,663.05,663.05,663.05,1.0,37891.0,0.37891,37.891,10.0
10428,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,18.0,269.99,19.9,0.0,0.0,0.0,0.0,2.89,146382.0,0.146382,1463.82,1463.82,1463.82,6.3,83652.0,0.83652,83.652,0.0
10429,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,18.0,269.99,39.9,0.0,0.0,0.0,0.0,3.47,168304.0,0.168304,1683.04,1683.04,1683.04,0.55,96179.0,0.96179,96.179,0.0
10432,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,18.0,269.99,25.1,0.0,0.0,0.0,0.0,0.37,118851.0,0.118851,1188.51,1188.51,1188.51,0.55,67919.0,0.67919,67.919,0.0
10436,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,23.0,269.99,16.2,0.0,0.0,0.0,0.0,4.78,57344.0,0.057344,573.44,573.44,573.44,4.0,32770.0,0.3277,32.77,1.0
10438,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,23.0,269.99,80.8,0.0,0.0,0.0,0.0,0.22,529265.0,0.529265,5292.65,5292.65,5292.65,2.5,302456.0,3.02456,302.456,0.0
10442,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,28.0,269.99,16.25,0.0,0.0,0.0,0.0,3.02,196488.0,0.196488,1964.88,1964.88,1964.88,0.75,112287.0,1.12287,112.287,1.0
10443,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,28.0,269.99,36.25,0.0,0.0,0.0,0.0,3.18,178666.0,0.178666,1786.66,1786.66,1786.66,0.8,102101.0,1.02101,102.101,0.0
10444,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,28.0,269.99,40.0,0.0,0.0,0.0,0.0,1.04,131783.0,0.131783,1317.83,1317.83,1317.83,0.65,75310.0,0.7531,75.31,0.0
10446,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,28.0,269.99,40.25,0.0,0.0,0.0,0.0,1.82,425799.0,0.425799,4257.99,4257.99,4257.99,1.65,243330.0,2.4333,243.33,0.0
10450,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,28.0,269.99,22.1,0.0,0.0,0.0,0.0,3.89,152747.0,0.152747,1527.47,1527.47,1527.47,6.0,87289.0,0.87289,87.289,0.0
10455,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,45.0,1.0,1.0,0.0,32.0,269.99,62.1,0.0,0.0,0.0,0.0,1.0,202457.0,0.202457,2024.57,2017.64,2024.57,2.0,115697.0,1.15697,115.697,0.0
10456,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,32.0,269.99,20.1,0.0,0.0,0.0,0.0,1.77,171738.0,0.171738,1717.38,1717.38,1717.38,1.5,98142.0,0.98142,98.142,0.0
10458,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,45.0,4.0,1.0,0.0,32.0,269.99,5.4,0.0,0.0,0.0,0.0,2.15,23492.0,0.023492,234.92,234.92,234.92,4.0,13425.0,0.13425,13.425,0.0
10463,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,55.0,1.0,1.0,0.0,36.0,269.99,45.1,25.0,25.0,0.0,0.0,1.2,166045.0,0.166045,1660.45,1660.45,1660.45,1.15,94889.0,0.94889,94.889,51.0
10467,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,40.0,269.99,4.5,0.0,0.0,0.0,0.0,2.9,146737.0,0.146737,1467.37,1467.37,1467.37,0.5,83856.0,0.83856,83.856,1.0
10470,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,6.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,40.0,269.99,10.5,0.0,0.0,0.0,0.0,4.02,104431.0,0.104431,1044.31,1044.31,1044.31,0.75,59678.0,0.59678,59.678,1.0
10474,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,60.0,1.0,1.0,0.0,45.0,269.99,30.0,0.0,0.0,0.0,0.0,2.45,147746.0,0.147746,1477.46,1477.46,1477.46,1.0,84432.0,0.84432,84.432,0.0
10483,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,35.0,1.0,1.0,0.0,50.0,269.99,35.0,0.0,0.0,0.0,0.0,3.13,102736.0,0.102736,1027.36,1027.36,1027.36,1.25,58710.0,0.5871,58.71,0.0
10485,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,45.0,3.0,1.0,0.0,50.0,269.99,33.75,0.0,0.0,0.0,0.0,2.31,38895.0,0.038895,388.95,388.95,388.95,4.0,22227.0,0.22227,22.227,0.0
10493,50.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,54.0,269.99,100.25,0.0,0.0,0.0,0.0,2.42,392604.0,0.392604,3926.04,3926.04,3926.04,1.5,224359.0,2.24359,224.359,0.0
10495,50.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,54.0,269.99,50.7,0.0,0.0,0.0,0.0,2.18,243560.0,0.24356,2435.6,2540.57,2435.6,1.0,139186.0,1.39186,139.186,0.0
10497,50.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,70.0,3.0,1.0,0.0,54.0,269.99,15.9,0.0,0.0,0.0,0.0,1.3,47679.0,0.047679,476.79,476.79,476.79,4.3,27247.0,0.27247,27.247,0.0
10499,50.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,70.0,3.0,1.0,0.0,54.0,269.99,39.7,0.0,0.0,0.0,0.0,0.79,77731.0,0.077731,777.31,777.31,777.31,6.3,44420.0,0.4442,44.42,0.0
10501,50.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,6.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,60.0,3.0,1.0,0.0,54.0,269.99,61.9,0.0,0.0,0.0,0.0,1.89,86537.0,0.086537,865.37,865.37,865.37,7.3,49453.0,0.49453,49.453,0.0
10503,50.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,7.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,65.0,3.0,1.0,0.0,54.0,269.99,63.1,0.0,0.0,0.0,0.0,3.14,76130.0,0.07613,761.3,761.3,761.3,6.3,43505.0,0.43505,43.505,0.0
10506,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,58.0,269.99,50.0,0.0,0.0,0.0,0.0,0.64,412077.0,0.412077,4120.77,4120.78,4120.77,3.5,235487.0,2.35487,235.487,1.0
10508,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,58.0,269.99,4.1,0.0,0.0,0.0,0.0,1.32,41115.0,0.041115,411.15,411.15,411.15,4.0,23496.0,0.23496,23.496,3.0
10512,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,75.0,1.0,1.0,0.0,62.0,269.99,14.9,0.0,0.0,0.0,0.0,0.03,151767.0,0.151767,1517.67,1517.67,1517.67,1.0,86730.0,0.8673,86.73,1.0
10516,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,62.0,269.99,25.1,0.0,0.0,0.0,0.0,0.36,330821.0,0.330821,3308.21,3308.21,3308.21,1.25,189053.0,1.89053,189.053,0.0
10523,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,60.0,1.0,1.0,0.0,70.0,269.99,150.0,0.0,0.0,0.0,0.0,2.4,539325.0,0.539325,5393.25,5398.67,5393.25,3.5,308205.0,3.08205,308.205,0.0
10527,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,74.0,269.99,60.1,0.0,0.0,0.0,0.0,1.0,83078.0,0.083078,830.78,830.78,830.78,4.2,47476.0,0.47476,47.476,0.0
10530,50.0,1.0,7.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,55.0,1.0,1.0,0.0,78.0,269.99,14.65,0.0,0.0,0.0,0.0,0.81,97195.0,0.097195,971.95,971.95,971.95,0.65,55543.0,0.55543,55.543,0.0
10532,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,82.0,269.99,12.1,0.0,0.0,0.0,0.0,1.27,136807.0,0.136807,1368.07,1368.07,1368.07,0.5,78181.0,0.78181,78.181,1.0
10534,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,60.0,4.0,1.0,0.0,82.0,269.99,2.4,0.0,0.0,0.0,0.0,2.21,25305.0,0.025305,253.05,253.05,253.05,3.0,14461.0,0.14461,14.461,0.0
10535,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,82.0,269.99,4.6,0.0,0.0,0.0,0.0,2.67,49347.0,0.049347,493.47,493.47,493.47,5.0,28199.0,0.28199,28.199,1.0
10537,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,7.0,2.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,60.0,1.0,1.0,0.0,82.0,269.99,39.6,0.0,0.0,0.0,0.0,3.28,252861.0,0.252861,2528.61,2528.61,2528.61,2.0,144502.0,1.44502,144.502,0.0
10540,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,82.0,269.99,20.0,0.0,0.0,0.0,0.0,1.35,129116.0,0.129116,1291.16,1291.16,1291.16,0.5,73785.0,0.73785,73.785,0.0
10541,50.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,82.0,269.99,10.6,0.0,0.0,0.0,0.0,0.83,153472.0,0.153472,1534.72,1534.72,1534.72,0.5,87704.0,0.87704,87.704,0.0
10543,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,3.0,329.73,7.8,2.5,2.7,0.0,0.0,1.21,22835.0,0.022835,228.35,228.35,228.35,2.0,52198.0,0.52198,52.198,5.2
10544,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,3.0,329.73,31.3,10.0,11.0,0.0,0.0,0.94,91388.0,0.091388,913.88,913.88,913.88,4.0,208900.0,2.089,208.9,21.0
10545,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,3.0,329.73,9.2,3.0,3.0,0.0,0.0,0.84,26795.0,0.026795,267.95,267.95,267.95,3.0,61250.0,0.6125,61.25,6.0
10546,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,7.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,5.0,1.0,0.0,3.0,329.73,3.1,1.0,1.0,0.0,0.0,0.88,9134.0,0.009134,91.34,91.34,91.34,10.0,20879.0,0.20879,20.879,2.0
10547,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,8.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,3.0,329.73,3.2,1.0,1.2,0.0,0.0,1.84,9321.0,0.009321,93.21,93.21,93.21,2.0,21306.0,0.21306,21.306,2.2
10548,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,9.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,3.0,329.73,12.0,4.0,4.0,0.0,0.0,1.31,34946.0,0.034946,349.46,349.46,349.46,2.0,79882.0,0.79882,79.882,8.0
10549,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,12.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,3.0,329.73,44.0,14.0,15.0,0.0,0.0,1.76,128625.0,0.128625,1286.25,1286.25,1286.25,0.5,294019.0,2.94019,294.019,29.0
10550,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,13.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,3.0,329.73,20.0,6.25,7.0,0.0,0.0,2.76,57984.0,0.057984,579.84,579.84,579.84,2.0,132543.0,1.32543,132.543,13.25
10551,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,14.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,3.0,329.73,13.0,4.0,5.0,0.0,0.0,1.58,38601.0,0.038601,386.01,386.01,386.01,2.0,88236.0,0.88236,88.236,9.0
10556,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,33.0,1.0,1.0,0.0,9.0,329.73,18.0,23.0,24.0,0.0,0.0,0.45,61161.0,0.061161,611.61,611.61,611.61,0.5,139805.0,1.39805,139.805,47.0
10558,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,9.0,329.73,8.0,14.0,16.0,0.0,0.0,0.4,39091.0,0.039091,390.91,1369.1838170877845,390.91,1.0,89357.0,0.89357,89.357,30.0
10559,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,4.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,9.0,329.73,18.0,5.0,5.0,0.0,0.0,0.92,87109.0,0.087109,871.09,871.09,871.09,4.0,199118.0,1.99118,199.118,10.0
10560,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,6.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,9.0,329.73,5.5,1.5,1.5,0.0,0.0,0.44,26075.0,0.026075,260.75,260.75,260.75,2.0,59604.0,0.59604,59.604,3.0
10561,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,8.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,9.0,329.73,3.7,1.0,1.0,0.0,0.0,1.51,17529.0,0.017529,175.29,175.29,175.29,2.0,40069.0,0.40069,40.069,2.0
10562,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,9.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,9.0,329.73,3.6,1.0,1.0,0.0,0.0,2.82,17373.0,0.017373,173.73,173.73,173.73,2.0,39712.0,0.39712,39.712,2.0
10563,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,10.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,9.0,329.73,3.7,1.0,1.0,0.0,0.0,0.55,17672.0,0.017672,176.72,176.72,176.72,2.0,40396.0,0.40396,40.396,2.0
10564,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,11.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,9.0,329.73,4.5,1.25,1.25,0.0,0.0,0.35,21841.0,0.021841,218.41,218.41,218.41,4.0,49926.0,0.49926,49.926,2.5
10565,50.0,1.0,7.0,1.0,10.0,1.0,1.0,1.0,3.0,16.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,9.0,329.73,1.5,0.4,0.4,0.0,0.0,0.82,7293.0,0.007293,72.93,72.93,72.93,2.0,16671.0,0.16671,16.671,0.8
