,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of NPS fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Quantity of OTHER fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
3171,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,132.0,624.18,1.62,0.0,0.0,0.0,0.0,0.0,3.89,3.89,0.0,1.74,43012.0,0.043012,430.12,407.11,406.0,2.0,12258.0,0.12258,12.258,7.78
3187,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,4.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,132.0,624.18,13.94,0.0,0.0,0.0,0.0,0.0,9.83,9.83,0.0,0.72,108663.0,0.108663,1086.63,1025.7,1025.7,0.5,30968.0,0.30968,30.968,19.66
3204,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,161.0,624.18,12.15,0.0,0.0,0.0,0.0,0.0,9.75,9.75,0.0,0.51,232493.0,0.232493,2324.93,2194.57,2194.57,1.0,66257.0,0.66257,66.257,19.5
3251,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,3.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,189.0,624.18,8.1,0.0,0.0,0.0,0.0,0.0,4.65,4.65,0.0,0.44,151387.0,0.151387,1513.87,1428.99,1428.99,1.0,43143.0,0.43143,43.143,9.3
3309,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,218.0,624.18,9.37,0.0,0.0,0.0,0.0,0.0,5.79,5.79,0.0,1.73,141612.0,0.141612,1416.12,1336.72,1336.72,2.0,40357.0,0.40357,40.357,11.58
3310,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,5.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,218.0,624.18,4.2,0.0,0.0,0.0,0.0,0.0,2.59,2.59,0.0,0.57,63425.0,0.063425,634.25,598.69,598.69,0.25,18075.0,0.18075,18.075,5.18
3311,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,5.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,218.0,624.18,3.81,0.0,0.0,0.0,0.0,0.0,2.35,2.35,0.0,0.37,57578.0,0.057578,575.78,543.5,543.5,7.0,16409.0,0.16409,16.409,4.7
3312,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,5.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,218.0,624.18,1.34,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,1.16,14060.0,0.01406,140.6,132.72,132.72,4.0,4007.0,0.04007,4.007,1.14
3313,50.0,1.0,2.0,9.0,9.0,7.0,1.0,1.0,5.0,5.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,218.0,624.18,1.93,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.4,29222.0,0.029222,292.22,275.84,275.84,5.0,8328.0,0.08328,8.328,2.4
3334,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,4.0,1.0,0.0,36.0,527.77,3.4,0.0,0.0,0.0,0.0,2.403,0.0,0.0,0.0,4.01,38191.0,0.038191,381.91,360.5,360.5,3.0,53365.0,0.53365,53.365,2.403
3335,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,1.0,9.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,36.0,527.77,4.6,0.0,0.0,0.0,0.0,3.252,0.0,0.0,0.0,1.43,51688.0,0.051688,516.88,487.9,487.9,0.5,72226.0,0.72226,72.226,3.252
3336,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,100.0,4.0,1.0,0.0,36.0,527.77,4.66,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.53,58647.0,0.058647,586.47,553.59,553.59,4.0,81949.0,0.81949,81.949,3.69
3337,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,100.0,4.0,1.0,0.0,36.0,527.77,3.34,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,1.59,41964.0,0.041964,419.64,396.11,396.11,3.0,58638.0,0.58638,58.638,2.64
3343,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,49.0,527.77,12.8,0.0,0.0,0.0,0.0,9.111,0.0,0.0,0.0,1.97,146141.0,0.146141,1461.41,1379.47,1379.47,1.0,204208.0,2.04208,204.208,9.111
3349,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,63.0,527.77,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,166892.0,0.166892,1668.92,1575.34,1575.34,1.0,233204.0,2.33204,233.204,0.0
3360,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,1.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,89.0,527.77,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,32345.0,0.032345,323.45,305.31,305.31,2.5,45196.0,0.45196,45.196,0.0
3366,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,102.0,527.77,4.8,0.0,0.0,0.0,0.0,8.029,0.0,0.0,0.0,0.44,76973.0,0.076973,769.73,726.57,726.57,0.5,107557.0,1.07557,107.557,8.029
3367,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,102.0,527.77,4.8,0.0,0.0,0.0,0.0,9.561,0.0,0.0,0.0,0.21,91656.0,0.091656,916.56,865.17,865.17,0.5,128074.0,1.28074,128.074,9.561
3376,50.0,1.0,2.0,9.0,14.0,8.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,4.0,1.0,0.0,142.0,527.77,4.0,0.0,0.0,0.0,0.0,13.09,0.0,0.0,0.0,2.71,60500.0,0.0605,605.0,571.08,571.08,5.0,84539.0,0.84539,84.539,13.09
3397,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,11.0,430.27,8.76,0.0,12.09,0.0,0.0,0.0,0.0,0.0,0.0,1.18,123131.0,0.123131,1231.31,1162.27,1162.27,1.0,89423.0,0.89423,89.423,12.09
3400,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,4.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,11.0,430.27,17.52,0.0,0.0,10.88,11.16,0.0,0.0,0.0,0.0,1.17,260243.0,0.260243,2602.43,2456.51,2456.51,1.75,189001.0,1.89001,189.001,22.04
3401,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,11.0,430.27,11.68,0.0,13.02,0.0,0.0,0.0,0.0,0.0,0.0,0.75,381086.0,0.381086,3810.86,3597.19,3597.19,3.0,276763.0,2.76763,276.763,13.02
3402,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,6.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,11.0,430.27,11.68,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,103236.0,0.103236,1032.36,974.48,974.48,0.5,74974.0,0.74974,74.974,6.8
3403,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,22.0,430.27,23.36,0.0,0.0,8.16,11.16,0.0,0.0,0.0,0.0,0.45,111740.0,0.11174,1117.4,1054.75,1054.75,0.75,81151.0,0.81151,81.151,19.32
3405,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,22.0,430.27,11.68,0.0,0.0,6.8,9.3,0.0,0.0,0.0,0.0,0.2,312677.0,0.312677,3126.77,2951.45,2951.45,1.5,227081.0,2.27081,227.081,16.1
3409,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,33.0,430.27,16.06,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,217941.0,0.217941,2179.41,2057.21,2057.21,1.5,158279.0,1.58279,158.279,13.6
3412,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,33.0,430.27,5.84,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,174535.0,0.174535,1745.35,1647.49,1647.49,1.5,126756.0,1.26756,126.756,5.44
3414,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,44.0,430.27,36.5,0.0,14.71,0.0,0.0,0.0,0.0,0.0,0.0,1.56,407560.0,0.40756,4075.6,3847.08,3847.08,1.25,295989.0,2.95989,295.989,14.71
3418,50.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,56.0,430.27,11.68,11.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,253799.0,0.253799,2537.99,2395.69,2395.69,1.5,184321.0,1.84321,184.321,11.28
3420,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,69.0,430.27,11.68,0.0,0.0,6.8,9.3,0.0,0.0,0.0,0.0,1.16,263473.0,0.263473,2634.73,2487.0,2487.0,1.0,191347.0,1.91347,191.347,16.1
3421,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,69.0,430.27,11.68,0.0,0.0,6.8,9.3,0.0,0.0,0.0,0.0,0.97,266597.0,0.266597,2665.97,2516.49,2516.49,1.5,193616.0,1.93616,193.616,16.1
3423,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,69.0,430.27,9.49,0.0,0.0,6.8,9.3,0.0,0.0,0.0,0.0,4.79,286288.0,0.286288,2862.88,2702.36,2702.36,1.5,207916.0,2.07916,207.916,16.1
3424,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,69.0,430.27,7.3,0.0,0.0,6.8,7.22,0.0,0.0,0.0,0.0,0.92,294763.0,0.294763,2947.63,2782.36,2782.36,2.0,214071.0,2.14071,214.071,14.02
3430,50.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,80.0,430.27,2.92,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,326020.0,0.32602,3260.2,3077.4,3077.4,1.5,236771.0,2.36771,236.771,10.2
3431,50.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,4.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,80.0,430.27,1.46,3.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,47524.0,0.047524,475.24,448.59,448.59,0.25,34514.0,0.34514,34.514,3.944
3432,50.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,80.0,430.27,2.92,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,168148.0,0.168148,1681.48,1587.2,1587.2,1.0,122117.0,1.22117,122.117,1.36
3434,50.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,91.0,430.27,11.68,0.0,7.59,0.0,0.0,0.0,0.0,0.0,0.0,1.81,167126.0,0.167126,1671.26,1577.55,1577.55,1.0,121375.0,1.21375,121.375,7.59
3435,50.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,91.0,430.27,24.09,0.0,0.0,25.44,7.94,0.0,0.0,0.0,0.0,0.49,231145.0,0.231145,2311.45,2181.85,2181.85,1.5,167869.0,1.67869,167.869,33.38
3439,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,102.0,430.27,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,290036.0,0.290036,2900.36,2732.74,2737.74,1.5,210637.0,2.10637,210.637,0.0
3441,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,102.0,430.27,10.22,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.47,111886.0,0.111886,1118.86,1225.9174993184465,1056.13,0.75,81257.0,0.81257,81.257,9.3
3443,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,2.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,102.0,430.27,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,48061.0,0.048061,480.61,453.66,453.66,0.12,34904.0,0.34904,34.904,0.0
3449,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,113.0,430.27,17.52,0.0,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.41,139013.0,0.139013,1390.13,1312.19,1312.19,1.0,100958.0,1.00958,100.958,12.24
3451,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,124.0,430.27,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,148531.0,0.148531,1485.31,1402.03,1402.03,1.0,107870.0,1.0787,107.87,0.0
3453,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,124.0,430.27,11.68,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,354321.0,0.354321,3543.21,3344.54,3344.54,2.0,257325.0,2.57325,257.325,16.0
3455,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,4.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,124.0,430.27,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,265334.0,0.265334,2653.34,2504.57,2504.57,2.0,192698.0,1.92698,192.698,0.0
3457,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,135.0,430.27,10.22,0.0,0.0,4.76,6.51,0.0,0.0,0.0,0.0,4.3,87023.0,0.087023,870.23,821.44,821.44,0.33,63200.0,0.632,63.2,11.27
3459,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,135.0,430.27,13.14,0.0,0.0,4.08,5.58,0.0,0.0,0.0,0.0,0.37,249113.0,0.249113,2491.13,2351.45,2351.45,1.5,180917.0,1.80917,180.917,9.66
3460,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,135.0,430.27,14.6,0.0,0.0,3.4,6.51,0.0,0.0,0.0,0.0,2.02,270706.0,0.270706,2707.06,2555.28,2555.28,2.0,196600.0,1.966,196.6,9.91
3462,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,6.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,135.0,430.27,14.6,0.0,0.0,4.08,5.58,0.0,0.0,0.0,0.0,0.38,264426.0,0.264426,2644.26,2496.0,2496.0,1.75,192039.0,1.92039,192.039,9.66
3463,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,135.0,430.27,10.22,0.0,0.0,2.72,3.72,0.0,0.0,0.0,0.0,2.95,172676.0,0.172676,1726.76,1629.94,1629.94,1.0,125405.0,1.25405,125.405,6.44
3466,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,148.0,430.27,5.68,0.0,7.44,0.0,0.0,0.0,0.0,0.0,0.0,1.19,141768.0,0.141768,1417.68,1338.19,1338.19,1.0,102959.0,1.02959,102.959,7.44
3467,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,148.0,430.27,17.75,0.0,0.0,8.16,11.16,0.0,0.0,0.0,0.0,0.46,332370.0,0.33237,3323.7,3137.34,3137.34,2.25,241382.0,2.41382,241.382,19.32
3468,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,148.0,430.27,7.1,0.0,0.0,3.4,4.65,0.0,0.0,0.0,0.0,0.82,84723.0,0.084723,847.23,799.73,799.73,0.33,61530.0,0.6153,61.53,8.05
3471,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,160.0,430.27,23.36,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,1.33,259785.0,0.259785,2597.85,2452.19,2452.19,1.5,188668.0,1.88668,188.668,23.25
3472,50.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,160.0,430.27,16.06,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.35,399479.0,0.399479,3994.79,3770.8,3770.8,3.0,290120.0,2.9012,290.12,9.3
3477,50.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,172.0,430.27,5.84,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,126016.0,0.126016,1260.16,1189.5,1189.5,1.0,91519.0,0.91519,91.519,5.44
3478,50.0,1.0,2.0,10.0,5.0,3.0,2.0,1.0,3.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,172.0,430.27,3.4,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,72063.0,0.072063,720.63,680.22,680.22,0.33,52336.0,0.52336,52.336,2.72
3505,50.0,1.0,2.0,10.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,57.0,422.62,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,291357.0,0.291357,2913.57,2750.21,2750.21,1.0,182134.0,1.82134,182.134,0.0
3516,50.0,1.0,2.0,10.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,84.0,422.62,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,69269.0,0.069269,692.69,653.85,653.85,0.25,43302.0,0.43302,43.302,0.0
3518,50.0,1.0,2.0,10.0,11.0,1.0,1.0,1.0,3.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,84.0,422.62,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,180023.0,0.180023,1800.23,1699.29,1699.29,0.75,112537.0,1.12537,112.537,0.0
