,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Holder Condition,Production Of Condition in Kg,Fertilizer Quantity
7024,1.0,3.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,103.0,402.5,11.4,0.0,0.0,0.0,0.0,1069.15,0.25,0.0,209.188,0.0
7029,1.0,3.0,7.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,112.0,402.5,24.0,25.0,0.0,25.0,0.0,3240.16,1.0,0.0,633.961,50.0
7031,1.0,3.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,123.0,402.5,1.7,0.0,0.0,0.0,0.0,512.16,0.25,0.0,100.208,0.0
7034,1.0,3.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,133.0,402.5,3.84,0.0,0.0,0.0,0.0,1852.26,0.5,0.0,362.408,0.0
7037,1.0,3.0,7.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,151.0,402.5,9.6,0.0,0.0,0.0,0.0,466.24,0.25,0.0,91.222,0.0
7038,1.0,3.0,7.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,151.0,402.5,9.6,0.0,0.0,0.0,0.0,321.71,11.0,0.0,62.945,0.0
7039,1.0,3.0,7.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,151.0,402.5,7.2,0.0,0.0,0.0,0.0,268.29,0.12,0.0,52.493,0.0
7043,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,320.88,20.25,0.0,0.0,0.0,0.0,636.96,0.25,0.0,89.504,0.0
7044,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,320.88,20.25,0.0,0.0,0.0,0.0,486.13,0.25,0.0,68.309,0.0
7045,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,320.88,20.25,0.0,0.0,0.0,0.0,494.57,0.25,0.0,69.496,0.0
7046,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,320.88,20.25,0.0,0.0,0.0,0.0,466.81,0.12,0.0,65.595,0.0
7047,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,8.0,320.88,60.0,0.0,0.0,0.0,0.0,2368.12,1.0,0.0,332.761,0.0
7049,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,8.0,320.88,15.0,0.0,0.0,0.0,0.0,364.66,0.25,0.0,51.241,0.0
7050,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,8.0,320.88,55.0,0.0,0.0,0.0,0.0,1513.27,0.5,0.0,212.64,0.0
7052,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,13.0,320.88,35.75,0.0,0.0,0.0,0.0,2121.8,2500.0,0.0,298.149,0.0
7054,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,23.0,320.88,30.0,5.0,0.0,5.0,0.0,636.18,0.25,0.0,89.394,10.0
7055,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,23.0,320.88,30.0,5.0,0.0,5.0,0.0,922.44,0.25,0.0,129.619,10.0
7058,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,28.0,320.88,13.75,6.0,0.0,4.0,0.0,322.02,0.25,0.0,45.25,10.0
7059,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,28.0,320.88,11.0,4.0,0.0,4.0,0.0,101.94,1.0,0.0,14.324,8.0
7061,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,28.0,320.88,11.0,6.0,0.0,6.0,0.0,126.21,0.25,0.0,17.735,12.0
7065,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,28.0,320.88,13.75,2.0,0.0,4.0,0.0,121.99,10.0,0.0,17.141,6.0
7066,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,33.0,320.88,22.0,0.0,0.0,0.0,0.0,540.54,0.25,0.0,75.956,0.0
7069,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,33.0,320.88,22.0,0.0,0.0,0.0,0.0,1388.73,0.5,0.0,195.141,0.0
7070,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,38.0,320.88,75.0,0.0,0.0,0.0,0.0,2103.89,0.5,0.0,295.632,0.0
7071,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,38.0,320.88,25.0,0.0,0.0,0.0,0.0,349.98,0.25,0.0,49.177,0.0
7072,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,38.0,320.88,15.0,0.0,0.0,0.0,0.0,449.32,0.25,0.0,63.137,0.0
7073,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,38.0,320.88,20.0,0.0,0.0,0.0,0.0,454.22,0.25,0.0,63.825,0.0
7074,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,38.0,320.88,15.0,0.0,0.0,0.0,0.0,128.81,0.25,0.0,18.1,0.0
7075,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,38.0,320.88,11.0,0.0,0.0,0.0,0.0,378.51,0.25,0.0,53.187,0.0
7077,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,38.0,320.88,16.5,0.0,0.0,0.0,0.0,91.84,0.25,0.0,12.904,0.0
7078,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,48.0,320.88,8.25,0.0,0.0,0.0,0.0,119.65,2.0,0.0,16.812,0.0
7081,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,48.0,320.88,16.5,0.0,0.0,0.0,0.0,730.68,0.25,0.0,102.674,0.0
7083,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,53.0,320.88,50.0,20.0,0.0,20.0,0.0,5029.79,1.0,0.0,706.772,40.0
7084,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,53.0,320.88,15.0,10.0,0.0,10.0,0.0,750.2,0.25,0.0,105.416,20.0
7088,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,58.0,320.88,11.0,5.0,0.0,5.0,0.0,567.35,0.25,0.0,79.723,10.0
7089,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,63.0,320.88,22.0,0.0,0.0,0.0,0.0,1254.4,0.5,0.0,176.266,0.0
7091,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,68.0,320.88,11.0,0.0,0.0,0.0,0.0,651.8,0.25,0.0,91.589,0.0
7092,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,68.0,320.88,11.0,0.0,0.0,0.0,0.0,564.8,0.25,0.0,79.364,0.0
7095,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,73.0,320.88,27.5,0.0,0.0,0.0,0.0,943.21,0.25,0.0,132.538,0.0
7096,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,73.0,320.88,33.0,0.0,0.0,0.0,0.0,1249.77,0.5,0.0,175.615,0.0
7100,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,78.0,320.88,16.5,10.0,0.0,5.0,0.0,871.1,0.5,0.0,122.405,15.0
7102,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,78.0,320.88,16.5,5.0,0.0,5.0,0.0,255.07,0.25,0.0,35.843,10.0
7103,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,78.0,320.88,35.0,4.0,0.0,5.0,0.0,1054.89,0.5,0.0,148.23,9.0
7104,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,83.0,320.88,5.5,0.0,0.0,0.0,0.0,118.24,0.12,0.0,16.615,0.0
7105,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,83.0,320.88,16.5,0.0,0.0,0.0,0.0,462.86,0.25,0.0,65.04,0.0
7106,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,88.0,320.88,11.0,12.5,0.0,12.5,0.0,774.68,0.25,0.0,108.856,25.0
7107,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,88.0,320.88,11.0,12.5,0.0,12.5,0.0,821.69,0.25,0.0,115.463,25.0
7109,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,93.0,320.88,11.0,0.0,0.0,0.0,0.0,1111.64,0.5,0.0,156.205,0.0
7110,1.0,3.0,7.0,7.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,93.0,320.88,13.75,0.0,0.0,0.0,0.0,481.91,0.25,0.0,67.717,0.0
7112,1.0,3.0,7.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,98.0,320.88,5.5,5.0,0.0,6.0,0.0,610.2,0.25,0.0,85.744,11.0
7114,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,4.0,277.49,26.25,12.5,0.0,12.5,0.0,656.07,0.25,0.0,84.02,25.0
7118,1.0,3.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,11.0,277.49,12.0,0.0,0.0,0.0,0.0,363.0,300.0,0.0,46.488,0.0
7120,1.0,3.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,18.0,277.49,19.2,0.0,0.0,0.0,0.0,424.54,400.0,0.0,54.37,0.0
7121,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,25.0,277.49,14.4,12.5,0.0,12.5,0.0,759.0,0.25,0.0,97.202,25.0
7124,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,32.0,277.49,8.4,0.0,0.0,0.0,0.0,523.04,0.12,0.0,66.984,0.0
7127,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,39.0,277.49,7.2,0.0,0.0,0.0,0.0,303.49,200.0,0.0,38.866,0.0
7130,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,46.0,277.49,50.0,0.0,0.0,0.0,0.0,1704.76,0.5,0.0,218.323,0.0
7131,1.0,3.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,53.0,277.49,9.856,0.0,0.0,0.0,0.0,199.77,200.0,0.0,25.583,0.0
7132,1.0,3.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,53.0,277.49,4.234,0.0,0.0,0.0,0.0,130.16,100.0,0.0,16.67,0.0
7133,1.0,3.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,53.0,277.49,15.462,0.0,0.0,0.0,0.0,317.08,300.0,0.0,40.608,0.0
7134,1.0,3.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,53.0,277.49,22.113,0.0,0.0,0.0,0.0,463.69,400.0,0.0,59.384,0.0
7135,1.0,3.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,53.0,277.49,44.334,0.0,0.0,0.0,0.0,937.9,0.25,0.0,120.114,0.0
7136,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,60.0,277.49,52.5,0.0,0.0,0.0,0.0,1186.67,0.5,0.0,151.972,0.0
7139,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,68.0,277.49,12.0,0.0,0.0,0.0,0.0,946.18,0.25,0.0,121.174,0.0
7140,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,76.0,277.49,19.2,0.0,0.0,0.0,0.0,460.62,400.0,0.0,58.991,0.0
7143,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,83.0,277.49,35.0,0.0,0.0,0.0,0.0,935.09,0.25,0.0,119.753,0.0
7148,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,99.0,277.49,50.25,12.5,0.0,12.5,0.0,651.12,0.5,0.0,83.387,25.0
7153,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,130.0,277.49,31.5,12.5,0.0,12.5,0.0,772.8,0.25,0.0,98.97,25.0
7154,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,137.0,277.49,19.2,0.0,0.0,0.0,0.0,880.47,0.12,0.0,112.759,0.0
7156,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,137.0,277.49,35.0,0.0,0.0,0.0,0.0,711.73,0.12,0.0,91.149,0.0
7158,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,137.0,277.49,20.0,0.0,0.0,0.0,0.0,375.65,300.0,0.0,48.108,0.0
7160,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,144.0,277.49,9.6,12.5,0.0,12.5,0.0,535.28,0.12,0.0,68.551,25.0
7163,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,271.32,18.0,5.0,5.0,0.0,0.0,588.49,12.0,0.0,141.311,10.0
7165,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,271.32,18.0,4.0,4.0,0.0,0.0,576.36,12.0,0.0,138.399,8.0
7167,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,6.0,271.32,40.0,0.0,0.0,0.0,0.0,1167.66,50.0,0.0,280.384,0.0
7168,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,6.0,271.32,60.0,25.0,25.0,0.0,0.0,1473.28,50.0,0.0,353.771,50.0
7169,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,6.0,271.32,50.0,25.0,25.0,0.0,0.0,1078.84,50.0,0.0,259.055,50.0
7172,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,6.0,271.32,45.0,0.0,0.0,0.0,0.0,843.45,25.0,0.0,202.533,0.0
7173,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,10.0,271.32,60.0,20.0,20.0,0.0,0.0,1041.61,50.0,0.0,250.115,40.0
7174,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,10.0,271.32,30.0,0.0,0.0,0.0,0.0,694.91,12.0,0.0,166.865,0.0
7176,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,10.0,271.32,30.0,9.0,9.0,0.0,0.0,501.02,12.0,0.0,120.308,18.0
7177,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,18.0,271.32,24.0,12.0,12.0,0.0,0.0,705.64,12.0,0.0,169.441,24.0
7179,1.0,3.0,7.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,18.0,271.32,6.0,1.0,1.0,0.0,0.0,104.86,2.0,0.0,25.179,2.0
