,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevension/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of chemical fertilizer used,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
6890,1.0,3.0,3.0,18.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,235.0,434.84,8.0,0.0,574.1700000000001,109.67,0.0
6893,1.0,3.0,3.0,18.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,235.0,434.84,20.0,0.0,1148.96,219.45000000000002,0.0
6894,1.0,3.0,3.0,18.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,235.0,434.84,43.0,0.0,506.31,96.71,0.0
6895,1.0,3.0,3.0,18.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,243.0,434.84,10.0,0.0,270.51,51.67,0.0
6896,1.0,3.0,3.0,18.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,243.0,434.84,5.0,0.0,1601.2299999999998,305.84,0.0
6898,1.0,3.0,3.0,18.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,243.0,434.84,3.0,0.0,209.4,40.0,0.0
6899,1.0,3.0,3.0,18.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,247.0,434.84,5.0,0.0,503.27,96.13000000000001,0.0
6900,1.0,3.0,3.0,18.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,247.0,434.84,8.0,0.0,191.36,36.55,0.0
6902,1.0,3.0,3.0,18.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,257.0,434.84,10.0,0.0,877.72,167.65,0.0
6904,1.0,3.0,3.0,18.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,257.0,434.84,15.0,0.0,1403.4199999999998,268.05,0.0
6905,1.0,3.0,3.0,18.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,257.0,434.84,13.0,0.0,772.39,147.53,0.0
6906,1.0,3.0,3.0,18.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,257.0,434.84,19.0,0.0,703.71,134.41,0.0
6907,1.0,3.0,3.0,18.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,257.0,434.84,13.0,0.0,408.78999999999996,78.08,0.0
6909,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,18.0,309.4,18.75,0.0,1167.77,155.31,0.0
6916,1.0,3.0,3.0,20.0,7.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,25.0,309.4,5.06,4.923,316.84,42.14,4.923
6918,1.0,3.0,3.0,20.0,7.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,25.0,309.4,8.44,6.6,528.59,70.3,6.6
6925,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,39.0,309.4,3.35,0.0,108.64999999999999,14.45,0.0
6926,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,39.0,309.4,5.5,0.0,160.38,21.33,0.0
6929,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,46.0,309.4,42.55816841186024,29.117,1700.36,226.14999999999998,29.117
6930,1.0,3.0,3.0,20.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,60.0,309.4,2.16,0.0,128.85,17.14,0.0
6932,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,67.0,309.4,16.2,6.212,1322.2700000000002,175.85999999999999,6.212
6934,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,83.0,309.4,3.24,4.93,364.11,48.43,4.93
6936,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,83.0,309.4,6.48,3.378,238.42,31.71,3.378
6937,1.0,3.0,3.0,20.0,7.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,83.0,309.4,4.32,0.0,429.59999999999997,57.14,0.0
6941,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,104.0,309.4,5.4,0.0,363.51,48.35,0.0
6943,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,104.0,309.4,2.7,0.0,174.07,23.150000000000002,0.0
6944,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,104.0,309.4,5.4,7.765,647.7900000000001,86.16,7.765
6948,1.0,3.0,3.0,20.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,111.0,309.4,10.8,0.0,742.7499999999999,98.79,0.0
6951,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,132.0,309.4,1.08,0.0,243.27,32.36,0.0
6952,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,146.0,309.4,14.58,5.435,786.53,104.61,5.435
6954,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,146.0,309.4,1.62,0.835,107.18,14.26,0.835
6955,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,153.0,309.4,15.0,3.882,587.16,78.09,3.882
6957,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,153.0,309.4,21.5,7.376,1798.93,239.26,7.376
6962,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,175.0,309.4,16.97,5.435,868.2099999999999,115.47,5.435
6968,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,175.0,309.4,8.95,0.0,457.81,60.89,0.0
6971,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,175.0,309.4,6.48,0.0,154.41,20.54,0.0
6975,1.0,3.0,3.0,20.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,190.0,309.4,13.5,7.765,611.57,81.34,7.765
6981,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,197.0,309.4,5.059,10.094,517.96,68.89,10.094
6983,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,197.0,309.4,7.44,11.647,698.96,92.96,11.647
6986,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,197.0,309.4,4.032,1.165,303.81,40.410000000000004,1.165
6988,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,212.0,309.4,1.6,3.727,123.73,16.46,3.727
6992,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,212.0,309.4,1.08,0.776,175.64,23.36,0.776
6993,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,212.0,309.4,3.24,0.0,234.51,31.19,0.0
6994,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,212.0,309.4,8.1,1.553,331.90999999999997,44.14,1.553
6995,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,212.0,309.4,0.91,2.819,90.66,12.06,2.819
6997,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,212.0,309.4,2.17,6.724,216.60999999999999,28.810000000000002,6.724
6999,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,212.0,309.4,1.7,5.28,170.01,22.61,5.28
7001,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,212.0,309.4,3.66,11.359,365.69,48.64,11.359
7004,1.0,3.0,3.0,20.0,7.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,212.0,309.4,3.55,0.0,213.66,28.42,0.0
7018,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,32.0,309.4,8.5,5.001,464.84,68.8,5.001
7020,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,32.0,309.4,10.65,6.646,617.77,91.43,6.646
7050,1.0,3.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,108.0,309.4,10.55,0.0,843.9000000000001,124.9,0.0
7055,1.0,3.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,123.0,309.4,13.0,0.0,1639.91,242.70999999999998,0.0
7057,1.0,3.0,4.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,123.0,309.4,8.5,0.0,792.6,117.31,0.0
7059,1.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,133.0,309.4,2.65,0.0,127.25999999999999,18.83,0.0
7060,1.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,133.0,309.4,1.5,0.0,98.82000000000001,14.63,0.0
7061,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,138.0,309.4,7.65,9.706,1605.4399999999998,237.61,9.706
7063,1.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,148.0,309.4,2.55,0.0,145.46,21.529999999999998,0.0
7065,1.0,3.0,4.0,5.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,496.14,2.8,0.0,94.28999999999999,18.39,0.0
7067,1.0,3.0,4.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,496.14,28.2,0.0,599.35,116.87,0.0
7069,1.0,3.0,4.0,5.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,496.14,45.5,9.807,1051.78,205.10000000000002,9.807
7071,1.0,3.0,4.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,21.0,496.14,1.8,0.0,136.34,26.590000000000003,0.0
7073,1.0,3.0,4.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,21.0,496.14,24.6,20.833,858.99,167.5,20.833
7078,1.0,3.0,4.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,30.0,496.14,55.5,23.204,1571.76,306.49,23.204
7079,1.0,3.0,4.0,5.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,30.0,496.14,15.2,7.804,497.07,96.93,7.804
7082,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,48.0,496.14,46.5,0.0,2233.89,435.60999999999996,0.0
7083,1.0,3.0,4.0,5.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,48.0,496.14,27.9,0.0,1133.84,221.1,0.0
7087,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,57.0,496.14,25.2,12.408,756.55,147.53,12.408
7089,1.0,3.0,4.0,5.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,57.0,496.14,14.0,8.193,499.56,97.41,8.193
7090,1.0,3.0,4.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,75.0,496.14,35.9,19.837,1219.66,237.82999999999998,19.837
7092,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,102.0,496.14,3.1,0.0,353.04,68.84,0.0
7093,1.0,3.0,4.0,5.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,102.0,496.14,1.2,0.0,283.85,55.35,0.0
7094,1.0,3.0,4.0,5.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,129.0,496.14,1.1,0.0,66.38,12.94,0.0
7095,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,129.0,496.14,6.5,0.0,236.25,46.07,0.0
7096,1.0,3.0,4.0,5.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,129.0,496.14,4.6,0.0,111.13,21.67,0.0
7097,1.0,3.0,4.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,165.0,496.14,6.2,0.0,212.60000000000002,41.46,0.0
7099,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,183.0,496.14,25.3,0.0,898.76,175.26,0.0
7100,1.0,3.0,4.0,5.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,183.0,496.14,13.5,0.0,329.07,64.17,0.0
7102,1.0,3.0,4.0,5.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,192.0,496.14,26.3,0.0,813.39,158.61,0.0
7106,1.0,3.0,4.0,5.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,192.0,496.14,23.2,11.255,596.26,116.27000000000001,11.255
7107,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,210.0,496.14,35.5,14.006,1245.84,242.93999999999997,14.006
7111,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,237.0,496.14,13.2,0.0,161.26999999999998,31.45,0.0
7113,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,246.0,496.14,27.9,15.576,977.9799999999999,190.71,15.576
7116,1.0,3.0,4.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,264.0,496.14,18.2,5.505,408.49,79.66,5.505
7117,1.0,3.0,4.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,264.0,496.14,11.0,4.325,321.62,62.72,4.325
7124,1.0,3.0,4.0,10.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,14.0,309.4,16.126,0.0,515.38,96.38,0.0
7125,1.0,3.0,4.0,10.0,6.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,14.0,309.4,4.701,0.0,150.25,28.1,0.0
7126,1.0,3.0,4.0,10.0,6.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,14.0,309.4,4.173,0.0,133.37,24.94,0.0
7128,1.0,3.0,4.0,10.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,14.0,309.4,40.0,16.099,1013.8,189.57999999999998,16.099
7134,1.0,3.0,4.0,10.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,29.0,309.4,19.895,0.0,491.47,91.91,0.0
7136,1.0,3.0,4.0,10.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,29.0,309.4,4.465,0.0,110.23,20.61,0.0
7137,1.0,3.0,4.0,10.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,29.0,309.4,15.641,0.0,386.16999999999996,72.21,0.0
7138,1.0,3.0,4.0,10.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,29.0,309.4,6.816,4.059,184.22,34.449999999999996,4.059
7139,1.0,3.0,4.0,10.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,29.0,309.4,3.105,1.849,83.92,15.690000000000001,1.849
7140,1.0,3.0,4.0,10.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,29.0,309.4,5.08,3.025,137.29999999999998,25.679999999999996,3.025
7150,1.0,3.0,4.0,10.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,44.0,309.4,40.0,15.949,1068.1,199.74,15.949
7152,1.0,3.0,4.0,10.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,49.0,309.4,2.0,0.0,89.5,16.74,0.0
7155,1.0,3.0,4.0,10.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,49.0,309.4,40.0,13.41,1276.52,238.71000000000004,13.41
7164,1.0,3.0,4.0,10.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,59.0,309.4,8.805,1.185,272.92,51.04,1.185
7165,1.0,3.0,4.0,10.0,6.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,59.0,309.4,6.195,0.834,192.76000000000002,36.05,0.834
7170,1.0,3.0,4.0,10.0,6.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,64.0,309.4,18.603,4.824,719.51,134.54999999999998,4.824
7171,1.0,3.0,4.0,10.0,6.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,64.0,309.4,19.982,5.182,772.83,144.52,5.182
7172,1.0,3.0,4.0,10.0,6.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,64.0,309.4,11.415,2.96,441.49,82.56,2.96
