,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,SERRO,MERRO,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Use Type,Household Id,FWEIGHT,Weight of Non-improved Seed,Closure Error,Enumerator Area (sq. m.),Computer Area (sq. m.),Area in Hectar,Area in Square meter,Sampling Weight,Production Of Condition in Kg,Production
13456,1.0,4.0,8.0,6.0,10.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,307.17,18.2,0.2,826.78,826.78,0.082678,826.78,307.17,1851.99,185.199
13457,1.0,4.0,8.0,6.0,10.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,307.17,11.05,0.92,490.42,490.42,0.049042,490.42,307.17,1098.54,109.854
13460,1.0,4.0,8.0,6.0,10.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,38.0,307.17,13.206250477473482,0.7,542.25,542.25,0.054225,542.25,307.17,1214.6399999999999,121.464
13462,1.0,4.0,8.0,6.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,46.0,307.17,13.206250477473482,0.44,1150.22,1150.22,0.115022,1150.22,307.17,2576.4900000000002,257.649
13463,1.0,4.0,8.0,6.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,46.0,307.17,13.206250477473482,0.93,457.84,457.84,0.045784,457.84,307.17,1025.56,102.556
13465,1.0,4.0,8.0,6.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,46.0,307.17,13.206250477473482,0.56,623.42,623.42,0.062342,623.42,307.17,1396.46,139.646
13466,1.0,4.0,8.0,6.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,50.0,307.17,13.206250477473482,0.54,1039.63,1039.63,0.103963,1039.63,307.17,2328.77,232.877
13469,1.0,4.0,8.0,6.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,307.17,24.7,0.25,1064.41,1064.41,0.106441,1064.41,307.17,2384.28,238.428
13473,1.0,4.0,8.0,6.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,72.0,307.17,3.9,0.21,167.62,167.62,0.016762,167.62,307.17,375.47,37.547
13474,1.0,4.0,8.0,6.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,72.0,307.17,5.2,0.44,228.63,228.63,0.022863,228.63,307.17,512.13,51.213
13475,1.0,4.0,8.0,6.0,10.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,72.0,307.17,5.85,0.96,249.37,249.37,0.024937,249.37,307.17,558.5899999999999,55.859
13476,1.0,4.0,8.0,6.0,10.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,72.0,307.17,9.1,0.61,415.63,415.63,0.041563,415.63,307.17,931.01,93.101
13477,1.0,4.0,8.0,6.0,10.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,72.0,307.17,4.55,1.46,214.82,214.82,0.021482,214.82,307.17,481.20000000000005,48.12
13478,1.0,4.0,8.0,6.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,1.0,76.0,307.17,13.206250477473482,0.25,1066.22,1066.22,0.106622,1066.22,307.17,2388.33,238.833
13479,1.0,4.0,8.0,6.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,90.0,307.17,5.2,0.35,213.03,213.03,0.021303,213.03,307.17,477.18999999999994,47.719
13480,1.0,4.0,8.0,6.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,90.0,307.17,13.0,0.77,598.66,598.66,0.059866,598.66,307.17,1341.0,134.1
13484,1.0,4.0,8.0,6.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,115.0,307.17,11.7,1.31,562.31,562.31,0.056231,562.31,307.17,1259.5700000000002,125.957
13485,1.0,4.0,8.0,6.0,10.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,115.0,307.17,18.2,0.84,807.86,807.86,0.080786,807.86,307.17,1809.61,180.961
13486,1.0,4.0,8.0,6.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,119.0,307.17,27.3,0.47,1239.34,1239.34,0.123934,1239.34,307.17,2776.12,277.612
13487,1.0,4.0,8.0,6.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,119.0,307.17,10.4,0.72,438.39,438.39,0.043839,438.39,307.17,981.99,98.199
13488,1.0,4.0,8.0,6.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,119.0,307.17,15.6,0.47,482.28,482.28,0.048228,482.28,307.17,1080.31,108.031
13490,1.0,4.0,8.0,6.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,127.0,307.17,13.206250477473482,1.03,1968.57,1968.57,0.196857,1968.57,307.17,4409.599999999999,440.96
13492,1.0,4.0,8.0,6.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,127.0,307.17,13.206250477473482,0.47,2067.83,2067.83,0.206783,2067.83,307.17,4631.9400000000005,463.194
13493,1.0,4.0,8.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,306.96,8.75,0.36,439.31,439.31,0.043931,439.31,306.96,716.08,71.608
13494,1.0,4.0,8.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,3.0,306.96,3.6,0.93,97.63,97.63,0.009763,97.63,306.96,159.14,15.914
13495,1.0,4.0,8.0,9.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,3.0,306.96,15.65,1.4,846.26,846.26,0.084626,846.26,306.96,1379.4,137.94
13499,1.0,4.0,8.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,13.0,306.96,20.0,1.23,979.53,979.53,0.097953,979.53,306.96,1596.63,159.663
13502,1.0,4.0,8.0,9.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,13.0,306.96,34.8,0.0,1986.76,1986.77,0.198676,1986.76,306.96,3238.42,323.842
13503,1.0,4.0,8.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,19.0,306.96,49.3,0.63,2665.58,2665.58,0.266558,2665.58,306.96,4344.9,434.49
13505,1.0,4.0,8.0,9.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,19.0,306.96,16.8,0.19,816.46,816.46,0.081646,816.46,306.96,1330.83,133.083
13508,1.0,4.0,8.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,30.0,306.96,20.11,0.93,1132.34,1132.34,0.113234,1132.34,306.96,1845.71,184.571
13509,1.0,4.0,8.0,9.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,30.0,306.96,52.73,1.64,2969.32,2969.32,0.296932,2969.32,306.96,4839.99,483.999
13510,1.0,4.0,8.0,9.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,30.0,306.96,7.2,0.49,323.33,323.33,0.032333,323.33,306.96,527.03,52.703
13512,1.0,4.0,8.0,9.0,6.0,1.0,1.0,10.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,30.0,306.96,36.49,1.51,2054.85,2054.85,0.205485,2054.85,306.96,3349.4100000000003,334.941
13513,1.0,4.0,8.0,9.0,6.0,1.0,1.0,11.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,30.0,306.96,12.0,0.48,545.49,545.49,0.054549,545.49,306.96,889.1500000000001,88.915
13514,1.0,4.0,8.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,1.0,35.0,306.96,14.9,0.99,839.14,839.14,0.083914,839.14,306.96,1367.8000000000002,136.78
13516,1.0,4.0,8.0,9.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,35.0,306.96,25.9,0.27,1463.3,1463.3,0.14633,1463.3,306.96,2385.1800000000003,238.518
13519,1.0,4.0,8.0,9.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,51.0,306.96,60.16,1.29,3252.46,3252.46,0.325246,3252.46,306.96,5301.509999999999,530.151
13520,1.0,4.0,8.0,9.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,51.0,306.96,30.09,0.78,1510.35,1510.35,0.151035,1510.35,306.96,2461.87,246.187
13524,1.0,4.0,8.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,61.0,306.96,33.6,1.06,2794.33,2794.33,0.279433,2794.33,306.96,4554.76,455.476
13525,1.0,4.0,8.0,9.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,61.0,306.96,13.206250477473482,0.42,807.53,807.53,0.080753,807.53,306.96,1316.27,131.627
13527,1.0,4.0,8.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,68.0,306.96,43.27,1.55,525.05,525.05,0.052505,525.05,306.96,855.8299999999999,85.583
13528,1.0,4.0,8.0,9.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,100.0,1.0,78.0,306.96,26.84,1.45,434.67,434.67,0.043467,434.67,306.96,708.51,70.851
13530,1.0,4.0,8.0,9.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,100.0,1.0,83.0,306.96,13.206250477473482,1.99,3166.24,3166.24,0.316624,3166.24,306.96,5160.969999999999,516.097
13534,1.0,4.0,8.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,83.0,306.96,13.206250477473482,4.46,2173.95,2173.95,0.217395,2173.95,306.96,3543.54,354.354
13535,1.0,4.0,8.0,9.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,83.0,306.96,26.78,1.66,1447.81,1447.81,0.144781,1447.81,306.96,2359.93,235.993
13536,1.0,4.0,8.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,94.0,306.96,66.76,0.12,3619.11,3619.11,0.361911,3619.11,306.96,5899.150000000001,589.915
13537,1.0,4.0,8.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,94.0,306.96,54.21,0.3,3295.56,3295.56,0.329556,3295.56,306.96,5371.759999999999,537.176
13541,1.0,4.0,8.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,99.0,306.96,13.206250477473482,2.78,771.14,771.14,0.077114,771.14,306.96,1256.96,125.696
13544,1.0,4.0,8.0,9.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,99.0,306.96,24.49,1.01,517.27,517.27,0.051727,517.27,306.96,843.15,84.315
13549,1.0,4.0,8.0,9.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,114.0,306.96,47.5,0.56,2561.89,2561.89,0.256189,2561.89,306.96,4175.88,417.588
13550,1.0,4.0,8.0,9.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,114.0,306.96,18.0,0.38,2307.17,2307.17,0.230717,2307.17,306.96,3760.6900000000005,376.069
13552,1.0,4.0,8.0,9.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,306.96,15.27,3.86,762.02,762.02,0.076202,762.02,306.96,1242.09,124.209
13554,1.0,4.0,8.0,9.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,306.96,6.3,2.16,325.74,325.74,0.032574,325.74,306.96,530.9599999999999,53.096
13557,1.0,4.0,8.0,9.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,140.0,306.96,38.38,0.76,1999.31,1999.31,0.199931,1999.31,306.96,3258.88,325.888
13560,1.0,4.0,8.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,306.96,10.0,0.5,499.24,499.24,0.049924,499.24,306.96,813.7600000000001,81.376
13562,1.0,4.0,8.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,306.96,13.75,0.51,706.36,706.36,0.070636,706.36,306.96,1151.37,115.137
13572,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,10.0,308.34,51.2,0.45,2022.89,2022.89,0.202289,2022.89,308.34,2912.96,291.296
13573,1.0,4.0,8.0,15.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,10.0,308.34,8.96,0.53,380.69,380.69,0.038069,380.69,308.34,548.19,54.819
13575,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,14.0,308.34,38.4,2.32,1582.76,1582.76,0.158276,1582.76,308.34,2279.17,227.917
13578,1.0,4.0,8.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,23.0,308.34,19.2,1.13,1063.58,1063.58,0.106358,1063.58,308.34,1531.56,153.156
13579,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,23.0,308.34,5.12,1.87,386.0,386.0,0.0386,386.0,308.34,555.84,55.584
13580,1.0,4.0,8.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,27.0,308.34,13.206250477473482,0.59,2252.43,2252.43,0.225243,2252.43,308.34,3243.5,324.35
13581,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,27.0,308.34,13.206250477473482,0.45,1533.61,1533.61,0.153361,1533.61,308.34,2208.4,220.84
13582,1.0,4.0,8.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,35.0,308.34,38.4,0.31,1720.71,1720.71,0.172071,1720.71,308.34,2477.8199999999997,247.782
13583,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,35.0,308.34,34.56,1.36,407.35,407.35,0.040735,407.35,308.34,586.58,58.658
13585,1.0,4.0,8.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,39.0,308.34,34.56,0.14,2440.7,2440.7,0.24407,2440.7,308.34,3514.6099999999997,351.461
13587,1.0,4.0,8.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,51.0,308.34,25.6,1.65,1698.22,1698.22,0.169822,1698.22,308.34,2445.44,244.544
13588,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,59.0,308.34,38.4,0.41,1555.04,1555.04,0.155504,1555.04,308.34,2239.26,223.926
13589,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,59.0,308.34,38.4,0.98,1672.89,1672.89,0.167289,1672.89,308.34,2408.96,240.896
13593,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,63.0,308.34,13.206250477473482,1.3,1214.97,1214.97,0.121497,1214.97,308.34,1749.56,174.956
13594,1.0,4.0,8.0,15.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,63.0,308.34,15.36,2.59,1060.04,1060.04,0.106004,1060.04,308.34,1526.46,152.646
13598,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,71.0,308.34,13.206250477473482,0.79,2139.34,2139.34,0.213934,2139.34,308.34,3080.65,308.065
13601,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,75.0,308.34,13.206250477473482,1.13,1926.8,1926.8,0.19268,1926.8,308.34,2774.5899999999997,277.459
13602,1.0,4.0,8.0,15.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,75.0,308.34,13.206250477473482,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.148141,1481.41,308.34,2133.23,213.323
13603,1.0,4.0,8.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,87.0,308.34,17.92,1.45,666.47,666.47,0.066647,666.47,308.34,959.72,95.972
13607,1.0,4.0,8.0,15.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,95.0,308.34,51.2,0.87,4092.81,4093.44,0.409281,4092.81,308.34,5893.650000000001,589.365
13609,1.0,4.0,8.0,15.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,99.0,308.34,25.6,1.97,1651.33,1651.33,0.165133,1651.33,308.34,2377.92,237.792
13610,1.0,4.0,8.0,15.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,99.0,308.34,32.0,0.76,3528.58,3528.58,0.352858,3528.58,308.34,5081.16,508.116
13613,1.0,4.0,8.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,100.0,1.0,107.0,308.34,38.4,3.79,466.49,466.49,0.046649,466.49,308.34,671.75,67.175
13614,1.0,4.0,8.0,15.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,107.0,308.34,13.206250477473482,0.94,960.62,961.17,0.096062,960.62,308.34,1383.29,138.329
13615,1.0,4.0,8.0,15.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,107.0,308.34,38.4,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.148141,1481.41,308.34,2133.23,213.323
13620,1.0,4.0,8.0,15.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,111.0,308.34,30.72,0.56,1220.17,1220.17,0.122017,1220.17,308.34,1757.04,175.704
13624,1.0,4.0,8.0,19.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,15.0,308.02,5.08,1.86,340.56,340.56,0.034056,340.56,308.02,565.3299999999999,56.533
13628,1.0,4.0,8.0,19.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,20.0,308.02,19.05,1.1,543.38,545.38,0.054338,543.38,308.02,902.01,90.201
13632,1.0,4.0,8.0,19.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,90.0,1.0,30.0,308.02,39.05,0.35,2531.24,2531.24,0.253124,2531.24,308.02,4201.86,420.186
13635,1.0,4.0,8.0,19.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,35.0,308.02,38.56,1.04,2303.68,2288.56,0.230368,2303.68,308.02,3824.11,382.411
