,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,How were seeds planted/ sowed?,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Production Of Condition in Kg,Fertilizer Quantity
13196,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,6.0,1.0,2.0,100.0,14.0,0.0,54.0,231.6,4.0,0.0,0.0,0.0,1.0,167.4,6.0,24.188,1.0
13203,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,59.0,231.6,35.0,6.25,0.0,0.0,10.0,1240.5,0.38,179.246,16.25
13204,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,59.0,231.6,5.0,5.0,0.0,0.0,5.0,450.5,0.13,65.095,10.0
13206,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,100.0,1.0,0.0,64.0,231.6,13.0,0.0,0.0,0.0,10.0,738.2,0.25,106.666,10.0
13207,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,100.0,1.0,0.0,64.0,231.6,13.0,0.0,0.0,0.0,10.0,829.7,0.25,119.887,10.0
13215,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,69.0,231.6,20.0,4.5,0.0,0.0,6.0,1680.05,0.5,242.758,10.5
13216,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,74.0,231.6,3.0,0.0,0.0,0.0,0.0,510.5,0.13,73.765,0.0
13217,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,74.0,231.6,8.0,0.0,0.0,0.0,0.0,1289.4,0.25,186.31,0.0
13218,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,74.0,231.6,18.0,2.5,0.0,0.0,5.0,1878.45,0.5,271.425,7.5
13219,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,74.0,231.6,30.0,7.5,0.0,0.0,15.0,5533.35,1.0,799.537,22.5
13222,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,85.0,231.6,20.0,0.0,0.0,0.0,0.0,1113.75,1.0,160.931,0.0
13225,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,85.0,231.6,50.0,5.0,0.0,0.0,10.0,2117.9,0.5,306.025,15.0
13228,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,105.0,231.6,15.0,0.0,0.0,0.0,0.0,1467.5,0.25,212.046,0.0
13231,50.0,3.0,1.0,3.0,13.0,5.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,111.0,231.6,10.0,0.0,0.0,0.0,0.0,906.85,0.25,131.034,0.0
13320,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,40.0,1.0,0.0,17.0,300.78,21.0,0.0,0.0,0.0,0.0,1137.42,1.0,245.642,0.0
13324,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,17.0,300.78,28.0,0.0,0.0,0.0,0.0,1100.15,1.0,237.593,0.0
13330,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,25.0,2.0,0.0,43.0,300.78,4.0,0.0,0.0,0.0,0.0,714.86,1.0,154.385,0.0
13334,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,43.0,300.78,17.0,0.0,0.0,0.0,0.0,1550.1,0.5,334.766,0.0
13338,50.0,3.0,1.0,3.0,21.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,62.0,300.78,10.0,0.0,0.0,0.0,0.0,424.6,1.5,91.698,0.0
13341,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,71.0,300.78,17.0,0.0,0.0,0.0,0.0,1640.2,1.0,354.225,0.0
13345,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,89.0,300.78,11.0,0.0,0.0,0.0,0.0,703.2,0.5,151.866,0.0
13347,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,100.0,2.0,0.0,97.0,300.78,43.0,0.0,0.0,0.0,0.0,3882.7,2.0,838.524,0.0
13348,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,107.0,300.78,17.0,0.0,0.0,0.0,0.0,1341.4,425.0,289.695,0.0
13355,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,140.0,300.78,30.0,0.0,0.0,0.0,0.0,1519.65,1.0,328.19,0.0
13357,50.0,3.0,1.0,3.0,21.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,148.0,300.78,18.0,0.0,0.0,0.0,0.0,264.45,1.0,57.112,0.0
13360,50.0,3.0,1.0,3.0,21.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,165.0,300.78,16.0,0.0,0.0,0.0,0.0,1458.75,1.5,315.038,0.0
13363,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,3.0,271.84,50.0,0.0,0.0,0.0,0.0,4212.45,1.0,726.482,0.0
13367,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,6.0,0.0,18.0,271.84,5.0,0.0,0.0,0.0,0.0,194.45,1.0,33.535,0.0
13369,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,18.0,271.84,40.0,0.0,0.0,0.0,0.0,2801.4,0.25,483.131,0.0
13371,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,25.0,271.84,45.0,0.0,0.0,0.0,0.0,2075.15,0.5,357.882,0.0
13372,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,25.0,271.84,40.0,0.0,0.0,0.0,0.0,2714.35,0.5,468.119,0.0
13373,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,33.0,271.84,25.0,0.0,0.0,0.0,0.0,1072.55,0.5,184.973,0.0
13376,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,40.0,271.84,10.0,0.0,0.0,0.0,0.0,1167.15,0.25,201.288,0.0
13382,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,47.0,271.84,35.0,0.0,0.0,0.0,0.0,1053.7,0.25,181.722,0.0
13386,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,0.0,55.0,271.84,10.0,20.0,0.0,0.0,0.0,1650.9,0.25,284.716,20.0
13389,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,62.0,271.84,35.0,0.0,0.0,0.0,0.0,2079.75,0.5,358.675,0.0
13392,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,62.0,271.84,48.0,0.0,0.0,0.0,0.0,5225.55,1.0,901.202,0.0
13394,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,69.0,271.84,15.0,0.0,0.0,0.0,0.0,1153.4,1.0,198.916,0.0
13398,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,77.0,271.84,20.0,0.0,0.0,0.0,0.0,384.8,20.0,66.363,0.0
13399,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,77.0,271.84,48.0,0.0,0.0,0.0,0.0,1458.5,0.25,251.535,0.0
13400,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,77.0,271.84,20.0,0.0,0.0,0.0,0.0,1564.9,0.25,269.884,0.0
13401,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,77.0,271.84,20.0,0.0,0.0,0.0,0.0,1394.9,0.5,240.566,0.0
13402,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,84.0,271.84,17.0,0.0,0.0,0.0,0.0,1570.9,0.25,270.919,0.0
13405,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,91.0,271.84,25.0,0.0,0.0,0.0,0.0,1472.65,0.25,253.974,0.0
13406,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,98.0,271.84,22.0,0.0,0.0,0.0,0.0,1143.8,0.25,197.261,0.0
13409,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,98.0,271.84,40.0,0.0,0.0,0.0,0.0,1129.65,0.25,194.82,0.0
13413,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,106.0,271.84,35.0,0.0,0.0,0.0,0.0,1746.6,0.25,301.22,0.0
13415,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,113.0,271.84,45.0,0.0,0.0,0.0,0.0,2258.0,0.25,389.416,0.0
13418,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,120.0,271.84,40.0,0.0,0.0,0.0,0.0,3571.15,1.0,615.884,0.0
13421,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,120.0,271.84,25.0,0.0,0.0,0.0,0.0,1144.8,0.25,197.433,0.0
13423,50.0,3.0,1.0,3.0,26.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,127.0,271.84,30.0,0.0,0.0,0.0,0.0,2833.8,0.5,488.719,0.0
13424,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,0.0,134.0,271.84,35.0,0.0,0.0,0.0,0.0,1518.95,0.5,261.958,0.0
13428,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,142.0,271.84,48.0,0.0,0.0,0.0,0.0,2123.2,0.5,366.168,0.0
13429,50.0,3.0,1.0,3.0,26.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,142.0,271.84,20.0,0.0,0.0,0.0,0.0,937.55,0.25,161.69,0.0
13431,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,6.0,0.0,2.0,221.34,4.25,0.0,0.0,0.0,0.0,553.1,5.0,41.249,0.0
13435,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,12.0,221.34,17.5,0.0,0.0,0.0,0.0,2362.55,1.5,176.193,0.0
13437,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,67.0,2.0,0.0,12.0,221.34,25.0,0.0,0.0,0.0,0.0,1628.8,2.5,121.471,0.0
13440,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,17.0,221.34,50.0,0.0,0.0,0.0,0.0,2340.6,2.0,174.557,0.0
13443,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,22.0,221.34,12.5,0.0,0.0,0.0,0.0,1921.2,2.0,143.279,0.0
13444,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,22.0,221.34,7.5,0.0,0.0,0.0,0.0,1479.4,1.5,110.33,0.0
13452,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,33.0,221.34,25.0,0.0,0.0,0.0,0.0,2351.15,2.0,175.343,0.0
13457,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,53.0,221.34,25.0,0.0,0.0,0.0,0.0,660.05,0.5,49.224,0.0
13458,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,59.0,221.34,20.8,0.0,0.0,0.0,0.0,1000.4,1.0,74.607,0.0
13462,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,0.0,65.0,221.34,50.0,4.0,0.0,0.0,0.0,2324.05,2.0,173.321,4.0
13464,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,65.0,221.34,17.0,0.0,0.0,0.0,0.0,655.93,1.25,48.918,0.0
13469,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,75.0,221.34,2.0,0.0,0.0,0.0,0.0,683.65,1.0,50.985,0.0
13472,50.0,3.0,1.0,3.0,31.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,2.0,0.0,89.0,221.34,30.0,6.0,0.0,0.0,0.0,454.75,1.0,33.914,6.0
13486,50.0,3.0,1.0,3.0,36.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,6.0,265.98,15.0,0.0,0.0,0.0,0.0,1716.35,0.5,162.668,0.0
13487,50.0,3.0,1.0,3.0,36.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,6.0,265.98,15.0,0.0,0.0,0.0,0.0,1446.14,0.5,137.06,0.0
13500,50.0,3.0,1.0,3.0,36.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,2.0,0.0,18.0,265.98,30.0,0.0,0.0,0.0,0.0,928.71,1.0,88.019,0.0
13503,50.0,3.0,1.0,3.0,36.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,24.0,265.98,60.0,0.0,0.0,0.0,0.0,1573.25,1.5,149.105,0.0
13509,50.0,3.0,1.0,3.0,36.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,36.0,265.98,9.0,0.0,0.0,0.0,0.0,139.05,0.25,13.178,0.0
13510,50.0,3.0,1.0,3.0,36.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,0.0,42.0,265.98,90.0,25.0,0.0,0.0,0.0,4455.45,3.0,422.268,25.0
