,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevention/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,APERCENT,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of UREA chemical fertilizer used,Quantity of DAP chemical fertilizer used,Quantity of Both UREA and DAP chemical fertilizer used,CERROR,AREB,Enumerator Area,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
8950,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,90.0,288.15,12.18,0.0,0.0,0.0,1.75,70467.0,704.67,704.67,81.037,0.0
8952,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,90.0,288.15,7.317,0.0,0.0,0.0,1.37,42333.0,423.33,423.33,48.683,0.0
8959,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,103.0,288.15,5.629,0.0,0.0,0.0,1.96,18614.0,186.14,186.14,21.406,0.0
8960,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,103.0,288.15,2.895,0.0,0.0,0.0,1.11,9575.0,95.75,95.75,11.011,0.0
8961,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,103.0,288.15,3.779,0.0,0.0,0.0,1.2,12496.0,124.96,124.96,14.37,0.0
8962,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,103.0,288.15,2.888,0.0,0.0,0.0,1.36,9549.0,95.49,95.49,10.981,0.0
8963,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,103.0,288.15,1.774,0.0,0.0,0.0,1.89,5868.0,58.68,58.68,6.748,0.0
8964,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,103.0,288.15,7.535,0.0,0.0,0.0,1.44,24918.0,249.18,249.18,28.656,0.0
8965,50.0,1.0,4.0,3.0,10.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,112.0,288.15,3.92,0.0,0.0,0.0,1.09,39005.0,390.02,390.05,44.856,0.0
8966,50.0,1.0,4.0,3.0,10.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,116.0,288.15,12.1,0.0,0.0,0.0,2.02,48749.0,487.49,487.49,56.061,0.0
8967,50.0,1.0,4.0,3.0,10.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,116.0,288.15,14.7,0.0,0.0,0.0,2.09,18501.0,185.01,185.01,21.276,0.0
8968,50.0,1.0,4.0,3.0,10.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,116.0,288.15,5.5,0.0,0.0,0.0,0.83,17183.0,171.83,171.83,19.76,0.0
8969,50.0,1.0,4.0,3.0,10.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,116.0,288.15,14.25,0.0,0.0,0.0,1.67,69213.0,308.47,692.13,79.595,0.0
8970,50.0,1.0,4.0,3.0,10.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,116.0,288.15,10.3,0.0,0.0,0.0,1.76,39129.0,391.29,391.29,44.998,0.0
8975,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,288.15,3.92,0.0,0.0,0.0,1.74,35249.0,352.49,352.49,40.536,0.0
8976,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,128.0,288.15,2.94,0.0,0.0,0.0,0.67,42290.0,422.9,422.9,48.634,0.0
8977,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,128.0,288.15,39.2,0.0,12.5,0.0,0.87,102407.0,1024.07,1024.07,117.768,12.5
8979,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,128.0,288.15,39.2,0.0,0.0,0.0,3.27,319970.0,3199.7,3199.7,367.966,0.0
8980,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,136.0,288.15,6.86,0.0,0.0,0.0,0.56,47343.0,473.96,473.43,54.444,0.0
8981,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,136.0,288.15,15.2,0.0,0.0,0.0,0.91,118233.0,1182.33,1182.33,135.968,0.0
8982,50.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,136.0,288.15,10.05,0.0,0.0,0.0,3.53,43982.0,439.82,439.82,50.579,0.0
8990,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,1.0,4.0,369.64,30.5,0.0,0.0,0.0,4.79,207228.0,2072.28,2072.28,393.733,0.0
8992,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,4.0,369.64,23.25,0.0,0.0,0.0,0.38,154297.0,1542.97,1542.97,293.164,0.0
8997,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,100.0,1.0,24.0,369.64,18.6,0.0,0.0,0.0,1.66,86531.0,865.31,865.31,164.409,0.0
9007,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,63.0,369.64,32.55,0.0,0.0,0.0,2.34,118049.0,1185.3746742546282,1180.49,224.293,0.0
9015,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,79.0,369.64,11.16,0.0,0.0,0.0,0.82,91274.0,912.74,912.74,173.421,0.0
9016,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,87.0,369.64,27.9,0.0,0.0,0.0,0.41,159650.0,1596.5,1596.5,303.335,0.0
9017,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,87.0,369.64,65.1,0.0,0.0,0.0,2.4,324067.0,3240.67,3240.67,615.727,0.0
9028,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,118.0,369.64,4.65,0.0,0.0,0.0,1.81,77699.0,776.99,776.99,147.628,0.0
9029,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,118.0,369.64,3.72,0.0,0.0,0.0,0.48,67958.0,679.58,679.58,129.12,0.0
9039,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,134.0,369.64,22.32,0.0,0.0,0.0,0.86,279651.0,2796.51,2796.51,531.337,0.0
9040,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,134.0,369.64,37.2,0.0,0.0,0.0,1.29,168455.0,1684.55,1684.55,320.065,0.0
9041,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,134.0,369.64,37.2,0.0,0.0,0.0,0.64,251453.0,2514.53,2514.53,477.761,0.0
9053,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,184.0,369.64,13.95,0.0,0.0,0.0,1.59,62430.0,624.3,624.3,118.617,0.0
9056,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,184.0,369.64,46.5,0.0,0.0,0.0,0.68,327671.0,3276.71,3276.71,622.575,0.0
9059,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,192.0,369.64,44.64,0.0,0.0,0.0,2.0,339232.0,3392.32,3392.32,644.541,0.0
9061,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,208.0,369.64,55.8,0.0,0.0,0.0,0.67,212620.0,2126.2,2126.2,403.978,0.0
9063,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,208.0,369.64,60.45,0.0,0.0,0.0,0.43,463281.0,4632.81,4632.81,880.234,0.0
9067,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,208.0,369.64,27.9,0.0,0.0,0.0,0.82,138388.0,1383.88,1383.88,262.937,0.0
9071,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,216.0,369.64,18.6,0.0,0.0,0.0,3.47,173230.0,1732.3,1732.3,329.137,0.0
9075,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,216.0,369.64,25.2,0.0,0.0,0.0,1.17,99133.0,991.33,991.33,188.353,0.0
9076,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,235.0,369.64,5.58,0.0,0.0,0.0,1.7,46902.0,469.02,469.02,89.114,0.0
9086,50.0,1.0,4.0,3.0,14.0,4.0,2.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,243.0,369.64,37.2,0.0,0.0,0.0,0.38,352942.0,3529.42,3529.42,670.59,0.0
9088,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,1.0,260.0,369.64,23.25,15.0,0.0,0.0,4.14,294723.0,2947.23,2947.23,559.974,15.0
9093,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,302.53,147.0,0.0,0.0,0.0,1.19,91459.0,912.13,914.59,163.712,0.0
9098,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,16.0,302.53,19.8,0.0,0.0,0.0,1.2,37925.0,379.25,379.25,67.886,0.0
9101,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,22.0,302.53,14.85,0.0,0.0,0.0,1.36,23866.0,238.66,238.66,42.72,0.0
9102,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,22.0,302.53,13.45,0.0,0.0,0.0,0.95,72086.0,720.97,720.86,129.034,0.0
9109,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,41.0,302.53,34.65,0.0,0.0,0.0,2.15,66405.0,664.23,664.05,118.865,0.0
9111,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,56.0,302.53,34.65,0.0,0.0,0.0,1.51,82794.0,823.39,827.94,148.201,0.0
9119,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,77.0,302.53,19.8,0.0,0.0,0.0,3.93,34549.0,345.49,345.49,61.843,0.0
9121,50.0,1.0,4.0,3.0,16.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,84.0,302.53,1.485,0.0,0.0,0.0,3.81,5670.0,56.7,56.7,10.149,0.0
9125,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,97.0,302.53,3.96,0.0,0.0,0.0,0.57,39270.0,392.7,392.7,70.293,0.0
9130,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,119.0,302.53,79.2,0.0,0.0,0.0,2.06,203364.0,2033.64,2033.64,364.022,0.0
9134,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,302.53,24.75,0.0,0.0,0.0,0.37,129074.0,1258.37,1290.74,231.042,0.0
9138,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,145.0,302.53,49.5,0.0,0.0,0.0,0.88,289439.0,2894.39,2894.39,518.096,0.0
9141,50.0,1.0,4.0,3.0,16.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,157.0,302.53,19.8,0.0,0.0,0.0,1.12,44311.0,443.11,443.11,79.317,0.0
9142,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,164.0,302.53,17.82,0.0,0.0,0.0,0.51,82958.0,829.58,829.58,148.495,0.0
9143,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,164.0,302.53,24.75,0.0,0.0,0.0,3.99,90674.0,906.74,906.74,162.306,0.0
9146,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,181.0,302.53,9.9,0.0,0.0,0.0,2.23,43688.0,436.88,436.88,78.202,0.0
9153,50.0,1.0,4.0,3.0,16.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,187.0,302.53,79.2,0.0,0.0,0.0,0.88,98319.0,983.19,983.19,175.991,0.0
9161,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,303.33,12.12,0.0,0.0,0.0,1.79,69049.0,690.49,690.49,76.644,0.0
9162,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,303.33,8.08,0.0,0.0,0.0,1.09,28316.0,283.16,283.16,31.431,0.0
9163,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,303.33,10.1,0.0,0.0,0.0,1.02,35092.0,350.92,350.92,38.952,0.0
9169,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,303.33,18.18,0.0,0.0,0.0,0.88,149952.0,1499.52,1499.52,166.447,0.0
9170,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,303.33,30.3,0.0,0.0,0.0,2.77,309437.0,3094.37,3094.37,343.475,0.0
9171,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,9.0,303.33,25.25,0.0,0.0,0.0,1.93,269523.0,2695.23,2695.23,299.171,0.0
9177,50.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,12.0,303.33,3.03,0.0,0.0,0.0,1.21,26791.0,267.91,267.91,29.738,0.0
9178,50.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,12.0,303.33,8.08,0.0,0.0,0.0,2.31,9624.0,96.24,96.24,10.683,0.0
9181,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,22.0,303.33,12.12,0.0,0.0,0.0,1.06,69312.0,693.12,693.12,76.936,0.0
9182,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,22.0,303.33,11.11,0.0,0.0,0.0,0.8,71203.0,712.03,712.03,79.035,0.0
9183,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,22.0,303.33,8.08,0.0,0.0,0.0,1.43,69496.0,694.96,694.96,77.141,0.0
9184,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,22.0,303.33,7.07,0.0,0.0,0.0,0.62,17159.0,171.59,171.59,19.046,0.0
9185,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,22.0,303.33,12.12,0.0,0.0,0.0,3.4,58105.0,581.05,581.05,64.497,0.0
9188,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,22.0,303.33,10.1,0.0,0.0,0.0,0.71,70593.0,705.93,705.93,78.358,0.0
9194,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,30.0,303.33,16.16,0.0,0.0,0.0,1.24,80872.0,808.72,808.72,89.768,0.0
9195,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,30.0,303.33,14.14,0.0,0.0,0.0,0.27,72148.0,721.48,721.48,80.084,0.0
9198,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,303.33,22.22,0.0,0.0,0.0,0.56,160239.0,1602.39,1602.39,177.865,0.0
9201,50.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,303.33,5.05,0.0,0.0,0.0,1.82,36397.0,363.97,363.97,40.401,0.0
9212,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,54.0,303.33,15.15,0.0,0.0,0.0,0.45,99755.0,997.55,997.55,110.728,0.0
9214,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,54.0,303.33,18.18,0.0,0.0,0.0,1.37,62369.0,623.69,623.69,69.23,0.0
9229,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,65.0,303.33,18.18,0.0,0.0,0.0,2.99,154163.0,1541.63,1541.63,171.121,0.0
9230,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,65.0,303.33,22.22,0.0,0.0,0.0,1.76,214620.0,2146.2,2146.2,238.228,0.0
9240,50.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,149.0,303.33,10.1,0.0,0.0,0.0,2.41,61475.0,614.75,614.75,68.237,0.0
