,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,SERRO,MERRO,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Use Type,Household Id,FWEIGHT,Weight of Non-improved Seed,Closure Error,Enumerator Area (sq. m.),Computer Area (sq. m.),Area in Hectar,Area in Square meter,Sampling Weight,Production Of Condition in Kg,Production
16208,3.0,1.0,9.0,19.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,62.0,586.84,15.0,0.16,985.5,985.5,0.09855,985.5,586.84,1044.63,104.463
16212,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,67.0,1.0,94.0,586.84,34.0,4.35,2671.16,2671.16,0.267116,2671.16,586.84,2831.43,283.143
16214,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,67.0,1.0,108.0,586.84,5.2,4.97,701.85,1514.0311364418371,0.070185,701.85,586.84,743.96,74.396
16216,3.0,1.0,9.0,19.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,108.0,586.84,9.2,4.48,1012.13,1012.13,0.101213,1012.13,586.84,1072.8600000000001,107.286
16223,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,129.0,586.84,29.4,1.86,2064.76,2064.76,0.206476,2064.76,586.84,2188.65,218.865
16225,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,129.0,586.84,8.25,0.38,1088.73,1088.73,0.108873,1088.73,586.84,1154.05,115.405
16227,3.0,1.0,9.0,19.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,129.0,586.84,15.4,0.22,1168.27,1168.27,0.116827,1168.27,586.84,1238.37,123.837
16230,3.0,1.0,9.0,19.0,5.0,1.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,129.0,586.84,4.5,1.48,518.97,519.31,0.051897,518.97,586.84,550.11,55.011
16234,3.0,1.0,9.0,19.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,33.0,1.0,136.0,586.84,6.1,1.52,445.79,442.15,0.044579,445.79,586.84,472.53999999999996,47.254
16236,3.0,1.0,9.0,19.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,50.0,1.0,151.0,586.84,2.0,0.12,191.06,191.06,0.019106,191.06,586.84,202.51999999999998,20.252
16239,3.0,1.0,9.0,19.0,5.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,151.0,586.84,20.0,4.2,1661.05,1661.05,0.166105,1661.05,586.84,1760.7099999999998,176.071
16244,3.0,1.0,9.0,19.0,5.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,67.0,1.0,158.0,586.84,14.0,1.21,1251.96,1251.96,0.125196,1251.96,586.84,1327.08,132.708
16246,3.0,1.0,9.0,19.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,172.0,586.84,15.0,1.94,1849.67,1849.67,0.184967,1849.67,586.84,1960.65,196.065
16248,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,179.0,586.84,30.1,1.1,1960.66,1960.66,0.196066,1960.66,586.84,2078.3,207.83
16249,3.0,1.0,9.0,19.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,193.0,586.84,14.8,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.142532,1425.32,586.84,1510.84,151.084
16256,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,67.0,1.0,201.0,586.84,26.67,2.99,2999.36,2999.36,0.299936,2999.36,586.84,3179.3199999999997,317.932
16260,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,218.0,586.84,20.3,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.142532,1425.32,586.84,1510.84,151.084
16263,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,578.79,34.0,0.07,1826.22,1826.22,0.182622,1826.22,578.79,2246.25,224.625
16264,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,100.0,1.0,3.0,578.79,38.0,0.52,1732.02,1732.02,0.173202,1732.02,578.79,2130.38,213.038
16266,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,13.0,578.79,40.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.107118,1071.18,578.79,1317.55,131.755
16268,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,13.0,578.79,60.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.107118,1071.18,578.79,1317.55,131.755
16271,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,33.0,1.0,18.0,578.79,11.0,1.32,411.49,411.49,0.041149,411.49,578.79,506.13,50.613
16272,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,28.0,578.79,28.0,1.09,1084.71,1084.71,0.108471,1084.71,578.79,1334.19,133.419
16273,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,28.0,578.79,31.0,2.47,1078.34,1078.34,0.107834,1078.34,578.79,1326.3600000000001,132.636
16275,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,33.0,1.0,33.0,578.79,12.0,1.45,704.07,704.07,0.070407,704.07,578.79,866.01,86.601
16277,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,578.79,32.0,1.07,3032.93,3032.93,0.303293,3032.93,578.79,3730.5,373.05
16278,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,578.79,27.0,0.77,839.58,839.58,0.083958,839.58,578.79,1032.68,103.268
16279,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,43.0,578.79,60.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.107118,1071.18,578.79,1317.55,131.755
16281,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,25.0,1.0,43.0,578.79,5.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.107118,1071.18,578.79,1317.55,131.755
16283,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,43.0,578.79,35.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.107118,1071.18,578.79,1317.55,131.755
16286,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,25.0,1.0,48.0,578.79,15.0,2.01,487.2,487.2,0.04872,487.2,578.79,599.26,59.926
16287,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,48.0,578.79,31.0,1.32,1823.35,1823.35,0.182335,1823.35,578.79,2242.72,224.272
16288,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,48.0,578.79,27.0,1.03,4334.84,4334.84,0.433484,4334.84,578.79,5331.85,533.185
16291,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,48.0,578.79,19.5,0.58,285.15,285.15,0.028515,285.15,578.79,350.72999999999996,35.073
16292,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,48.0,578.79,30.0,0.93,4254.36,4254.67,0.425436,4254.36,578.79,5232.860000000001,523.286
16293,3.0,1.0,9.0,28.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,578.79,34.0,0.66,1621.66,1621.66,0.162166,1621.66,578.79,1994.64,199.464
16295,3.0,1.0,9.0,28.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,25.0,1.0,58.0,578.79,9.0,0.99,832.03,832.03,0.083203,832.03,578.79,1023.4,102.34
16296,3.0,1.0,9.0,28.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,578.79,31.0,2.08,239.46,239.46,0.023946,239.46,578.79,294.53999999999996,29.454
16297,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,63.0,578.79,23.0,2.02,1747.24,1747.24,0.174724,1747.24,578.79,2149.11,214.911
16300,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,63.0,578.79,25.0,1.26,385.76,385.76,0.038576,385.76,578.79,474.47999999999996,47.448
16302,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,55.0,1.0,63.0,578.79,30.0,2.27,893.53,893.53,0.089353,893.53,578.79,1099.04,109.904
16306,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,63.0,578.79,28.0,0.8,522.74,522.74,0.052274,522.74,578.79,642.97,64.297
16310,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,73.0,578.79,15.0,1.26,698.8,699.02,0.06988,698.8,578.79,859.52,85.952
16311,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,100.0,1.0,73.0,578.79,27.0,0.98,598.24,598.24,0.059824,598.24,578.79,735.8399999999999,73.584
16312,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,100.0,1.0,73.0,578.79,24.0,0.74,944.6,944.6,0.09446,944.6,578.79,1161.8600000000001,116.186
16313,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,40.0,1.0,73.0,578.79,19.0,0.27,399.24,399.24,0.039924,399.24,578.79,491.07000000000005,49.107
16318,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,78.0,578.79,16.0,0.73,1005.96,1005.96,0.100596,1005.96,578.79,1237.33,123.733
16319,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,78.0,578.79,29.0,0.82,158.82,158.82,0.015882,158.82,578.79,195.35,19.535
16320,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,40.0,1.0,93.0,578.79,20.0,0.52,929.66,929.66,0.092966,929.66,578.79,1143.48,114.348
16324,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,108.0,578.79,21.0,0.89,605.43,605.43,0.060543,605.43,578.79,744.68,74.468
16326,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,60.0,1.0,108.0,578.79,21.0,0.72,212.82,212.82,0.021282,212.82,578.79,261.77000000000004,26.177
16328,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,108.0,578.79,33.0,1.19,2662.29,2662.29,0.266229,2662.29,578.79,3274.6200000000003,327.462
16330,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,578.79,37.0,0.82,474.05,474.05,0.047405,474.05,578.79,583.08,58.308
16332,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,108.0,578.79,16.5,0.58,585.98,585.98,0.058598,585.98,578.79,720.76,72.076
16334,3.0,1.0,9.0,28.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,118.0,578.79,17.0,1.01,232.85,232.85,0.023285,232.85,578.79,286.41,28.641
16336,3.0,1.0,9.0,28.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,118.0,578.79,19.0,0.55,170.58,170.58,0.017058,170.58,578.79,209.81,20.981
16337,3.0,1.0,9.0,28.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,118.0,578.79,34.0,0.64,1189.5,1189.5,0.11895,1189.5,578.79,1463.0900000000001,146.309
16341,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,60.0,1.0,123.0,578.79,32.0,3.31,3196.84,3196.84,0.319684,3196.84,578.79,3932.11,393.211
16343,3.0,1.0,9.0,28.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,123.0,578.79,44.0,0.81,1330.43,1330.43,0.133043,1330.43,578.79,1636.43,163.643
16344,3.0,1.0,9.0,28.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,123.0,578.79,38.0,1.54,2410.26,2417.7,0.241026,2410.26,578.79,2964.62,296.462
16350,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,138.0,578.79,24.0,2.88,569.51,569.51,0.056951,569.51,578.79,700.5,70.05
16357,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,148.0,578.79,21.5,0.42,934.23,934.23,0.093423,934.23,578.79,1149.1,114.91
16358,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,45.0,1.0,148.0,578.79,20.0,1.33,814.73,814.73,0.081473,814.73,578.79,1002.12,100.212
16361,3.0,1.0,9.0,28.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,148.0,578.79,30.0,1.42,877.8,877.8,0.08778,877.8,578.79,1079.69,107.969
16362,3.0,1.0,9.0,38.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,3.0,537.93,6.0,0.55,849.12,849.12,0.084912,849.12,537.93,721.75,72.175
16364,3.0,1.0,9.0,38.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,537.93,4.0,1.89,395.38,395.38,0.039538,395.38,537.93,336.07,33.607
16365,3.0,1.0,9.0,38.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,3.0,537.93,5.0,2.17,769.41,769.41,0.076941,769.41,537.93,654.0,65.4
16367,3.0,1.0,9.0,38.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,3.0,537.93,20.0,0.51,1231.29,1231.29,0.123129,1231.29,537.93,1046.6,104.66
16370,3.0,1.0,9.0,38.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,13.0,537.93,6.0,0.88,870.2,870.2,0.08702,870.2,537.93,739.67,73.967
16372,3.0,1.0,9.0,38.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,13.0,537.93,3.0,2.4,665.2,665.2,0.06652,665.2,537.93,565.4200000000001,56.542
16373,3.0,1.0,9.0,38.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,13.0,537.93,20.0,2.01,3010.96,3010.96,0.301096,3010.96,537.93,2559.32,255.932
16376,3.0,1.0,9.0,38.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,13.0,537.93,15.0,1.36,1792.7,1792.7,0.17927,1792.7,537.93,1523.8,152.38
16381,3.0,1.0,9.0,38.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,537.93,5.0,1.01,1149.51,1149.51,0.114951,1149.51,537.93,977.0799999999999,97.708
16382,3.0,1.0,9.0,38.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,18.0,537.93,15.0,2.2,1931.75,1931.75,0.193175,1931.75,537.93,1641.9899999999998,164.199
16384,3.0,1.0,9.0,38.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,18.0,537.93,2.0,1.62,627.69,627.69,0.062769,627.69,537.93,533.54,53.354
16386,3.0,1.0,9.0,38.0,3.0,1.0,1.0,5.0,11.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,18.0,537.93,20.0,1.31,1514.21,1514.21,0.151421,1514.21,537.93,1287.08,128.708
16388,3.0,1.0,9.0,38.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,18.0,537.93,20.0,0.57,2032.81,2032.81,0.203281,2032.81,537.93,1727.89,172.789
16393,3.0,1.0,9.0,38.0,3.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,537.93,65.0,0.19,3854.84,3854.84,0.385484,3854.84,537.93,3276.61,327.661
16396,3.0,1.0,9.0,38.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,33.0,1.0,28.0,537.93,10.0,2.17,989.01,989.01,0.098901,989.01,537.93,840.66,84.066
16403,3.0,1.0,9.0,38.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,44.0,537.93,15.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.148391,1483.91,537.93,1261.3200000000002,126.132
16405,3.0,1.0,9.0,38.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,49.0,537.93,20.0,0.18,1797.11,1797.11,0.179711,1797.11,537.93,1527.54,152.754
16407,3.0,1.0,9.0,38.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,59.0,537.93,2.0,0.59,173.34,173.34,0.017334,173.34,537.93,147.34,14.734
16409,3.0,1.0,9.0,38.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,64.0,537.93,1.0,0.69,359.6,359.6,0.03596,359.6,537.93,305.66,30.566
16413,3.0,1.0,9.0,38.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,79.0,537.93,22.0,0.58,1034.63,1034.63,0.103463,1034.63,537.93,879.4399999999999,87.944
16415,3.0,1.0,9.0,38.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,79.0,537.93,20.0,1.24,2297.0,2297.0,0.2297,2297.0,537.93,1952.45,195.245
16416,3.0,1.0,9.0,38.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,79.0,537.93,6.0,0.59,1914.06,1914.06,0.191406,1914.06,537.93,1626.95,162.695
16418,3.0,1.0,9.0,38.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,79.0,537.93,30.0,1.21,2893.28,2893.28,0.289328,2893.28,537.93,2459.29,245.929
