,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of NPS fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Quantity of OTHER fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
5788,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,47.0,487.98,45.0,0.0,0.0,17.25,17.25,0.0,0.0,0.0,0.0,1.15,226945.0,0.226945,2269.45,1806.89,1806.89,1.0,345284.0,3.45284,345.284,34.5
5790,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,47.0,487.98,19.5,0.0,0.0,5.25,5.25,0.0,0.0,0.0,0.0,0.8,242539.0,0.242539,2425.39,1931.04,1931.04,0.25,369009.0,3.69009,369.009,10.5
5791,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,100.0,1.0,1.0,0.0,47.0,487.98,15.0,0.0,0.0,5.25,5.25,0.0,0.0,0.0,0.0,1.59,229608.0,0.229608,2296.08,1828.09,1828.09,0.25,349335.0,3.49335,349.335,10.5
5796,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,59.0,487.98,60.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.66,293029.0,0.293029,2930.29,2333.03,2333.03,1.0,445826.0,4.45826,445.826,42.0
5799,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,69.0,487.98,37.5,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.54,103081.0,0.103081,1030.81,820.71,820.71,0.5,156832.0,1.56832,156.832,15.0
5801,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,69.0,487.98,18.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,1.75,161597.0,0.161597,1615.97,1286.66,1286.6,0.25,245861.0,2.45861,245.861,9.0
5802,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,69.0,487.98,30.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.29,355841.0,0.355841,3558.41,1828.09,2833.13,1.0,541391.0,5.41391,541.391,12.0
5810,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,89.0,487.98,37.5,0.0,0.0,20.75,20.75,0.0,0.0,0.0,0.0,3.17,204330.0,0.20433,2043.3,1621.13,1626.83,0.5,310875.0,3.10875,310.875,41.5
5811,50.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,99.0,487.98,15.0,0.0,0.0,5.25,5.25,0.0,0.0,0.0,0.0,2.4,45245.0,0.045245,452.45,360.23,360.23,0.25,68838.0,0.68838,68.838,10.5
5814,50.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,99.0,487.98,37.5,0.0,0.0,17.25,17.25,0.0,0.0,0.0,0.0,1.79,165437.0,0.165437,1654.37,924.48,1317.17,0.5,251703.0,2.51703,251.703,34.5
5824,50.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,121.0,487.98,10.5,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,1.55,111175.0,0.111175,1111.75,885.15,885.15,0.5,169146.0,1.69146,169.146,7.0
5831,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,144.0,487.98,24.0,0.0,0.0,16.25,16.25,0.0,0.0,0.0,0.0,4.05,94253.0,0.094253,942.53,750.42,750.42,0.25,143400.0,1.434,143.4,32.5
5832,50.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,144.0,487.98,52.5,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1.44,264909.0,0.264909,2649.09,2109.15,2109.15,0.5,403043.0,4.03043,403.043,30.0
5837,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,11.0,474.04,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,155186.0,0.155186,1551.86,1225.9174993184465,1235.56,0.5,215367.0,2.15367,215.367,0.0
5838,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,11.0,474.04,30.075,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,211400.0,0.2114,2114.0,1683.12,1683.12,0.75,293381.0,2.93381,293.381,13.0
5839,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,11.0,474.04,18.45,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,225794.0,0.225794,2257.94,1797.72,1797.72,0.75,313357.0,3.13357,313.357,7.8
5845,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,26.0,474.04,31.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,209471.0,0.209471,2094.71,1667.76,1667.76,1.0,290704.0,2.90704,290.704,0.0
5849,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,42.0,474.04,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,484942.0,0.484942,4849.42,3861.0,3861.0,1.25,673003.0,6.73003,673.003,0.0
5858,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,57.0,474.04,43.05,0.0,0.0,0.0,0.0,0.0,11.27,6.07,0.0,2.13,383025.0,0.383025,3830.25,3049.56,3049.56,1.0,531562.0,5.31562,531.562,17.34
5860,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,57.0,474.04,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,356179.0,0.356179,3561.79,2835.82,2835.82,1.0,494306.0,4.94306,494.306,0.0
5862,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,57.0,474.04,43.05,0.0,0.0,0.0,0.0,0.0,18.19,10.13,0.0,3.21,473876.0,0.473876,4738.76,3772.91,3772.9,1.25,657646.0,6.57646,657.646,28.32
5872,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,3.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,25.0,1.0,1.0,0.0,105.0,474.04,8.75,0.0,0.0,0.0,0.0,0.0,23.0,22.6,0.0,1.6,93513.0,0.093513,935.13,744.53,744.53,1.0,129778.0,1.29778,129.778,45.6
5873,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,105.0,474.04,18.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,173422.0,0.173422,1734.22,1380.75,1380.75,0.5,240675.0,2.40675,240.675,0.0
5874,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,105.0,474.04,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,91717.0,0.091717,917.17,730.23,730.23,0.25,127285.0,1.27285,127.285,0.0
5878,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,120.0,474.04,61.5,0.0,0.0,0.0,0.0,0.0,10.83,11.67,0.0,1.17,491983.0,0.491983,4919.83,3917.06,3917.06,1.25,682774.0,6.82774,682.774,22.5
5883,50.0,1.0,4.0,3.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,156.0,474.04,73.8,0.0,0.0,0.0,0.0,0.0,14.3,15.4,0.0,2.39,553888.0,0.553888,5538.88,4409.94,4409.94,2.0,768686.0,7.68686,768.686,29.700000000000003
5887,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,189.0,474.04,49.2,0.0,0.0,0.0,0.0,0.0,10.83,11.67,0.0,0.69,485709.0,0.485709,4857.09,3867.11,3867.11,1.25,674067.0,6.74067,674.067,22.5
5888,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,189.0,474.04,49.2,0.0,0.0,0.0,0.0,0.0,10.083,11.67,0.0,4.59,370158.0,0.370158,3701.58,2947.12,2947.12,1.25,513705.0,5.13705,513.705,21.753
5892,50.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,205.0,474.04,36.9,0.0,0.0,0.0,0.0,0.0,8.67,9.33,0.0,0.93,232631.0,0.232631,2326.31,1852.16,1852.16,0.75,322845.0,3.22845,322.845,18.0
5896,50.0,1.0,4.0,3.0,7.0,2.0,2.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,220.0,474.04,36.9,0.0,0.0,0.0,0.0,0.0,9.75,10.5,0.0,1.24,280720.0,0.28072,2807.2,2235.03,2235.03,1.0,389583.0,3.89583,389.583,20.25
5898,50.0,1.0,4.0,3.0,7.0,2.0,2.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,220.0,474.04,18.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,245883.0,0.245883,2458.83,1957.67,1957.67,0.75,341236.0,3.41236,341.236,0.0
5899,50.0,1.0,4.0,3.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,100.0,1.0,1.0,0.0,235.0,474.04,55.35,0.0,0.0,0.0,0.0,0.0,10.83,11.067,0.0,2.84,299548.0,0.299548,2995.48,2384.94,2384.94,1.0,415713.0,4.15713,415.713,21.897
5902,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,4.0,569.12,50.8,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.83,259050.0,0.25905,2590.5,2062.5,2062.5,1.0,519292.0,5.19292,519.292,16.0
5904,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,4.0,569.12,50.8,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.98,302904.0,0.302904,3029.04,2411.66,2411.66,1.25,607202.0,6.07202,607.202,14.0
5905,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,4.0,569.12,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,71188.0,0.071188,711.88,566.78,566.78,6.0,142704.0,1.42704,142.704,0.0
5908,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,4.0,569.12,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,231009.0,0.231009,2310.09,1900.91,1839.24,1.0,463081.0,4.63081,463.081,0.0
5912,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,11.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,4.0,569.12,35.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,132873.0,0.132873,1328.73,1057.91,1057.91,0.75,266357.0,2.66357,266.357,0.0
5913,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,23.0,569.12,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,123955.0,0.123955,1239.55,986.9,986.9,2.0,248480.0,2.4848,248.48,0.0
5921,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,9.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,23.0,569.12,38.1,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.15,162042.0,0.162042,1620.42,1290.14,1290.14,0.5,324829.0,3.24829,324.829,7.5
5922,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,10.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,23.0,569.12,19.05,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.46,139024.0,0.139024,1390.24,1106.88,1106.88,0.5,278688.0,2.78688,278.688,7.5
5923,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,11.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,23.0,569.12,15.24,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,50132.0,0.050132,501.32,1225.9174993184465,399.14,4.0,100494.0,1.00494,100.494,5.0
5925,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,12.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,23.0,569.12,48.26,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.55,281683.0,0.281683,2816.83,2242.7,2242.7,1.25,564662.0,5.64662,564.662,25.0
5932,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,39.0,569.12,50.8,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.18,498072.0,0.498072,4980.72,3965.54,3965.54,2.0,998435.0,9.98435,998.435,40.0
5934,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,39.0,569.12,8.89,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.95,69125.0,0.069125,691.25,550.36,550.36,0.25,138568.0,1.38568,138.568,10.0
5935,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,39.0,569.12,25.4,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.94,167184.0,0.167184,1671.84,1331.08,1331.08,0.75,335137.0,3.35137,335.137,15.0
5938,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,55.0,569.12,38.1,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.76,326137.0,0.326137,3261.37,2596.63,2596.63,1.0,653774.0,6.53774,653.774,40.0
5939,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,55.0,569.12,12.7,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.64,96537.0,0.096537,965.37,768.61,768.61,0.25,193518.0,1.93518,193.518,20.0
5945,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,89.0,569.12,34.29,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,2.23,174164.0,0.174164,1741.64,1386.66,1386.66,1.0,349129.0,3.49129,349.129,45.0
5948,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,7.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,89.0,569.12,38.1,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.3,236379.0,0.236379,2363.79,1882.0,1882.0,1.0,473845.0,4.73845,473.845,25.0
5949,50.0,1.0,4.0,3.0,14.0,4.0,2.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,106.0,569.12,35.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,237059.0,0.237059,2370.59,1887.41,1887.41,1.0,475208.0,4.75208,475.208,0.0
5951,50.0,1.0,4.0,3.0,14.0,4.0,2.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,124.0,569.12,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,97297.0,0.097297,972.97,774.66,774.66,0.25,195041.0,1.95041,195.041,0.0
5952,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,141.0,569.12,38.1,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.64,213717.0,0.213717,2137.17,1701.57,1701.57,1.0,428417.0,4.28417,428.417,20.0
5955,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,141.0,569.12,19.05,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.49,118980.0,0.11898,1189.8,947.29,947.29,0.5,238507.0,2.38507,238.507,20.0
5957,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,157.0,569.12,63.5,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.27,421378.0,0.421378,4213.78,3354.92,3354.92,2.0,844694.0,8.44694,844.694,30.0
5959,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,157.0,569.12,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,419946.0,0.419946,4199.46,3343.52,3343.52,2.0,841824.0,8.41824,841.824,0.0
5975,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,218.0,569.12,38.1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.14,309835.0,0.309835,3098.35,2466.84,2466.84,1.75,621095.0,6.21095,621.095,20.0
5977,50.0,1.0,4.0,3.0,14.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,233.0,569.12,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,381502.0,0.381502,3815.02,3037.44,3037.44,1.5,764759.0,7.64759,764.759,0.0
5989,50.0,1.0,4.0,3.0,16.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,28.0,652.26,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,130972.0,0.130972,1309.72,1042.77,1042.77,0.25,214076.0,2.14076,214.076,0.0
5993,50.0,1.0,4.0,3.0,16.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,4.0,100.0,1.0,1.0,0.0,45.0,652.26,22.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,170341.0,0.170341,1703.41,1356.22,1356.22,0.25,278426.0,2.78426,278.426,0.0
5996,50.0,1.0,4.0,3.0,16.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,61.0,652.26,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,96777.0,0.096777,967.77,770.52,770.52,0.25,158184.0,1.58184,158.184,0.0
