,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of NPS fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Quantity of OTHER fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
5113,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,8.0,1.0,0.0,34.0,388.85,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,7926.0,0.007926,79.26,56.79,62.52,2.0,9697.0,0.09697,9.697,0.0
5114,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,34.0,388.85,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,132496.0,0.132496,1324.96,1042.97,1045.17,4.0,162100.0,1.621,162.1,0.0
5115,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,45.0,388.85,18.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,96158.0,0.096158,961.58,1225.9174993184465,758.52,0.25,117642.0,1.17642,117.642,0.0
5121,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,45.0,388.85,19.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,121865.0,0.121865,1218.65,999.33,999.33,0.5,149094.0,1.49094,149.094,0.0
5123,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,45.0,388.85,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,9993.0,0.009993,99.93,78.89,78.83,3.0,12226.0,0.12226,12.226,0.0
5124,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,45.0,388.85,48.5,0.0,43.03,0.0,0.0,0.0,0.0,0.0,0.0,3.48,421479.0,0.421479,4214.79,3320.6,3324.75,1.0,515650.0,5.1565,515.65,43.03
5125,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,45.0,388.85,10.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,62305.0,0.062305,623.05,501.94,491.48,3.0,76226.0,0.76226,76.226,0.0
5127,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,56.0,388.85,44.38,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,269286.0,0.269286,2692.86,1927.92,2124.21,7.0,329453.0,3.29453,329.453,25.0
5128,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,67.0,388.85,18.13,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,3.79,177110.0,0.17711,1771.1,1138.63,1397.1,4.0,216682.0,2.16682,216.682,25.0
5129,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,78.0,388.85,4.35,0.0,0.0,0.0,0.0,0.0,4.5,4.1,0.0,0.72,62659.0,0.062659,626.59,497.09,494.27,2.0,76659.0,0.76659,76.659,8.6
5130,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,78.0,388.85,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,75936.0,0.075936,759.36,604.48,599.01,2.0,92903.0,0.92903,92.903,0.0
5131,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,78.0,388.85,29.8,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,3.48,208615.0,0.208615,2086.15,1532.34,1645.62,0.5,255226.0,2.55226,255.226,25.0
5132,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,78.0,388.85,35.28,0.0,0.0,0.0,0.0,0.0,9.0,7.4,0.0,0.77,164482.0,0.164482,1644.82,1281.2,1297.48,1.0,201233.0,2.01233,201.233,16.4
5133,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,89.0,388.85,15.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,79420.0,0.07942,794.2,649.0,626.49,3.0,97165.0,0.97165,97.165,0.0
5134,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,3.0,1.0,0.0,100.0,388.85,14.5,0.0,0.0,15.95,14.51,0.0,0.0,0.0,0.0,0.83,118160.0,0.11816,1181.6,944.03,932.08,3.0,144560.0,1.4456,144.56,30.46
5135,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,100.0,388.85,9.43,0.0,0.0,11.6,12.64,0.0,0.0,0.0,0.0,1.25,35090.0,0.03509,350.9,255.93,276.8,1.5,42930.0,0.4293,42.93,24.240000000000002
5136,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,100.0,388.85,3.63,0.0,0.0,4.25,5.05,0.0,0.0,0.0,0.0,0.99,13249.0,0.013249,132.49,105.88,104.51,1.0,16210.0,0.1621,16.21,9.3
5138,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,100.0,388.85,14.5,0.0,0.0,16.75,14.15,0.0,0.0,0.0,0.0,0.87,158604.0,0.158604,1586.04,1217.9,1251.12,0.5,194041.0,1.94041,194.041,30.9
5139,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,111.0,388.85,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,203173.0,0.203173,2031.73,1594.46,1602.69,1.0,248568.0,2.48568,248.568,0.0
5140,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,3.0,1.0,0.0,111.0,388.85,2.9,0.0,0.0,7.75,6.14,0.0,0.0,0.0,0.0,1.67,87727.0,0.087727,877.27,677.22,692.02,5.0,107328.0,1.07328,107.328,13.89
5141,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,111.0,388.85,3.15,0.0,0.0,3.7,4.1,0.0,0.0,0.0,0.0,0.37,20355.0,0.020355,203.55,156.4,160.57,3.0,24903.0,0.24903,24.903,7.8
5142,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,111.0,388.85,48.25,0.0,0.0,7.95,9.84,0.0,0.0,0.0,0.0,1.5608332931358835,113311.0,0.113311,1133.11,1225.9174993184465,1237.550033752019,1.0,138628.0,1.38628,138.628,17.79
5143,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,111.0,388.85,6.32,0.0,0.0,5.6,4.92,0.0,0.0,0.0,0.0,1.5608332931358835,113311.0,0.113311,1133.11,1225.9174993184465,1237.550033752019,0.5,138628.0,1.38628,138.628,10.52
5144,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,123.0,388.85,21.75,0.0,0.0,11.125,11.87,0.0,0.0,0.0,0.0,4.15,120383.0,0.120383,1203.83,933.96,949.62,0.25,147280.0,1.4728,147.28,22.994999999999997
5145,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,25.0,4.0,1.0,0.0,123.0,388.85,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,11631.0,0.011631,116.31,91.75,91.75,6.0,14229.0,0.14229,14.229,0.0
5147,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,388.85,7.5,0.0,0.0,0.9,1.24,0.0,0.0,0.0,0.0,4.15,46844.0,0.046844,468.44,395.56,395.56,5.0,57310.0,0.5731,57.31,2.14
5148,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,388.85,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,30147.0,0.030147,301.47,246.05,237.81,3.0,36883.0,0.36883,36.883,0.0
5149,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,388.85,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,12483.0,0.012483,124.83,97.37,98.47,2.0,15272.0,0.15272,15.272,0.0
5150,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,388.85,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,20684.0,0.020684,206.84,163.15,163.16,2.0,25305.0,0.25305,25.305,0.0
5151,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,388.85,3.63,0.0,0.0,1.035,1.23,0.0,0.0,0.0,0.0,4.48,36514.0,0.036514,365.14,284.93,288.03,3.0,44672.0,0.44672,44.672,2.2649999999999997
5152,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,388.85,2.18,0.0,0.0,0.9,0.82,0.0,0.0,0.0,0.0,2.1,22773.0,0.022773,227.73,179.94,179.64,2.0,27861.0,0.27861,27.861,1.72
5153,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,388.85,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,29819.0,0.029819,298.19,237.41,235.22,6.0,36482.0,0.36482,36.482,0.0
5154,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,123.0,388.85,8.7,0.0,0.0,1.8,1.64,0.0,0.0,0.0,0.0,1.88,64829.0,0.064829,648.29,508.97,511.39,6.0,79314.0,0.79314,79.314,3.44
5155,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,123.0,388.85,29.0,0.0,0.0,3.52,3.28,0.0,0.0,0.0,0.0,2.85,145057.0,0.145057,1450.57,1204.9,1144.25,0.5,177467.0,1.77467,177.467,6.8
5156,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,123.0,388.85,5.8,0.0,0.0,1.8,1.64,0.0,0.0,0.0,0.0,4.41,52527.0,0.052527,525.27,480.08,414.35,0.25,64263.0,0.64263,64.263,3.44
5157,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,123.0,388.85,29.0,0.0,0.0,3.6,3.28,0.0,0.0,0.0,0.0,0.59,143008.0,0.143008,1430.08,1140.16,1128.09,0.5,174960.0,1.7496,174.96,6.88
5158,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,123.0,388.85,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,43832.0,0.043832,438.32,338.43,345.76,0.25,53626.0,0.53626,53.626,0.0
5159,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,134.0,388.85,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,82214.0,0.082214,822.14,664.05,648.53,0.5,100583.0,1.00583,100.583,0.0
5160,50.0,1.0,3.0,7.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,149.0,388.85,10.88,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.19,59811.0,0.059811,598.11,475.2,471.81,5.0,73174.0,0.73174,73.174,20.0
5162,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,160.0,388.85,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,3037.0,0.003037,30.37,23.75,23.96,1.0,3715.0,0.03715,3.715,0.0
5164,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,160.0,388.85,17.4,0.0,0.0,11.15,3.1,0.0,0.0,0.0,0.0,1.93,107104.0,0.107104,1071.04,788.8,844.87,0.5,131034.0,1.31034,131.034,14.25
5166,50.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,160.0,388.85,13.05,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.65,66398.0,0.066398,663.98,528.05,523.77,6.0,81233.0,0.81233,81.233,4.1
5168,50.0,1.0,3.0,7.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,160.0,388.85,17.4,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.26,178993.0,0.178993,1789.93,1411.53,1411.95,5.0,218986.0,2.18986,218.986,12.5
5169,50.0,1.0,3.0,7.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,3.0,1.0,0.0,160.0,388.85,8.7,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.86,78156.0,0.078156,781.56,608.78,616.52,2.0,95619.0,0.95619,95.619,12.5
5170,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,7.0,401.62,4.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03,8982.0,0.008982,89.82,70.85,70.85,2.0,9805.0,0.09805,9.805,2.0
5171,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,7.0,401.62,7.12,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,1.49,17052.0,0.017052,170.52,134.51,134.51,3.0,18615.0,0.18615,18.615,3.0
5172,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,3.0,1.0,0.0,7.0,401.62,13.8,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.13,76954.0,0.076954,769.54,607.04,607.04,3.0,84009.0,0.84009,84.009,8.0
5173,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,7.0,401.62,8.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48,22011.0,0.022011,220.11,173.63,173.63,2.0,24029.0,0.24029,24.029,2.0
5174,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,7.0,401.62,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,7794.0,0.007794,77.94,61.48,61.48,1.0,8508.0,0.08508,8.508,0.0
5175,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,7.0,401.62,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,32865.0,0.032865,328.65,259.25,259.25,2.0,35878.0,0.35878,35.878,0.0
5176,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,7.0,401.62,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,9566.0,0.009566,95.66,75.46,75.46,1.0,10443.0,0.10443,10.443,0.0
5177,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,7.0,401.62,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8837.0,0.008837,88.37,69.71,69.71,1.0,9647.0,0.09647,9.647,0.0
5178,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,7.0,401.62,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,66813.0,0.066813,668.13,572.04,572.04,3.0,72938.0,0.72938,72.938,0.0
5181,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,3.0,1.0,0.0,7.0,401.62,16.78,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.55,66392.0,0.066392,663.92,1225.9174993184465,523.72,2.0,72479.0,0.72479,72.479,4.0
5182,50.0,1.0,3.0,7.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,19.0,401.62,14.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,150724.0,0.150724,1507.24,1190.29,1188.96,0.5,164542.0,1.64542,164.542,0.0
5183,50.0,1.0,3.0,7.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,19.0,401.62,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,219270.0,0.21927,2192.7,1729.67,1729.67,0.75,239372.0,2.39372,239.372,0.0
5185,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,31.0,401.62,17.4,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,2.29,124700.0,0.1247,1247.0,983.67,983.67,8.0,136132.0,1.36132,136.132,14.0
5187,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,4.0,1.0,0.0,31.0,401.62,5.8,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.59,39281.0,0.039281,392.81,309.86,309.86,3.0,42882.0,0.42882,42.882,8.0
5188,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,31.0,401.62,22.04,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.65,242872.0,0.242872,2428.72,1915.85,1915.85,1.0,265138.0,2.65138,265.138,12.0
5189,50.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,43.0,401.62,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,223175.0,0.223175,2231.75,1225.9174993184465,1760.47,1.0,243635.0,2.43635,243.635,0.0
