,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of OTHER fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
18811,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,30.0,537.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,102179.0,0.102179,1021.79,925.87,925.87,3.0,136675.0,1.36675,136.675,0.0
18812,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,30.0,537.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,199949.0,0.199949,1999.49,1811.79,1811.79,1.0,267452.0,2.67452,267.452,0.0
18818,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,35.0,537.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,353502.0,0.353502,3535.02,3203.17,3203.17,2.0,472844.0,4.72844,472.844,0.0
18822,50.0,3.0,2.0,1.0,15.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,45.0,537.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,342107.0,0.342107,3421.07,3099.92,3099.92,2.0,457603.0,4.57603,457.603,0.0
18826,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,61.0,537.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,229443.0,0.229443,2294.43,2079.04,2079.04,1.5,306903.0,3.06903,306.903,0.0
18827,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,61.0,537.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,161224.0,0.161224,1612.24,1460.89,1460.89,1.0,215654.0,2.15654,215.654,0.0
18833,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,5.0,1.0,0.0,76.0,537.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,282620.0,0.28262,2826.2,2560.89,2560.89,2.0,378033.0,3.78033,378.033,0.0
18839,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,81.0,537.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,161143.0,0.161143,1611.43,1459.8,1460.16,1.0,215545.0,2.15545,215.545,0.0
18843,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,91.0,537.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,245192.0,0.245192,2451.92,1326.49257833109,1334.2520157360339,2.0,327968.0,3.27968,327.968,0.0
18847,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,96.0,537.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,434891.0,0.434891,4348.91,3940.66,3940.66,2.0,581710.0,5.8171,581.71,0.0
18850,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,5.0,1.0,0.0,106.0,537.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,245192.0,0.245192,2451.92,1326.49257833109,1334.2520157360339,2.0,327968.0,3.27968,327.968,0.0
18854,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,100.0,5.0,1.0,0.0,111.0,537.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,274594.0,0.274594,2745.94,2488.17,2488.17,1.0,367297.0,3.67297,367.297,12.0
18873,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,141.0,537.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,122291.0,0.122291,1222.91,1108.11,1108.11,0.5,163576.0,1.63576,163.576,0.0
18877,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,151.0,537.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,176414.0,0.176414,1764.14,1598.53,1598.53,1.0,235971.0,2.35971,235.971,0.0
18879,50.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,151.0,537.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,150599.0,0.150599,1505.99,1364.62,1364.62,1.0,201441.0,2.01441,201.441,0.0
18887,50.0,3.0,2.0,1.0,21.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,26.0,594.56,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,205401.0,0.205401,2054.01,1861.19,1861.19,1.0,193768.0,1.93768,193.768,0.0
19014,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,1.0,579.24,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,136597.0,0.136597,1365.97,1237.74,1237.74,1.0,101934.0,1.01934,101.934,0.0
19016,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,9.0,579.24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,104260.0,0.10426,1042.6,944.73,944.73,0.5,77803.0,0.77803,77.803,0.0
19023,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,13.0,579.24,35.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1.63,142373.0,0.142373,1423.73,1290.08,1290.08,1.0,106245.0,1.06245,106.245,40.0
19026,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,21.0,579.24,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,205115.0,0.205115,2051.15,1858.6,1858.6,1.0,153065.0,1.53065,153.065,0.0
19027,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,21.0,579.24,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,136838.0,0.136838,1368.38,1239.92,1239.92,1.0,102114.0,1.02114,102.114,0.0
19034,50.0,3.0,2.0,1.0,30.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,25.0,579.24,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,56152.0,0.056152,561.52,508.81,508.81,0.25,41903.0,0.41903,41.903,0.0
19036,50.0,3.0,2.0,1.0,30.0,6.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,25.0,579.24,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,206883.0,0.206883,2068.83,1874.62,1874.62,1.0,154384.0,1.54384,154.384,0.0
19044,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,45.0,579.24,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,142884.0,0.142884,1428.84,1294.71,1294.71,1.0,106626.0,1.06626,106.626,0.0
19046,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,45.0,579.24,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,136731.0,0.136731,1367.31,1238.95,1238.95,1.0,102034.0,1.02034,102.034,0.0
19050,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,49.0,579.24,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,141840.0,0.14184,1418.4,1285.25,1285.25,1.0,105846.0,1.05846,105.846,0.0
19054,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,61.0,579.24,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,188673.0,0.188673,1886.73,1709.61,1709.61,1.0,140796.0,1.40796,140.796,0.0
19056,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,69.0,579.24,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,163548.0,0.163548,1635.48,1481.95,1481.95,1.0,122045.0,1.22045,122.045,0.0
19062,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,73.0,579.24,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,149224.0,0.149224,1492.24,1352.16,1352.16,1.0,111357.0,1.11357,111.357,0.0
19064,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,55.0,5.0,1.0,0.0,73.0,579.24,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,94968.0,0.094968,949.68,860.53,860.53,1.0,70869.0,0.70869,70.869,0.0
19068,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,81.0,579.24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,38208.0,0.038208,382.08,346.21,346.21,0.25,28512.0,0.28512,28.512,0.0
19069,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,81.0,579.24,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,183397.0,0.183397,1833.97,1661.81,1661.81,1.0,136858.0,1.36858,136.858,0.0
19072,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,5.0,1.0,0.0,85.0,579.24,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,135442.0,0.135442,1354.42,1227.27,1227.27,1.0,101072.0,1.01072,101.072,0.0
19080,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,5.0,1.0,0.0,93.0,579.24,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,63902.0,0.063902,639.02,579.03,579.03,1.0,47686.0,0.47686,47.686,0.0
19085,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,55.0,5.0,1.0,0.0,105.0,579.24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,27039.0,0.027039,270.39,245.01,245.01,0.25,20178.0,0.20178,20.178,0.0
19089,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,60.0,5.0,1.0,0.0,109.0,579.24,20.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.94,157361.0,0.157361,1573.61,1425.89,1425.89,1.0,117429.0,1.17429,117.429,50.0
19092,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,5.0,1.0,0.0,109.0,579.24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,71314.0,0.071314,713.14,646.19,646.19,1.0,53217.0,0.53217,53.217,0.0
19095,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,60.0,5.0,1.0,0.0,117.0,579.24,13.0,0.0,0.0,10.69,10.69,0.0,0.0,0.0,1.65,62882.0,0.062882,628.82,569.79,569.79,0.5,46924.0,0.46924,46.924,21.38
19097,50.0,3.0,2.0,1.0,30.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,117.0,579.24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,43805.0,0.043805,438.05,396.93,396.93,0.25,32690.0,0.3269,32.69,0.0
19103,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,5.0,1.0,0.0,6.0,580.77,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,106896.0,0.106896,1068.96,956.78,968.61,0.5,177601.0,1.77601,177.601,0.0
19107,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,5.0,1.0,0.0,20.0,580.77,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,321893.0,0.321893,3218.93,2932.18,2916.75,1.0,534806.0,5.34806,534.806,0.0
19108,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,6.0,1.0,0.0,28.0,580.77,14.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,74763.0,0.074763,747.63,677.45,677.45,3.0,124214.0,1.24214,124.214,0.0
19109,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,28.0,580.77,60.0,12.925,0.0,0.0,0.0,0.0,0.0,0.0,4.43,129248.0,0.129248,1292.48,1171.15,1171.15,1.0,214738.0,2.14738,214.738,12.925
19113,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,63.0,580.77,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,145525.0,0.145525,1455.25,1318.64,1318.64,1.0,241782.0,2.41782,241.782,0.0
19119,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,40.0,5.0,1.0,0.0,70.0,580.77,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,2.19,219985.0,0.219985,2199.85,1993.34,1993.34,1.25,365491.0,3.65491,365.491,30.0
19125,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,6.0,1.0,0.0,91.0,580.77,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,26440.0,0.02644,264.4,239.58,239.58,2.0,43928.0,0.43928,43.928,0.0
19135,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,131.0,580.77,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,169422.0,0.169422,1694.22,1535.18,1535.18,1.0,281485.0,2.81485,281.485,0.0
19138,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,138.0,580.77,37.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,272224.0,0.272224,2722.24,2466.69,2466.69,1.25,452283.0,4.52283,452.283,0.0
19141,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,20.0,5.0,1.0,0.0,152.0,580.77,3.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,20196.0,0.020196,201.96,183.0,183.0,0.25,33554.0,0.33554,33.554,0.0
19144,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,152.0,580.77,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,143492.0,0.143492,1434.92,1300.22,1300.22,0.25,238404.0,2.38404,238.404,10.0
19150,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,80.0,5.0,1.0,0.0,159.0,580.77,25.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,1.14,254740.0,0.25474,2547.4,2308.26,2308.26,1.25,423235.0,4.23235,423.235,25.0
19156,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,6.0,1.0,0.0,174.0,580.77,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,37953.0,0.037953,379.53,343.9,343.9,2.0,63057.0,0.63057,63.057,0.0
19164,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,80.0,5.0,1.0,0.0,181.0,580.77,30.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.14,231375.0,0.231375,2313.75,2096.55,2096.55,1.25,384416.0,3.84416,384.416,25.0
19172,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,195.0,580.77,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,327852.0,0.327852,3278.52,2970.75,2970.75,1.0,544706.0,5.44706,544.706,0.0
19173,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,202.0,580.77,30.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.69,278468.0,0.278468,2784.68,2523.27,2523.27,1.0,462658.0,4.62658,462.658,30.0
19185,50.0,3.0,2.0,2.0,11.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,1.0,0.0,14.0,606.39,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,112206.0,0.112206,1122.06,1016.73,1016.73,0.25,129549.0,1.29549,129.549,0.0
19188,50.0,3.0,2.0,2.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,20.0,606.39,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,45148.0,0.045148,451.48,409.1,409.1,0.25,52126.0,0.52126,52.126,0.0
19197,50.0,3.0,2.0,2.0,11.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,32.0,606.39,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,158250.0,0.15825,1582.5,1433.94,1433.94,1.0,182709.0,1.82709,182.709,0.0
19203,50.0,3.0,2.0,2.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,50.0,606.39,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,130438.0,0.130438,1304.38,1168.24,1181.93,0.5,150598.0,1.50598,150.598,0.0
19219,50.0,3.0,2.0,2.0,11.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,69.0,606.39,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,57162.0,0.057162,571.62,517.96,517.96,0.35,65997.0,0.65997,65.997,0.0
19223,50.0,3.0,2.0,2.0,11.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,75.0,606.39,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,32189.0,0.032189,321.89,297.33,297.33,0.1,37164.0,0.37164,37.164,0.0
19229,50.0,3.0,2.0,2.0,11.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,87.0,606.39,21.6,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.65,126281.0,0.126281,1262.81,1144.26,1144.26,0.33,145798.0,1.45798,145.798,6.9
19248,50.0,3.0,2.0,2.0,11.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,123.0,606.39,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,57963.0,0.057963,579.63,525.22,525.22,0.12,66922.0,0.66922,66.922,0.0
