,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,Soil Erosion,Measure taken to soil erosion,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Utilization,Household Id,Sampling Weight,Weight of Non-improved Seed,Closure Error,Enumerator Area in sqm,Computed Area in sqm,Area in Square meter,Production Of Condition in Kg
9506,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,290.08,30.11,0.09,1044.89,1044.87,1044.8899999999999,1713.62
9508,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,290.08,11.43,1.96,489.83,489.83,489.83,803.32
9510,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,290.08,4.63,1.31,131.22,131.22,131.22,215.20000000000002
9511,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,290.08,5.42,1.06,320.8,320.8,320.79999999999995,526.11
9512,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,290.08,11.21,0.37,474.11,474.11,474.11,777.5400000000001
9513,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,290.08,37.95,0.43,1184.68,1184.68,1184.68,1942.8799999999999
9515,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,40.0,290.08,41.0,0.49,815.19,815.19,815.1899999999999,1336.9099999999999
9517,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,40.0,290.08,19.34,0.47,476.52,476.52,476.52,781.49
9519,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,290.08,8.67,0.09,214.27,216.17,214.27,351.4
9520,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,290.08,11.41,0.56,703.45,703.45,703.45,1153.66
9521,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,290.08,11.21,0.06,365.18,365.18,365.18,598.9
9522,1.0,3.0,7.0,4.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,40.0,290.08,34.41,0.26,1079.71,1399.5118858181268,1079.71,1770.72
9523,1.0,3.0,7.0,4.0,8.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,40.0,290.08,31.41,1.51,1178.13,1178.13,1178.13,1932.13
9524,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,290.08,21.41,1.53,760.98,760.98,760.98,1248.01
9525,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,290.08,2.4,0.68,95.99,95.99,95.99,157.42000000000002
9526,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,290.08,67.56,0.25,2052.67,2052.67,2052.67,3366.38
9528,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,290.08,9.0,0.7,179.45,179.45,179.45,294.3
9529,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,290.08,14.45,0.25,482.04,482.04,482.03999999999996,790.55
9530,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,58.0,290.08,16.41,0.32,241.49,241.49,241.49,396.03999999999996
9531,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,58.0,290.08,4.1,0.89,152.08,152.08,152.07999999999998,249.41
9532,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,290.08,19.23,0.49,490.09,490.09,490.09,803.75
9533,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,290.08,17.45,0.63,416.01,416.01,416.01,682.26
9534,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,290.08,9.21,0.79,229.93,229.93,229.93,377.09000000000003
9535,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,290.08,41.23,0.27,995.7,743.13,995.7,1632.95
9538,1.0,3.0,7.0,4.0,8.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,290.08,7.75,0.79,209.26,209.26,209.26,343.19
9539,1.0,3.0,7.0,4.0,8.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,290.08,7.24,0.55,297.86,297.86,297.86,488.49
9540,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,70.0,290.08,12.42,0.41,456.73,456.73,456.72999999999996,749.04
9541,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,70.0,290.08,19.42,0.41,626.63,626.63,626.63,1027.67
9542,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,70.0,290.08,21.43,0.38,583.54,583.54,583.5400000000001,957.01
9543,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,290.08,31.0,1.14,740.52,740.52,740.5200000000001,1214.45
9544,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,290.08,9.93,0.65,270.36,270.36,270.36,443.39000000000004
9545,1.0,3.0,7.0,4.0,8.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,290.08,9.0,1.88,134.64,134.64,134.64000000000001,220.81
9546,1.0,3.0,7.0,4.0,8.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,290.08,11.25,0.56,244.91,244.91,244.91,401.65
9547,1.0,3.0,7.0,4.0,8.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,290.08,9.23,0.93,514.36,514.36,514.36,843.55
9548,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,76.0,290.08,11.47,1.5,536.38,536.38,536.38,879.66
9549,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,76.0,290.08,21.87,1.5,733.4,733.48,733.4,1202.78
9550,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,76.0,290.08,6.0,1.0,273.38,273.38,273.38,448.34
9551,1.0,3.0,7.0,4.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,76.0,290.08,12.56,1.19,556.69,556.69,556.69,912.97
9554,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,88.0,290.08,4.78,0.67,990.68,990.68,990.6800000000001,1624.72
9555,1.0,3.0,7.0,4.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,88.0,290.08,17.28,0.46,512.4,512.4,512.4,840.3399999999999
9557,1.0,3.0,7.0,4.0,8.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,290.08,17.0,1.3,565.83,565.87,565.83,927.96
9558,1.0,3.0,7.0,4.0,8.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,290.08,37.48,0.42,993.53,993.53,993.53,1629.39
9562,1.0,3.0,7.0,4.0,8.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,290.08,16.78,0.57,545.7,545.7,545.7,894.95
9564,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,13.0,1.76,546.96,546.96,546.96,897.01
9565,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,9.78,1.1,476.29,476.29,476.28999999999996,781.12
9566,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,5.65,0.88,315.73,315.73,315.72999999999996,517.8
9567,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,6.78,0.7,409.35,409.35,409.34999999999997,671.33
9568,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,13.87,0.66,403.05,483.05,483.05,792.1999999999999
9569,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,8.88,2.39,375.22,375.22,375.21999999999997,615.36
9571,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,4.29,1.1,185.58,185.58,185.58,304.34999999999997
9572,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,2.46,0.38,144.42,114.42,114.42,187.65
9574,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,17.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,94.0,290.08,3.41,0.64,187.72,187.72,187.72,307.85999999999996
9575,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,19.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,290.08,7.56,0.62,281.83,281.83,281.83,462.2
9576,1.0,3.0,7.0,4.0,8.0,2.0,2.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,94.0,290.08,9.86,1.0,253.34,253.34,253.33999999999997,415.47999999999996
9578,1.0,3.0,7.0,4.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,94.0,290.08,11.38,1.57,301.67,301.65,301.67,494.74
9579,1.0,3.0,7.0,4.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,94.0,290.08,22.75,1.35,735.88,735.88,735.88,1206.8400000000001
9580,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,106.0,290.08,21.0,0.52,704.25,704.25,704.25,1154.97
9581,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,106.0,290.08,39.48,0.13,1153.84,1153.84,1153.84,1892.2999999999997
9583,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,106.0,290.08,12.66,0.57,370.07,370.07,370.07,606.91
9585,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,106.0,290.08,19.68,1.07,643.06,643.06,643.0600000000001,1054.6200000000001
9586,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,106.0,290.08,22.49,0.68,735.03,735.03,735.03,1205.45
9588,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,106.0,290.08,21.47,1.55,628.61,628.61,628.61,1030.92
9590,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,106.0,290.08,34.65,1.92,989.52,989.51,989.52,1622.8100000000002
9593,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,106.0,290.08,3.21,2.5,100.84,100.84,100.83999999999999,165.38
9594,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,106.0,290.08,32.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,542.3,889.3700000000001
9595,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,106.0,290.08,27.48,1.7221418379631694,1408.2201933598978,1399.5118858181268,542.3,889.3700000000001
9596,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,112.0,290.08,14.53,4.49,456.54,456.54,456.54,748.73
9598,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,112.0,290.08,19.26,2.63,536.33,535.09,536.33,879.5799999999999
9599,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,112.0,290.08,34.0,0.11,1322.02,1322.02,1322.0199999999998,2168.11
9600,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,290.08,21.48,2.38,121.98,121.98,121.98,200.05
9601,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,290.08,18.87,0.16,895.74,895.74,895.74,1469.01
9602,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,290.08,19.97,2.61,633.18,633.18,633.18,1038.42
9605,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,290.08,17.42,0.7,471.61,471.61,471.61,773.4399999999999
9608,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,290.08,9.25,2.8,390.62,390.62,390.62,640.62
9609,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,290.08,21.75,0.98,666.33,650.44,666.3299999999999,1092.78
9610,1.0,3.0,7.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,290.08,24.11,3.4,459.53,459.53,459.53000000000003,753.63
9611,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,130.0,290.08,22.38,0.3,1457.78,1457.78,1457.78,2390.7599999999998
9612,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,130.0,290.08,23.0,0.62,811.71,813.44,811.7099999999999,1331.2
9613,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,142.0,290.08,11.43,1.23,509.68,509.68,509.68,835.88
9614,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,142.0,290.08,21.0,1.34,824.08,824.08,824.0799999999999,1351.49
9616,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,142.0,290.08,31.67,2.33,966.32,966.38,966.3199999999999,1584.76
9617,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,148.0,290.08,21.43,1.85,785.13,785.13,785.13,1287.61
9618,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,148.0,290.08,17.0,0.74,377.49,377.49,377.48999999999995,619.08
9620,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,148.0,290.08,17.68,0.59,436.05,436.05,436.04999999999995,715.12
9621,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,148.0,290.08,15.12,0.87,373.01,373.01,373.01,611.74
9622,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,148.0,290.08,13.68,3.67,283.49,283.49,283.49,464.9200000000001
9623,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,160.0,290.08,31.43,0.25,705.29,705.29,705.29,1156.68
9624,1.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,160.0,290.08,17.87,0.63,519.32,519.32,519.3199999999999,851.68
9627,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,290.08,21.66,0.73,681.8,681.88,681.8000000000001,1118.15
9628,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,290.08,19.1,2.13,546.13,546.13,546.13,895.65
9629,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,290.08,14.55,1.2,379.79,371.58,379.78999999999996,622.86
9630,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,290.08,23.49,1.4,785.84,785.34,785.84,1288.78
9631,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,290.08,26.0,0.9,973.1,973.1,973.0999999999999,1595.88
9632,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,290.08,17.5,0.45,415.76,415.76,415.76,681.85
9633,1.0,3.0,7.0,4.0,8.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,166.0,290.08,22.0,1.72,741.15,741.15,741.15,1215.49
9634,1.0,3.0,7.0,4.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,178.0,290.08,9.7,0.85,490.4,490.97,490.4,804.26
