,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Holder Condition,Production Of Condition in Kg,Fertilizer Quantity
9174,1.0,5.0,1.0,9.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,3.0,176.15,5.0,2.5,0.0,12.5,0.0,6016.72,4.0,0.0,1447.845,15.0
9178,1.0,5.0,1.0,9.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,17.0,176.15,7.0,0.0,0.0,0.0,0.0,1195.11,3.0,0.0,287.588,0.0
9180,1.0,5.0,1.0,9.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,30.0,176.15,15.0,0.0,0.0,0.0,0.0,6040.21,4.0,0.0,1453.498,0.0
9182,1.0,5.0,1.0,9.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,34.0,176.15,2.0,0.0,0.0,5.0,0.0,1913.97,1.0,0.0,460.572,5.0
9183,1.0,5.0,1.0,9.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,38.0,176.15,4.0,0.0,0.0,0.0,0.0,4360.64,5.0,0.0,1049.331,0.0
9184,1.0,5.0,1.0,9.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,42.0,176.15,9.0,0.0,0.0,0.0,0.0,1905.16,2.0,0.0,458.451,0.0
9187,1.0,5.0,1.0,9.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,57.0,176.15,24.3005192083958,0.0,0.0,0.0,0.0,3016.49,4.0,0.0,725.878,0.0
9188,1.0,5.0,1.0,9.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,57.0,176.15,24.0,0.0,0.0,0.0,0.0,4043.07,6.0,0.0,972.911,0.0
9190,1.0,5.0,1.0,9.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,65.0,176.15,8.0,25.0,0.0,75.0,0.0,4545.91,4.0,0.0,1093.914,100.0
9191,1.0,5.0,1.0,9.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,83.0,176.15,10.0,0.0,0.0,0.0,0.0,1534.71,3.0,0.0,369.307,0.0
9192,1.0,5.0,1.0,9.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,90.0,176.15,4.5,25.0,0.0,25.0,0.0,6110.95,5.0,0.0,1470.519,50.0
9194,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,199.53,13.5,0.0,0.0,0.0,0.0,2496.02,2.0,0.0,713.535,0.0
9195,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,199.53,2.5,0.0,0.0,0.0,0.0,1075.99,1.0,0.0,307.592,0.0
9196,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,199.53,3.5,0.0,0.0,0.0,0.0,768.93,0.5,0.0,219.814,0.0
9198,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,6.0,199.53,2.5,0.0,0.0,0.0,0.0,339.93,0.25,0.0,97.176,0.0
9199,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,6.0,199.53,4.0,0.0,0.0,0.0,0.0,1521.96,0.75,0.0,435.082,0.0
9200,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,11.0,199.53,6.0,0.0,0.0,0.0,0.0,3151.46,2.5,0.0,900.907,0.0
9203,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,11.0,199.53,1.25,0.0,0.0,0.0,0.0,2496.02,1.5,0.0,713.535,0.0
9207,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,6.0,100.0,26.0,199.53,13.3,0.0,0.0,0.0,0.0,3080.02,1.5,0.0,880.483,0.0
9209,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,100.0,26.0,199.53,12.5,0.0,0.0,0.0,0.0,5057.23,3.0,0.0,1445.707,0.0
9212,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,100.0,31.0,199.53,6.0,0.0,0.0,0.0,0.0,2496.02,2.0,0.0,713.535,0.0
9213,1.0,5.0,1.0,12.0,6.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,90.0,36.0,199.53,2.0,0.0,0.0,0.0,0.0,467.57,0.25,0.0,133.664,0.0
9215,1.0,5.0,1.0,12.0,6.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,100.0,36.0,199.53,8.0,0.0,0.0,0.0,0.0,1178.0,0.5,0.0,336.754,0.0
9217,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,41.0,199.53,11.0,0.0,0.0,0.0,0.0,2415.87,1.5,0.0,690.622,0.0
9219,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,46.0,199.53,8.0,0.0,0.0,0.0,0.0,3629.5,2.0,0.0,1037.563,0.0
9221,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,100.0,46.0,199.53,9.5,0.0,0.0,0.0,0.0,2496.02,2.0,0.0,713.535,0.0
9222,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,51.0,199.53,3.3,0.0,0.0,0.0,0.0,4564.0,3.0,0.0,1304.708,0.0
9223,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,56.0,199.53,13.5,0.0,0.0,0.0,0.0,3042.7,2.0,0.0,869.816,0.0
9224,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,56.0,199.53,1.0,0.0,0.0,0.0,0.0,257.7,0.25,0.0,73.669,0.0
9226,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,61.0,199.53,16.0,0.0,0.0,0.0,0.0,2217.71,1.5,0.0,633.975,0.0
9228,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,100.0,66.0,199.53,4.0,0.0,0.0,0.0,0.0,1575.96,0.5,0.0,450.519,0.0
9230,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,71.0,199.53,4.0,0.0,0.0,0.0,0.0,1874.5,2.0,0.0,535.862,0.0
9231,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,71.0,199.53,8.0,0.0,0.0,0.0,0.0,2496.02,4.0,0.0,713.535,0.0
9232,1.0,5.0,1.0,12.0,6.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,76.0,199.53,4.6,0.0,0.0,0.0,0.0,2009.28,1.0,0.0,574.391,0.0
9235,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,81.0,199.53,8.0,0.0,0.0,0.0,0.0,2231.72,1.5,0.0,637.981,0.0
9236,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,81.0,199.53,8.0,0.0,0.0,0.0,0.0,2496.02,2.0,0.0,713.535,0.0
9239,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,100.0,86.0,199.53,8.0,0.0,0.0,0.0,0.0,2496.02,3.0,0.0,713.535,0.0
9241,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,91.0,199.53,8.0,0.0,0.0,0.0,0.0,2676.19,2.0,0.0,765.041,0.0
9243,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,91.0,199.53,8.0,0.0,0.0,0.0,0.0,1426.56,1.0,0.0,407.809,0.0
9244,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,96.0,199.53,10.0,0.0,0.0,0.0,0.0,3575.96,1.5,0.0,1022.258,0.0
9246,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,96.0,199.53,13.3,0.0,0.0,0.0,0.0,2496.02,3.0,0.0,713.535,0.0
9247,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,96.0,199.53,15.0,0.0,0.0,0.0,0.0,5547.59,2.5,0.0,1585.886,0.0
9248,1.0,5.0,1.0,12.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,96.0,199.53,5.0,0.0,0.0,0.0,0.0,1610.61,0.5,0.0,460.423,0.0
9250,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,3.0,232.46,25.0,0.0,0.0,0.0,0.0,5101.81,5.0,0.0,1236.915,0.0
9252,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,9.0,232.46,4.5,0.0,0.0,0.0,0.0,1815.62,1.0,0.0,440.19,0.0
9253,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,9.0,232.46,4.5,0.0,0.0,0.0,0.0,1608.69,0.75,0.0,390.02,0.0
9254,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,9.0,232.46,2.0,0.0,0.0,0.0,0.0,717.83,0.5,0.0,174.035,0.0
9256,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,15.0,232.46,5.0,0.0,0.0,0.0,0.0,2635.45,1.0,0.0,638.954,0.0
9258,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,22.0,232.46,1.5,0.0,0.0,0.0,0.0,772.77,0.5,0.0,187.355,0.0
9259,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,100.0,22.0,232.46,15.0,0.0,0.0,0.0,0.0,3522.28,3.0,0.0,853.964,0.0
9263,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,100.0,34.0,232.46,10.0,0.0,0.0,17.0,0.0,5375.64,2.0,0.0,1303.304,17.0
9265,1.0,5.0,1.0,13.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,67.0,40.0,232.46,1.0,0.0,0.0,0.0,0.0,176.31,0.13,0.0,42.747,0.0
9266,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,100.0,40.0,232.46,0.5,0.0,0.0,0.5,0.0,218.7,0.12,0.0,53.023,0.5
9268,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,47.0,232.46,1.5,0.0,0.0,0.0,0.0,492.43,0.25,0.0,119.388,0.0
9270,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,53.0,232.46,6.0,0.0,0.0,0.0,0.0,3059.76,1.5,0.0,741.827,0.0
9272,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,59.0,232.46,7.0,0.0,0.0,0.0,0.0,1815.62,2.0,0.0,440.19,0.0
9273,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,59.0,232.46,17.0,0.0,0.0,0.0,0.0,1815.62,4.0,0.0,440.19,0.0
9279,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,78.0,232.46,1.5,0.0,0.0,0.0,0.0,602.83,0.25,0.0,146.153,0.0
9281,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,78.0,232.46,1.5,0.0,0.0,0.0,0.0,730.72,0.25,0.0,177.159,0.0
9282,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,78.0,232.46,2.0,0.0,0.0,0.0,0.0,741.17,0.25,0.0,179.694,0.0
9285,1.0,5.0,1.0,13.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,35.0,84.0,232.46,1.0,0.0,0.0,0.0,0.0,277.95,0.25,0.0,67.387,0.0
9287,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,84.0,232.46,10.0,0.0,0.0,0.0,0.0,4060.04,1.5,0.0,984.341,0.0
9289,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,90.0,232.46,6.0,0.0,0.0,0.0,0.0,2013.12,1.0,0.0,488.073,0.0
9291,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,96.0,232.46,4.0,0.0,0.0,0.0,0.0,1055.14,0.5,0.0,255.815,0.0
9292,1.0,5.0,1.0,13.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,96.0,232.46,7.0,0.0,0.0,0.0,0.0,1815.62,2.0,0.0,440.19,0.0
9295,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,102.0,232.46,5.0,0.0,0.0,0.0,0.0,913.97,0.5,0.0,221.589,0.0
9296,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,100.0,102.0,232.46,8.0,0.0,0.0,0.0,0.0,1815.62,2.0,0.0,440.19,0.0
9300,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,114.0,232.46,7.0,0.0,0.0,0.0,0.0,2891.09,1.25,0.0,700.934,0.0
9301,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,100.0,114.0,232.46,5.0,0.0,0.0,0.0,0.0,1850.45,1.0,0.0,448.634,0.0
9302,1.0,5.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,114.0,232.46,3.0,0.0,0.0,0.0,0.0,1125.35,0.75,0.0,272.837,0.0
9308,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,11.0,246.7,10.0,0.0,0.0,0.0,0.0,4450.74,4.0,0.0,1191.804,0.0
9311,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,23.0,246.7,18.0,0.0,0.0,0.0,0.0,3239.83,2.0,0.0,867.55,0.0
9313,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,29.0,246.7,12.0,0.0,0.0,0.0,0.0,4450.74,6.0,0.0,1191.804,0.0
9317,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,41.0,246.7,23.0,0.0,0.0,0.0,0.0,5556.31,4.0,0.0,1487.849,0.0
9319,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,47.0,246.7,4.0,0.0,0.0,0.0,0.0,4450.74,1.0,0.0,1191.804,0.0
9320,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,47.0,246.7,4.0,0.0,0.0,0.0,0.0,4450.74,2.5,0.0,1191.804,0.0
9322,1.0,5.0,1.0,17.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,59.0,246.7,15.0,0.0,0.0,0.0,0.0,4516.23,4.5,0.0,1209.34,0.0
9325,1.0,5.0,1.0,17.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,71.0,246.7,5.0,0.0,0.0,0.0,0.0,2829.25,2.0,0.0,757.606,0.0
9326,1.0,5.0,1.0,17.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,77.0,246.7,5.0,0.0,0.0,0.0,0.0,3872.52,3.0,0.0,1036.97,0.0
9329,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,89.0,246.7,12.0,0.0,0.0,0.0,0.0,4688.05,6.0,0.0,1255.348,0.0
9331,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,95.0,246.7,10.0,0.0,0.0,0.0,0.0,5390.4,3.0,0.0,1443.422,0.0
9333,1.0,5.0,1.0,17.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,6.0,100.0,101.0,246.7,15.0,0.0,0.0,0.0,0.0,3967.08,4.0,0.0,1062.291,0.0
