,Region,Zone,District,Enumeration area,Holders ID,Parcel,Field,Field Part,CROP,Owner Type,Extension,Irrigation Used,Seed Type,Any Damage,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,Reason for Not Using Fertilizer,Percent of Field in Use,Area Measure - Day,Area Measure - Month,Local Area Unit,Reason for Not Measuring Area,Production local unit,case$id,Farmers associations,Householde ID,Field Weight,Weight of Non-improved Seed,Local Area Amount,Enumerator Area (sq. m.),Computer Area (sq. m.),Area in Square meter,Production Of Condition in Kg
3297,1.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,19.0,1.0,1.0,50.0,30.0,1.020601101120101e+17,11.0,120.0,273.23,10.0,5.0,7701.6,7701.6,7701.6,0.0
3300,1.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,19.0,1.0,1.0,50.0,30.0,1.020601101134102e+17,11.0,134.0,273.23,40.5,7.5,12587.6,12587.6,12587.6,0.0
3304,1.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,100.0,20.0,1.0,5.0,50.0,30.0,1.020601101141103e+17,11.0,141.0,273.23,25.75,30.0,4477.7,4477.7,4477.7,0.0
3308,1.0,2.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,21.0,1.0,1.0,50.0,30.0,1.0206011011551011e+17,11.0,155.0,273.23,52.5,10.0,12299.5,12299.5,12299.5,0.0
3313,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,13.0,1.0,1.0,50.0,30.0,1.020602002009102e+17,20.0,9.0,247.56,5.5,2.5,7429.2,7429.2,7429.2,0.0
3350,1.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,25.0,1.0,5.0,50.0,60.0,1.020602002072101e+17,20.0,72.0,247.56,4.0,10.0,3151.5,3151.5,3151.5,0.0
3365,1.0,2.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,29.0,1.0,5.0,50.0,60.0,1.020602002078103e+17,20.0,78.0,247.56,2.0,10.0,2842.5,2842.5,2842.5,0.0
3367,1.0,2.0,6.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,29.0,1.0,1.0,50.0,30.0,1.020602002078103e+17,20.0,78.0,247.56,10.0,2.5,6455.4,6455.4,6455.4,0.0
3372,1.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,5.0,50.0,60.0,1.020602002090101e+17,20.0,90.0,247.56,1.2,10.0,1689.4,1689.4,1689.4,0.0
3381,1.0,2.0,6.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,99.0,99.0,1.0,2.0,30.0,1.020602002090107e+17,20.0,90.0,247.56,8.0,5.0,14544.288280554496,0.0,5653.5,0.0
3392,1.0,2.0,6.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,1.0,50.0,30.0,1.0206020021081011e+17,20.0,108.0,247.56,15.0,10.0,11382.2,11382.2,11382.2,0.0
3402,1.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,14.0,1.0,1.0,50.0,30.0,1.020602002120101e+17,20.0,120.0,247.56,7.5,2.5,10986.6,10986.6,10986.6,0.0
3414,1.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,8.0,2.0,1.0,50.0,30.0,1.020602002132102e+17,20.0,132.0,247.56,8.0,2.5,5412.3,5412.3,5412.3,0.0
3417,1.0,2.0,6.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,9.0,2.0,5.0,50.0,30.0,1.020602002132102e+17,20.0,132.0,247.56,3.5,20.0,4498.3,4498.3,4498.3,0.0
3421,1.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,12.0,1.0,5.0,50.0,90.0,1.020602002132104e+17,20.0,132.0,247.56,2.0,10.0,2233.6,2233.6,2233.69,0.0
3425,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,13.0,1.0,1.0,50.0,60.0,1.020602002138103e+17,20.0,138.0,247.56,5.5,2.5,6976.8,6619.5,6976.8,0.0
3429,1.0,2.0,6.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,11.0,2.0,5.0,50.0,60.0,1.0206020021381061e+17,20.0,138.0,247.56,2.0,20.0,3823.9,3823.9,3823.9,0.0
3430,1.0,2.0,6.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,11.0,2.0,5.0,50.0,30.0,1.020602002138107e+17,20.0,138.0,247.56,3.5,2.5,3787.9,3787.9,3787.9,0.0
3437,1.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,15.0,2.0,5.0,50.0,60.0,1.020602002150104e+17,20.0,150.0,247.56,1.0,30.0,9496.4,9496.4,9496.4,0.0
3448,1.0,2.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,16.0,2.0,5.0,50.0,30.0,1.020602002162103e+17,20.0,162.0,247.56,6.0,30.0,7014.6,7014.6,7014.6,0.0
3454,1.0,2.0,7.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,14.0,1.0,8.0,50.0,90.0,1.0207003030071011e+17,3.0,7.0,234.04,7.2,10.0,2579.6,2579.6,2579.62,0.0
3455,1.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,100.0,14.0,1.0,8.0,50.0,90.0,1.020700303007102e+17,3.0,7.0,234.04,9.6,10.0,6326.3,6326.3,6326.32,0.0
3465,1.0,2.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,16.0,1.0,8.0,50.0,40.0,1.020700303058102e+17,3.0,58.0,234.04,3.6,20.0,1929.0,1929.0,1929.0,0.0
3472,1.0,2.0,7.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,5.0,2.0,8.0,50.0,90.0,1.020700303078104e+17,3.0,78.0,234.04,4.8,20.0,4631.0,4631.0,4631.02,0.0
3474,1.0,2.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,19.0,1.0,1.0,50.0,90.0,1.020700303098101e+17,3.0,98.0,234.04,28.8,10.0,21765.7,21762.2,21765.72,0.0
3481,1.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,8.0,50.0,50.0,1.020700303108102e+17,3.0,108.0,234.04,9.6,20.0,4064.4,4064.4,4064.4,0.0
3482,1.0,2.0,7.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,17.0,1.0,8.0,50.0,0.0,1.020700303108102e+17,3.0,108.0,234.04,9.6,10.0,4941.4,4941.4,4941.41,0.0
3489,1.0,2.0,7.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,17.0,1.0,8.0,50.0,50.0,1.0207003031281011e+17,3.0,128.0,234.04,1.2,10.0,1170.1,1170.1,1170.1,0.0
3492,1.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,19.0,1.0,8.0,50.0,90.0,1.020700303148102e+17,3.0,148.0,234.04,3.15,20.0,1841.6,1841.6,1841.62,0.0
3494,1.0,2.0,7.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,5.0,2.0,8.0,50.0,90.0,1.020700303148105e+17,3.0,148.0,234.04,2.4,10.0,1652.4,1652.4,1652.42,0.0
3496,1.0,2.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,21.0,1.0,8.0,50.0,40.0,1.020700303158101e+17,3.0,158.0,234.04,4.8,10.0,2171.7,2171.7,2171.7,0.0
3499,1.0,2.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,21.0,1.0,1.0,50.0,40.0,1.020700303158102e+17,3.0,158.0,234.04,14.4,5.0,18153.6,18153.6,18153.6,0.0
3501,1.0,2.0,7.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,2.0,2.0,8.0,50.0,40.0,1.020700303158104e+17,3.0,158.0,234.04,1.6,10.0,5061.4,5061.4,5061.4,0.0
3502,1.0,2.0,7.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,2.0,2.0,8.0,50.0,40.0,1.020700303158104e+17,3.0,158.0,234.04,1.6,10.0,1791.9,1791.9,1791.9,0.0
3505,1.0,2.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,21.0,1.0,1.0,50.0,90.0,1.020700303179102e+17,3.0,179.0,234.04,19.2,5.0,14386.6,14386.6,14386.62,0.0
3506,1.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,21.0,1.0,8.0,50.0,0.0,1.020700303179103e+17,3.0,179.0,234.04,4.8,10.0,2518.8,2518.8,2518.81,0.0
3514,1.0,2.0,7.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,8.0,50.0,90.0,1.0207003032111011e+17,3.0,211.0,234.04,7.2,20.0,5699.0,5699.0,5699.02,0.0
3516,1.0,2.0,7.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,23.0,1.0,8.0,50.0,90.0,1.020700303211104e+17,3.0,211.0,234.04,4.8,10.0,6522.5,6522.5,6522.52,0.0
3520,1.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,100.0,23.0,1.0,8.0,50.0,90.0,1.020700303232103e+17,3.0,232.0,234.04,16.8,20.0,5325.3,5325.3,5325.32,0.0
3540,1.0,2.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,10.0,1.020701103100101e+17,11.0,100.0,225.55,5.8,2.5,3990.2,3990.2,3990.21,0.0
3545,1.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,18.0,1.0,1.0,50.0,70.0,1.020701103133101e+17,11.0,133.0,225.55,5.08,5.0,9974.4,9974.4,9974.4,0.0
3565,1.0,2.0,7.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,100.0,28.0,1.0,1.0,50.0,10.0,1.020701103211104e+17,11.0,211.0,225.55,10.04,2.5,4943.6,4943.9,4943.61,0.0
3577,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,15.0,1.0,1.0,50.0,90.0,1.020701702006101e+17,17.0,6.0,199.29,4.32,9999.9,1908.1,1908.1,1908.12,0.0
3583,1.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,15.0,1.0,1.0,50.0,70.0,1.020701702018101e+17,17.0,18.0,199.29,8.64,2.5,7576.1,7576.1,7576.1,0.0
3584,1.0,2.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,15.0,1.0,1.0,50.0,70.0,1.020701702018101e+17,17.0,18.0,199.29,9.18,2.5,7563.7,7563.7,7563.7,0.0
3586,1.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,15.0,1.0,1.0,50.0,70.0,1.0207017020181011e+17,17.0,18.0,199.29,8.64,2.5,4449.7,4449.7,4449.7,0.0
3587,1.0,2.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,15.0,1.0,1.0,50.0,70.0,1.0207017020181011e+17,17.0,18.0,199.29,8.64,1.2,3935.7,3935.7,3935.7,0.0
3594,1.0,2.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,70.0,1.020701702032101e+17,17.0,32.0,199.29,12.96,2.5,7313.4,7313.4,7313.4,0.0
3595,1.0,2.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,10.0,1.0207017020321011e+17,17.0,32.0,199.29,4.32,2.5,4552.0,4552.0,4552.01,0.0
3596,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,40.0,1.020701702038101e+17,17.0,38.0,199.29,8.64,2.5,5828.9,5828.9,5828.92,0.0
3598,1.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,40.0,1.0207017020381011e+17,17.0,38.0,199.29,5.4,1.2,2396.2,2396.2,2396.22,0.0
3599,1.0,2.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,40.0,1.0207017020381011e+17,17.0,38.0,199.29,5.92,1.2,2435.2,2435.2,2435.22,0.0
3600,1.0,2.0,7.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,10.0,1.0207017020381011e+17,17.0,38.0,199.29,8.16,2.5,7627.7,7627.7,7627.71,0.0
3601,1.0,2.0,7.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,40.0,1.0207017020381011e+17,17.0,38.0,199.29,8.7,1.2,2376.5,2376.5,2376.52,0.0
3606,1.0,2.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,40.0,1.020701702038102e+17,17.0,38.0,199.29,4.32,9999.9,1008.1,1008.1,1008.12,0.0
3607,1.0,2.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,40.0,1.020701702038102e+17,17.0,38.0,199.29,8.64,2.5,4611.9,4611.9,4611.92,0.0
3608,1.0,2.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,17.0,1.0,1.0,50.0,40.0,1.020701702038102e+17,17.0,38.0,199.29,4.32,9999.9,1827.6,1827.9,1827.62,0.0
3616,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,20.0,1.0,1.0,50.0,70.0,1.020701702065101e+17,17.0,65.0,199.29,8.64,2.5,4342.0,4342.0,4342.0,0.0
3617,1.0,2.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,20.0,1.0,1.0,50.0,40.0,1.020701702065101e+17,17.0,65.0,199.29,4.32,9999.9,1972.6,1972.6,1972.62,0.0
3618,1.0,2.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,20.0,1.0,1.0,50.0,40.0,1.0207017020651011e+17,17.0,65.0,199.29,4.59,9999.9,1811.7,1811.7,1811.72,0.0
3619,1.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,20.0,1.0,1.0,50.0,40.0,1.0207017020651011e+17,17.0,65.0,199.29,4.32,9999.9,1402.7,1402.7,1402.72,0.0
3620,1.0,2.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,20.0,1.0,1.0,50.0,40.0,1.0207017020651011e+17,17.0,65.0,199.29,8.64,1.2,2372.0,2372.0,2372.02,0.0
3621,1.0,2.0,7.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,20.0,1.0,1.0,50.0,40.0,1.0207017020651011e+17,17.0,65.0,199.29,4.32,9999.9,1641.3,1641.3,1641.32,0.0
3623,1.0,2.0,7.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,20.0,1.0,1.0,50.0,40.0,1.0207017020651011e+17,17.0,65.0,199.29,4.59,1.2,2372.6,2372.6,2372.62,0.0
3625,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.020701702073101e+17,17.0,73.0,199.29,4.32,9999.9,953.7,953.7,953.72,0.0
3626,1.0,2.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.020701702073101e+17,17.0,73.0,199.29,5.4,1.2,2611.0,2611.0,2611.02,0.0
3627,1.0,2.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.0207017020731011e+17,17.0,73.0,199.29,6.48,1.2,3187.1,3187.1,3187.12,0.0
3629,1.0,2.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.0207017020731011e+17,17.0,73.0,199.29,2.16,9999.9,2075.0,2075.0,2075.02,0.0
3630,1.0,2.0,7.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.0207017020731011e+17,17.0,73.0,199.29,2.62,9999.9,2190.7,2190.7,2190.72,0.0
3631,1.0,2.0,7.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.0207017020731011e+17,17.0,73.0,199.29,8.1,1.2,2558.2,2558.2,2558.22,0.0
3632,1.0,2.0,7.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.0207017020731011e+17,17.0,73.0,199.29,4.32,9999.9,1888.2,1888.2,1888.22,0.0
3633,1.0,2.0,7.0,2.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.0207017020731011e+17,17.0,73.0,199.29,8.64,2.5,4861.7,4861.7,4861.72,0.0
3634,1.0,2.0,7.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,22.0,1.0,1.0,50.0,40.0,1.0207017020731011e+17,17.0,73.0,199.29,17.28,5.0,10459.9,10459.9,10459.92,0.0
3653,1.0,2.0,7.0,2.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,24.0,1.0,1.0,50.0,30.0,1.0207017021071011e+17,17.0,107.0,199.29,2.16,9999.9,903.7,903.7,903.71,0.0
3654,1.0,2.0,7.0,2.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,24.0,1.0,1.0,50.0,30.0,1.0207017021071011e+17,17.0,107.0,199.29,2.16,9999.9,862.5,862.5,862.51,0.0
3655,1.0,2.0,7.0,2.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,24.0,1.0,1.0,50.0,30.0,1.0207017021071011e+17,17.0,107.0,199.29,4.32,9999.9,1450.8,1450.8,1450.81,0.0
3656,1.0,2.0,7.0,2.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,24.0,1.0,1.0,50.0,30.0,1.0207017021071011e+17,17.0,107.0,199.29,3.78,9999.9,1635.7,1635.7,1635.71,0.0
3657,1.0,2.0,7.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,24.0,1.0,1.0,50.0,30.0,1.0207017021071011e+17,17.0,107.0,199.29,4.32,9999.9,1134.7,1134.7,1134.71,0.0
3659,1.0,2.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,25.0,1.0,1.0,50.0,10.0,1.020701702119101e+17,17.0,119.0,199.29,17.28,5.0,16149.6,16149.6,16149.61,0.0
3660,1.0,2.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,25.0,1.0,1.0,50.0,10.0,1.0207017021191011e+17,17.0,119.0,199.29,4.32,1.2,2248.2,2248.2,2248.21,0.0
3665,1.0,2.0,7.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,25.0,1.0,1.0,50.0,10.0,1.0207017021191011e+17,17.0,119.0,199.29,4.86,1.2,4108.0,4108.0,4108.01,0.0
3666,1.0,2.0,7.0,2.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,25.0,1.0,1.0,50.0,10.0,1.0207017021191011e+17,17.0,119.0,199.29,4.32,9999.9,2048.2,2048.2,2048.21,0.0
3667,1.0,2.0,7.0,2.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,25.0,1.0,1.0,50.0,10.0,1.0207017021191011e+17,17.0,119.0,199.29,4.59,1.2,3542.6,3542.6,3542.61,0.0
3668,1.0,2.0,7.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,25.0,1.0,1.0,50.0,10.0,1.0207017021191011e+17,17.0,119.0,199.29,5.4,2.5,4075.5,4075.5,4075.51,0.0
3669,1.0,2.0,7.0,2.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,25.0,1.0,1.0,50.0,10.0,1.0207017021191011e+17,17.0,119.0,199.29,2.7,1.2,3388.8,3388.8,3388.81,0.0
3673,1.0,2.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,26.0,1.0,1.0,50.0,40.0,1.020701702134102e+17,17.0,134.0,199.29,8.64,2.5,9714.3,9714.3,9714.32,0.0
3674,1.0,2.0,7.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,26.0,1.0,1.0,50.0,40.0,1.020701702134102e+17,17.0,134.0,199.29,4.32,1.2,2798.5,2798.5,2798.52,0.0
3675,1.0,2.0,7.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,26.0,1.0,1.0,50.0,40.0,1.020701702134102e+17,17.0,134.0,199.29,8.64,2.5,4601.2,4601.2,4601.22,0.0
3676,1.0,2.0,7.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,26.0,1.0,1.0,50.0,40.0,1.020701702134102e+17,17.0,134.0,199.29,4.59,9999.9,3014.3,3014.3,3014.32,0.0
3677,1.0,2.0,7.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,26.0,1.0,1.0,50.0,40.0,1.020701702134102e+17,17.0,134.0,199.29,8.64,2.5,4942.0,4942.0,4942.02,0.0
3678,1.0,2.0,7.0,2.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,26.0,1.0,1.0,50.0,40.0,1.020701702134102e+17,17.0,134.0,199.29,4.32,9999.9,1457.0,1457.0,1457.02,0.0
