,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,"If natural fertilizer used, type",How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of MIXED fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
2360,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,81.0,319.39,13.261962681993609,1.0,0.0,1.0,0.0,0.51,9316.0,0.009316,93.16,87.63,87.63,10.0,25188.0,0.25188,25.188,3.0
2361,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,11.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,5.0,1.0,0.0,81.0,319.39,0.85,1.0,0.0,1.0,0.0,1.1,20892.0,0.020892,208.92,196.52,196.52,10.0,56485.0,0.56485,56.485,2.0
2362,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,12.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,5.0,1.0,0.0,81.0,319.39,1.0,3.0,0.0,3.0,0.0,1.47,36828.0,0.036828,368.28,346.42,346.42,30.0,99571.0,0.99571,99.571,6.0
2363,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,81.0,319.39,13.261962681993609,1.0,0.0,1.0,0.0,1.9,12348.0,0.012348,123.48,116.15,116.15,10.0,33385.0,0.33385,33.385,3.0
2369,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,8.0,1.0,0.0,86.0,319.39,2.0,0.0,0.0,0.0,0.0,2.76,12031.0,0.012031,120.31,113.17,113.17,1.0,32529.0,0.32529,32.529,1.0
2370,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,86.0,319.39,2.0,0.0,0.0,0.0,0.0,0.82,14866.0,0.014866,148.66,139.84,139.84,15.0,40194.0,0.40194,40.194,1.0
2371,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,8.0,1.0,0.0,86.0,319.39,0.5,0.0,0.0,0.0,0.0,1.05,7364.0,0.007364,73.64,69.27,69.27,1.0,19909.0,0.19909,19.909,1.0
2372,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,11.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,8.0,1.0,0.0,86.0,319.39,2.5,0.0,0.0,0.0,0.0,1.41,18469.0,0.018469,184.69,173.73,173.73,20.0,49934.0,0.49934,49.934,1.0
2373,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,12.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,8.0,1.0,0.0,86.0,319.39,1.5,0.0,0.0,0.0,0.0,2.38,11375.0,0.011375,113.75,107.0,107.0,1.0,30754.0,0.30754,30.754,1.0
2374,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,8.0,1.0,0.0,86.0,319.39,1.0,0.0,0.0,0.0,0.0,3.42,7576.0,0.007576,75.76,71.26,71.26,1.0,20484.0,0.20484,20.484,1.0
2375,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,16.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,86.0,319.39,3.0,0.0,0.0,0.0,0.0,3.13,26313.0,0.026313,263.13,247.51,247.51,20.0,71142.0,0.71142,71.142,1.0
2376,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,17.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,86.0,319.39,2.0,0.0,0.0,0.0,0.0,3.02,15860.0,0.01586,158.6,149.19,149.19,15.0,42880.0,0.4288,42.88,1.0
2377,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,18.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,3.0,1.0,0.0,86.0,319.39,5.0,0.0,0.0,0.0,0.0,2.28,62087.0,0.062087,620.87,584.02,584.02,2.0,167863.0,1.67863,167.863,1.0
2380,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,21.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,8.0,1.0,0.0,86.0,319.39,0.5,0.0,0.0,0.0,0.0,3.83,8066.0,0.008066,80.66,75.87,75.87,1.0,21809.0,0.21809,21.809,1.0
2387,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,5.0,1.0,0.0,91.0,319.39,1.0,1.0,0.0,1.0,0.0,0.25,18139.0,0.018139,181.39,168.32,170.62,15.0,49041.0,0.49041,49.041,2.0
2390,50.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,91.0,319.39,3.0,2.5,0.0,2.5,0.0,0.57,32721.0,0.032721,327.21,307.79,307.79,1.0,88468.0,0.88468,88.468,5.0
2422,50.0,1.0,2.0,2.0,10.0,12.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,3.0,1.0,0.0,83.0,184.17,0.34,2.0,0.0,6.0,0.0,2.35,15578.0,0.015578,155.78,146.99,146.53,1.0,37116.0,0.37116,37.116,9.0
2808,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,32.0,330.2,6.0,0.0,0.0,0.0,0.0,1.7379636249456547,52707.0,0.052707,527.07,1369.1838170877845,1380.4153842809528,4.0,100643.0,1.00643,100.643,1.0
2809,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,32.0,330.2,5.0,6.002,6.002,0.0,0.0,1.7379636249456547,41256.0,0.041256,412.56,1369.1838170877845,1380.4153842809528,4.0,78777.0,0.78777,78.777,12.004
2810,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,32.0,330.2,6.0,6.002,6.002,0.0,0.0,1.7379636249456547,47540.0,0.04754,475.4,1369.1838170877845,1380.4153842809528,5.0,90776.0,0.90776,90.776,12.004
2828,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,53.0,330.2,13.261962681993609,5.0,0.0,0.0,0.0,1.7379636249456547,159089.0,0.159089,1590.89,1369.1838170877845,1380.4153842809528,1.5,303777.0,3.03777,303.777,5.0
2830,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,60.0,330.2,5.0,4.016,0.0,0.0,0.0,1.7379636249456547,156180.0,0.15618,1561.8,1369.1838170877845,1380.4153842809528,10.0,298221.0,2.98221,298.221,5.016
2840,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,67.0,330.2,13.261962681993609,5.0,0.0,0.0,0.0,1.7379636249456547,45593.0,0.045593,455.93,1369.1838170877845,1380.4153842809528,0.5,87058.0,0.87058,87.058,5.0
2841,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,74.0,330.2,13.261962681993609,6.002,6.002,0.0,0.0,1.7379636249456547,261547.0,0.261547,2615.47,1369.1838170877845,1380.4153842809528,12.0,499417.0,4.99417,499.417,12.004
2842,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,74.0,330.2,13.261962681993609,6.002,6.002,0.0,0.0,1.7379636249456547,127920.0,0.12792,1279.2,1369.1838170877845,1380.4153842809528,7.0,244261.0,2.44261,244.261,13.004
2848,50.0,1.0,2.0,3.0,9.0,10.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,81.0,330.2,13.261962681993609,0.0,0.0,0.0,0.0,1.7379636249456547,22911.0,0.022911,229.11,1369.1838170877845,1380.4153842809528,0.12,43747.0,0.43747,43.747,0.0
2856,50.0,1.0,2.0,3.0,9.0,10.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,88.0,330.2,8.0,6.025,6.025,0.0,0.0,1.7379636249456547,61637.0,0.061637,616.37,1369.1838170877845,1380.4153842809528,5.0,117695.0,1.17695,117.695,12.05
2865,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,95.0,330.2,13.261962681993609,0.0,7.012,0.0,0.0,1.7379636249456547,162675.0,0.162675,1626.75,1369.1838170877845,1380.4153842809528,0.5,310624.0,3.10624,310.624,7.012
2871,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,109.0,330.2,13.261962681993609,50.0,6.009,0.0,0.0,1.7379636249456547,171116.0,0.171116,1711.16,1369.1838170877845,1380.4153842809528,0.5,326741.0,3.26741,326.741,56.009
2872,50.0,1.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,109.0,330.2,13.261962681993609,3.5,6.5,0.0,0.0,1.7379636249456547,84422.0,0.084422,844.22,1369.1838170877845,1380.4153842809528,0.12,161202.0,1.61202,161.202,10.0
2897,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,2.0,268.49,2.1,0.0,0.0,0.0,0.0,4.21,71919.0,0.071919,719.19,676.5,676.5,0.5,125175.0,1.25175,125.175,0.0
2901,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,2.0,268.49,8.1,0.0,0.0,0.0,0.0,0.98,356073.0,0.356073,3560.73,3349.38,3349.38,2.0,619743.0,6.19743,619.743,0.0
2908,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,7.0,268.49,14.6,0.0,0.0,0.0,0.0,0.57,289773.0,0.289773,2897.73,2725.74,2725.74,0.5,504348.0,5.04348,504.348,0.0
2917,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,11.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,12.0,268.49,3.3,6.7,0.0,5.8,0.0,3.17,35321.0,0.035321,353.21,332.25,332.25,0.25,61477.0,0.61477,61.477,12.5
2918,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,12.0,268.49,3.4,10.6,0.0,13.4,0.0,4.41,47569.0,0.047569,475.69,447.46,447.46,0.5,82793.0,0.82793,82.793,25.0
2923,50.0,1.0,2.0,3.0,16.0,8.0,2.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,17.0,268.49,12.4,19.3,0.0,27.9,0.0,2.1,200575.0,0.200575,2005.75,1886.7,1886.7,2.0,349099.0,3.49099,349.099,47.2
2924,50.0,1.0,2.0,3.0,16.0,8.0,2.0,1.0,1.0,8.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,17.0,268.49,14.3,7.9,0.0,6.4,0.0,2.37,164204.0,0.164204,1642.04,1544.58,1544.58,1.5,285796.0,2.85796,285.796,14.3
2928,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,22.0,268.49,8.2,0.0,0.0,0.0,0.0,1.54,355720.0,0.35572,3557.2,3346.06,3346.06,1.5,619129.0,6.19129,619.129,4.0
2931,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,27.0,268.49,3.6,0.0,0.0,0.0,0.0,4.47,94564.0,0.094564,945.64,889.51,889.51,1.0,164588.0,1.64588,164.588,0.0
2932,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,27.0,268.49,5.7,0.0,0.0,0.0,0.0,3.06,42572.0,0.042572,425.72,397.67,400.45,0.5,74096.0,0.74096,74.096,0.0
2933,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,27.0,268.49,4.3,0.0,0.0,0.0,0.0,3.24,209287.0,0.209287,2092.87,1968.65,1968.65,1.5,364263.0,3.64263,364.263,0.0
2934,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,27.0,268.49,2.8,0.0,0.0,0.0,0.0,3.99,51055.0,0.051055,510.55,480.25,480.25,0.5,88862.0,0.88862,88.862,0.0
2936,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,31.0,268.49,8.7,0.0,0.0,0.0,0.0,0.93,87858.0,0.087858,878.58,826.43,826.43,0.5,152917.0,1.52917,152.917,1.0
2937,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,31.0,268.49,5.1,0.0,0.0,0.0,0.0,2.73,96517.0,0.096517,965.17,907.88,907.88,0.5,167988.0,1.67988,167.988,0.0
2940,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,31.0,268.49,14.2,0.0,0.0,0.0,0.0,4.73,130214.0,0.130214,1302.14,1224.85,1224.85,1.0,226636.0,2.26636,226.636,4.0
2942,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,35.0,268.49,6.49,0.0,0.0,0.0,0.0,3.95,207999.0,0.207999,2079.99,1956.53,1956.53,1.0,362021.0,3.62021,362.021,0.0
2943,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,35.0,268.49,4.7,0.0,0.0,0.0,0.0,4.41,268287.0,0.268287,2682.87,2523.63,2523.63,1.0,466953.0,4.66953,466.953,0.0
2947,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,39.0,268.49,4.1,3.1,0.0,2.0,0.0,3.63,47146.0,0.047146,471.46,443.48,443.48,0.25,82057.0,0.82057,82.057,6.1
2949,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,39.0,268.49,4.5,5.4,0.0,11.8,0.0,3.28,31938.0,0.031938,319.38,300.42,300.42,0.25,55588.0,0.55588,55.588,21.200000000000003
2956,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,44.0,268.49,4.7,0.0,0.0,0.0,0.0,3.46,47580.0,0.04758,475.8,447.56,447.56,0.5,82812.0,0.82812,82.812,1.0
2957,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,44.0,268.49,5.3,0.0,0.0,0.0,0.0,4.11,283946.0,0.283946,2839.46,2675.96,2670.92,1.0,494206.0,4.94206,494.206,1.0
2960,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,48.0,268.49,4.1,0.0,0.0,0.0,0.0,2.39,76112.0,0.076112,761.12,715.94,715.94,0.5,132472.0,1.32472,132.472,0.0
2964,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,58.0,268.49,3.1,0.0,0.0,0.0,0.0,1.29,72970.0,0.07297,729.7,686.39,686.39,0.5,127004.0,1.27004,127.004,0.0
2970,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,62.0,268.49,6.1,0.0,0.0,0.0,0.0,3.06,118094.0,0.118094,1180.94,1110.85,1110.85,1.0,205542.0,2.05542,205.542,0.0
2972,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,62.0,268.49,8.3,0.0,0.0,0.0,0.0,1.55,230501.0,0.230501,2305.01,2168.2,2168.2,1.5,401186.0,4.01186,401.186,0.0
2975,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,62.0,268.49,4.7,0.0,0.0,0.0,0.0,1.33,119591.0,0.119591,1195.91,1124.93,1124.93,1.5,208148.0,2.08148,208.148,0.0
2977,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,68.0,268.49,10.3,11.5,0.0,9.6,0.0,4.78,281272.0,0.281272,2812.72,2645.77,2645.77,1.5,489552.0,4.89552,489.552,21.1
2980,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,68.0,268.49,12.7,3.01,0.0,4.02,0.0,3.34,212717.0,0.212717,2127.17,2000.91,2000.91,1.5,370233.0,3.70233,370.233,7.029999999999999
2983,50.0,1.0,2.0,3.0,16.0,8.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,72.0,268.49,7.3,0.0,0.0,0.0,0.0,3.01,127445.0,0.127445,1274.45,1198.81,1198.81,1.0,221817.0,2.21817,221.817,1.0
