,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,"If natural fertilizer used, type",How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of MIXED fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
11395,50.0,1.0,7.0,2.0,12.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,95.0,204.31,43.05,15.0,0.0,15.0,0.0,4.85,213893.0,0.213893,2138.93,2138.93,2138.93,1.25,223704.0,2.23704,223.704,30.0
11396,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,4.0,1.0,0.0,4.0,292.42,15.0,0.0,0.0,0.0,0.0,1.7379636249456547,18005.0,0.018005,180.05,1369.1838170877845,1380.4153842809528,1.0,38224.0,0.38224,38.224,4.0
11397,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,8.0,292.42,19.5,0.0,0.0,0.0,0.0,1.7379636249456547,83810.0,0.08381,838.1,1369.1838170877845,1380.4153842809528,4.365420969768752,177926.0,1.77926,177.926,0.0
11399,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,12.0,292.42,45.0,25.0,25.0,0.0,0.0,1.7379636249456547,295877.0,0.295877,2958.77,1369.1838170877845,1380.4153842809528,1.5,628135.0,6.28135,628.135,50.0
11400,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,12.0,292.42,27.0,0.0,0.0,0.0,0.0,1.7379636249456547,116525.0,0.116525,1165.25,1369.1838170877845,1380.4153842809528,1.0,247378.0,2.47378,247.378,0.0
11402,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,12.0,292.42,42.0,25.0,25.0,0.0,0.0,1.7379636249456547,222371.0,0.222371,2223.71,1369.1838170877845,1380.4153842809528,2.0,472085.0,4.72085,472.085,50.0
11403,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,16.0,292.42,27.0,0.0,0.0,0.0,0.0,1.7379636249456547,144919.0,0.144919,1449.19,1369.1838170877845,1380.4153842809528,4.365420969768752,307657.0,3.07657,307.657,1.0
11408,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,20.0,292.42,9.0,0.0,0.0,0.0,0.0,1.7379636249456547,33837.0,0.033837,338.37,1369.1838170877845,1380.4153842809528,3.0,71834.0,0.71834,71.834,0.0
11412,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,9.0,1.0,2.0,100.0,1.0,1.0,0.0,24.0,292.42,73.5,0.0,0.0,0.0,0.0,1.7379636249456547,394507.0,0.394507,3945.07,1369.1838170877845,1380.4153842809528,4.365420969768752,837523.0,8.37523,837.523,9.0
11415,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,28.0,292.42,30.0,15.0,15.0,0.0,0.0,1.7379636249456547,129570.0,0.12957,1295.7,1369.1838170877845,1380.4153842809528,1.0,275072.0,2.75072,275.072,30.0
11416,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,28.0,292.42,67.5,0.0,0.0,0.0,0.0,1.7379636249456547,338805.0,0.338805,3388.05,1369.1838170877845,1380.4153842809528,2.0,719270.0,7.1927,719.27,0.0
11418,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,32.0,292.42,9.0,0.0,0.0,0.0,0.0,1.7379636249456547,48663.0,0.048663,486.63,1369.1838170877845,1380.4153842809528,4.365420969768752,103310.0,1.0331,103.31,0.0
11419,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,32.0,292.42,54.0,0.0,0.0,0.0,0.0,1.7379636249456547,275418.0,0.275418,2754.18,1369.1838170877845,1380.4153842809528,4.365420969768752,584701.0,5.84701,584.701,0.0
11423,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,36.0,292.42,13.5,0.0,0.0,0.0,0.0,1.7379636249456547,91727.0,0.091727,917.27,1369.1838170877845,1380.4153842809528,3.0,194733.0,1.94733,194.733,0.0
11424,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,36.0,292.42,16.5,0.0,0.0,0.0,0.0,1.7379636249456547,94355.0,0.094355,943.55,1369.1838170877845,1380.4153842809528,4.0,200312.0,2.00312,200.312,0.0
11425,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,36.0,292.42,9.0,0.0,0.0,0.0,0.0,1.7379636249456547,65115.0,0.065115,651.15,1369.1838170877845,1380.4153842809528,3.0,138236.0,1.38236,138.236,0.0
11427,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,40.0,292.42,6.0,0.0,0.0,0.0,0.0,1.7379636249456547,27599.0,0.027599,275.99,1369.1838170877845,1380.4153842809528,4.365420969768752,58592.0,0.58592,58.592,1.0
11428,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,44.0,292.42,48.0,0.0,0.0,0.0,0.0,1.7379636249456547,267204.0,0.267204,2672.04,1369.1838170877845,1380.4153842809528,1.0,567263.0,5.67263,567.263,0.0
11429,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,44.0,292.42,30.0,0.0,0.0,0.0,0.0,1.7379636249456547,213520.0,0.21352,2135.2,1369.1838170877845,1380.4153842809528,1.0,453294.0,4.53294,453.294,0.0
11430,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,48.0,292.42,10.5,0.0,0.0,0.0,0.0,1.7379636249456547,54158.0,0.054158,541.58,1369.1838170877845,1380.4153842809528,4.365420969768752,114975.0,1.14975,114.975,0.0
11434,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,48.0,292.42,39.5,25.0,0.0,0.0,0.0,1.7379636249456547,164661.0,0.164661,1646.61,1369.1838170877845,1380.4153842809528,4.365420969768752,349569.0,3.49569,349.569,25.0
11436,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,52.0,292.42,9.0,0.0,0.0,0.0,0.0,1.7379636249456547,17047.0,0.017047,170.47,1369.1838170877845,1380.4153842809528,8.0,36190.0,0.3619,36.19,0.0
11437,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,52.0,292.42,48.0,4.5,0.0,0.0,0.0,1.7379636249456547,243380.0,0.24338,2433.8,1369.1838170877845,1380.4153842809528,1.0,516686.0,5.16686,516.686,4.5
11439,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,56.0,292.42,18.0,0.0,0.0,0.0,0.0,1.7379636249456547,78940.0,0.07894,789.4,1369.1838170877845,1380.4153842809528,4.365420969768752,167586.0,1.67586,167.586,1.0
11441,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,56.0,292.42,75.0,0.0,0.0,0.0,0.0,1.7379636249456547,463256.0,0.463256,4632.56,1369.1838170877845,1380.4153842809528,4.365420969768752,983474.0,9.83474,983.474,0.0
11446,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,60.0,292.42,78.0,50.0,25.0,0.0,0.0,1.7379636249456547,528085.0,0.528085,5280.85,1369.1838170877845,1380.4153842809528,2.0,1121104.0,11.21104,1121.104,75.0
11447,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,60.0,292.42,84.0,25.0,25.0,0.0,0.0,1.7379636249456547,578553.0,0.578553,5785.53,1369.1838170877845,1380.4153842809528,2.25,1228245.0,12.28245,1228.245,50.0
11449,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,64.0,292.42,12.0,0.0,0.0,0.0,0.0,1.7379636249456547,51533.0,0.051533,515.33,1369.1838170877845,1380.4153842809528,4.365420969768752,109403.0,1.09403,109.403,1.0
11452,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,64.0,292.42,45.0,200.0,20.0,0.0,0.0,1.7379636249456547,258755.0,0.258755,2587.55,1369.1838170877845,1380.4153842809528,4.365420969768752,549327.0,5.49327,549.327,220.0
11455,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,64.0,292.42,24.0,0.0,0.0,0.0,0.0,1.7379636249456547,120356.0,0.120356,1203.56,1369.1838170877845,1380.4153842809528,4.365420969768752,255511.0,2.55511,255.511,0.0
11460,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,76.0,292.42,30.0,0.0,0.0,0.0,0.0,1.7379636249456547,198273.0,0.198273,1982.73,1369.1838170877845,1380.4153842809528,1.33,420925.0,4.20925,420.925,0.0
11461,50.0,1.0,7.0,2.0,14.0,9.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,76.0,292.42,21.0,0.0,0.0,0.0,0.0,1.7379636249456547,130134.0,0.130134,1301.34,1369.1838170877845,1380.4153842809528,1.5,276269.0,2.76269,276.269,0.0
11462,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,1.0,1.0,0.0,80.0,292.42,10.5,0.0,0.0,0.0,0.0,1.7379636249456547,29840.0,0.02984,298.4,1369.1838170877845,1380.4153842809528,4.365420969768752,63349.0,0.63349,63.349,4.0
11465,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,20.0,1.0,1.0,0.0,80.0,292.42,15.2,0.0,0.0,0.0,0.0,1.7379636249456547,42720.0,0.04272,427.2,1369.1838170877845,1380.4153842809528,4.365420969768752,90693.0,0.90693,90.693,0.0
11466,50.0,1.0,7.0,2.0,14.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,80.0,292.42,52.5,0.0,0.0,0.0,0.0,1.7379636249456547,316006.0,0.316006,3160.06,1369.1838170877845,1380.4153842809528,4.365420969768752,670868.0,6.70868,670.868,0.0
11469,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,1.0,227.26,60.16,0.0,0.0,0.0,0.0,2.6,457258.0,0.457258,4572.58,4572.58,4572.58,1.5,892225.0,8.92225,892.225,0.0
11482,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,5.0,227.26,45.0,0.0,0.0,0.0,0.0,2.18,134438.0,0.134438,1344.38,1344.38,1344.38,0.75,262323.0,2.62323,262.323,0.0
11483,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,5.0,227.26,25.0,0.0,0.0,0.0,0.0,4.79,77617.0,0.077617,776.17,776.17,776.17,0.25,151450.0,1.5145,151.45,0.0
11496,50.0,1.0,7.0,2.0,19.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,31.0,227.26,45.0,0.0,0.0,0.0,0.0,1.35,160319.0,0.160319,1603.19,1603.19,1603.19,1.0,312823.0,3.12823,312.823,0.0
11499,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,33.0,227.26,20.05,0.0,0.0,0.0,0.0,4.38,181980.0,0.18198,1819.8,1819.8,1819.8,1.0,355088.0,3.55088,355.088,0.0
11501,50.0,1.0,7.0,2.0,19.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,40.0,227.26,10.8,0.0,0.0,0.0,0.0,3.24,26675.0,0.026675,266.75,266.75,266.75,40.0,52050.0,0.5205,52.05,2.0
11502,50.0,1.0,7.0,2.0,19.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,40.0,227.26,4.8,0.0,0.0,0.0,0.0,2.53,11699.0,0.011699,116.99,116.99,116.99,20.0,22828.0,0.22828,22.828,2.0
11503,50.0,1.0,7.0,2.0,19.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,40.0,227.26,12.0,0.0,0.0,0.0,0.0,1.82,39208.0,0.039208,392.08,392.08,392.08,50.0,76505.0,0.76505,76.505,2.0
11504,50.0,1.0,7.0,2.0,19.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,40.0,227.26,15.0,0.0,0.0,0.0,0.0,4.21,47867.0,0.047867,478.67,478.67,478.67,1.0,93401.0,0.93401,93.401,2.0
11505,50.0,1.0,7.0,2.0,19.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,40.0,227.26,18.0,0.0,0.0,0.0,0.0,3.13,59967.0,0.059967,599.67,599.67,599.67,0.25,117011.0,1.17011,117.011,2.0
11516,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,48.0,227.26,66.0,0.0,0.0,0.0,0.0,2.76,420555.0,0.420555,4205.55,4205.55,4205.55,2.0,820608.0,8.20608,820.608,0.0
11518,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,52.0,227.26,75.2,0.0,0.0,0.0,0.0,1.5,63502.0,0.063502,635.02,635.02,635.02,0.25,123909.0,1.23909,123.909,0.0
11522,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,56.0,227.26,12.0,0.0,0.0,0.0,0.0,1.09,17855.0,0.017855,178.55,178.55,178.55,3.0,34840.0,0.3484,34.84,0.0
11526,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,56.0,227.26,70.0,0.0,0.0,0.0,0.0,1.25,54661.0,0.054661,546.61,546.61,546.61,0.25,106657.0,1.06657,106.657,0.0
11533,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,60.0,227.26,37.6,0.0,0.0,0.0,0.0,3.09,204901.0,0.204901,2049.01,2049.01,2049.01,1.0,399813.0,3.99813,399.813,0.0
11534,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,64.0,227.26,12.5,0.0,0.0,0.0,0.0,4.71,28665.0,0.028665,286.65,286.65,286.65,20.0,55932.0,0.55932,55.932,1.0
11535,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,64.0,227.26,62.5,0.0,0.0,0.0,0.0,3.62,416688.0,0.416688,4166.88,4166.88,4166.88,2.0,813062.0,8.13062,813.062,1.0
11539,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,72.0,227.26,41.5,0.0,0.0,0.0,0.0,1.57,175419.0,0.175419,1754.19,1754.19,1754.19,1.0,342287.0,3.42287,342.287,2.0
11544,50.0,1.0,7.0,2.0,19.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,72.0,227.26,46.25,0.0,0.0,0.0,0.0,3.76,271712.0,0.271712,2717.12,2717.12,2717.12,1.25,530178.0,5.30178,530.178,1.0
11547,50.0,1.0,7.0,2.0,19.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,80.0,227.26,18.0,0.0,0.0,0.0,0.0,1.7,101119.0,0.101119,1011.19,1011.19,1011.19,0.25,197309.0,1.97309,197.309,0.0
11551,50.0,1.0,7.0,2.0,19.0,7.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,1.0,1.0,0.0,80.0,227.26,8.4,0.0,0.0,0.0,0.0,0.13,46645.0,0.046645,466.45,466.45,466.45,0.25,91016.0,0.91016,91.016,0.0
11568,50.0,1.0,7.0,2.0,21.0,4.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,4.0,100.0,3.0,1.0,0.0,10.0,274.68,8.0,0.0,0.0,0.0,0.0,0.65,20453.0,0.020453,204.53,204.53,204.53,7.0,42782.0,0.42782,42.782,0.0
