,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevension/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of chemical fertilizer used,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
17414,3.0,2.0,3.0,18.0,6.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,542.19,2.0,0.0,142.19,40.239999999999995,0.0
17418,3.0,2.0,3.0,18.0,6.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,13.0,542.19,3.8,0.0,2788.6699999999996,789.1899999999999,0.0
17424,3.0,2.0,3.0,18.0,6.0,1.0,1.0,8.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,13.0,542.19,2.4,0.0,2215.24,626.91,0.0
17434,3.0,2.0,3.0,18.0,6.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,28.0,542.19,4.0,0.0,190.54999999999998,53.93,0.0
17436,3.0,2.0,3.0,18.0,6.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,28.0,542.19,5.0,0.0,2240.69,634.12,0.0
17443,3.0,2.0,3.0,18.0,6.0,1.0,1.0,5.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,34.0,542.19,2.3,0.0,176.75,50.019999999999996,0.0
17453,3.0,2.0,3.0,18.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,46.0,542.19,10.0,0.0,3849.9100000000003,1089.53,0.0
17456,3.0,2.0,3.0,18.0,6.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,54.0,542.19,4.3,0.0,347.26,98.28,0.0
17466,3.0,2.0,3.0,18.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,62.0,542.19,4.0,0.0,876.29,247.99,0.0
17472,3.0,2.0,3.0,18.0,6.0,1.0,1.0,3.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,72.0,542.19,2.7,0.0,320.76,90.78,0.0
17476,3.0,2.0,3.0,18.0,6.0,1.0,1.0,3.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,82.0,542.19,3.2,0.0,144.42999999999998,40.87,0.0
17478,3.0,2.0,3.0,18.0,6.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,82.0,542.19,5.0,0.0,698.87,197.78,0.0
17483,3.0,2.0,3.0,18.0,6.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,86.0,542.19,4.0,0.0,1698.6000000000001,480.70000000000005,0.0
17492,3.0,2.0,3.0,18.0,6.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,112.0,542.19,4.8,0.0,1463.2,414.09000000000003,0.0
17500,3.0,2.0,3.0,18.0,6.0,1.0,1.0,5.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,120.0,542.19,5.0,0.0,334.76,94.74000000000001,0.0
17503,3.0,2.0,3.0,18.0,6.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,124.0,542.19,4.0,0.0,1057.28,299.21000000000004,0.0
17504,3.0,2.0,3.0,18.0,6.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,124.0,542.19,3.2,0.0,195.05,55.2,0.0
17508,3.0,2.0,3.0,18.0,6.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,132.0,542.19,2.7,0.0,272.12,77.01,0.0
17601,3.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,542.19,3.45,0.0,836.23,334.49,0.0
17603,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,542.19,10.76,0.0,1388.74,555.5,0.0
17618,3.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,31.0,542.19,34.9,0.0,3519.92,1407.97,0.0
17622,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,41.0,542.19,8.65,0.0,1009.97,403.99,0.0
17625,3.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,46.0,542.19,9.83,0.0,3242.4599999999996,1296.98,0.0
17647,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,124.0,542.19,16.24,0.0,1845.29,738.12,0.0
17656,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,542.19,9.69,0.0,962.3900000000001,384.96000000000004,0.0
17784,3.0,2.0,4.0,16.0,7.0,1.0,1.0,8.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,548.42,9.6,0.0,1463.5300000000002,115.61999999999999,0.0
17786,3.0,2.0,4.0,16.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,11.0,548.42,5.84,0.0,1134.9199999999998,89.66,0.0
17792,3.0,2.0,4.0,16.0,7.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,16.0,548.42,2.24,0.0,637.83,50.39,0.0
17796,3.0,2.0,4.0,16.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,26.0,548.42,0.93,0.0,401.3,31.7,0.0
17797,3.0,2.0,4.0,16.0,7.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,26.0,548.42,1.89,0.0,594.49,46.97,0.0
17801,3.0,2.0,4.0,16.0,7.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,31.0,548.42,1.82,0.0,542.4699999999999,42.86,0.0
17821,3.0,2.0,4.0,16.0,7.0,1.0,1.0,5.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,86.0,548.42,0.85,0.0,391.20000000000005,30.91,0.0
17822,3.0,2.0,4.0,16.0,7.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,86.0,548.42,4.94,0.0,520.0,41.08,0.0
17828,3.0,2.0,4.0,16.0,7.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,91.0,548.42,9.81,0.0,1148.25,90.71000000000001,0.0
17831,3.0,2.0,4.0,16.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,101.0,548.42,2.22,0.0,470.09000000000003,37.14,0.0
17843,3.0,2.0,4.0,16.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,121.0,548.42,6.35,0.0,2473.59,195.41,0.0
17845,3.0,2.0,4.0,16.0,7.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,121.0,548.42,4.34,0.0,290.71,22.97,0.0
17953,3.0,2.0,4.0,30.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,550.37,8.0,0.0,2246.5299999999997,287.56,0.0
17957,3.0,2.0,4.0,30.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,15.0,550.37,12.0,0.0,2719.86,348.14,0.0
17959,3.0,2.0,4.0,30.0,6.0,1.0,1.0,5.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,550.37,0.2,0.0,105.74,13.54,0.0
17966,3.0,2.0,4.0,30.0,6.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,21.0,550.37,30.0,0.0,2031.48,260.03,0.0
17969,3.0,2.0,4.0,30.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,34.0,550.37,5.0,0.0,1300.64,166.48000000000002,0.0
17981,3.0,2.0,4.0,30.0,6.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,59.0,550.37,22.0,0.0,2465.25,315.55,0.0
17989,3.0,2.0,4.0,30.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,84.0,550.37,4.0,0.0,2599.73,332.77,0.0
18004,3.0,2.0,4.0,30.0,6.0,1.0,1.0,4.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,105.0,550.37,10.0,0.0,2470.4,316.21000000000004,0.0
18029,3.0,2.0,4.0,30.0,6.0,1.0,1.0,4.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,140.0,550.37,16.0,0.0,2200.87,281.71,0.0
18035,3.0,2.0,4.0,30.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,146.0,550.37,10.0,0.0,1269.0000000000002,162.43,0.0
18043,3.0,2.0,4.0,30.0,6.0,2.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,159.0,550.37,15.0,0.0,1462.1899999999998,187.16,0.0
18050,3.0,2.0,4.0,30.0,6.0,1.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,166.0,550.37,12.0,0.0,3402.9700000000003,435.58000000000004,0.0
18054,3.0,2.0,4.0,30.0,6.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,179.0,550.37,4.0,0.0,955.4899999999999,122.30000000000001,0.0
18063,3.0,2.0,4.0,30.0,6.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,185.0,550.37,7.0,0.0,811.1999999999999,103.83,0.0
18075,3.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,570.95,8.0,0.0,976.79,140.66,0.0
18079,3.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,14.0,570.95,12.0,0.0,1296.4,186.68,0.0
18085,3.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,26.0,570.95,13.0,0.0,1686.13,242.79999999999998,0.0
18087,3.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,26.0,570.95,32.0,0.0,4112.62,592.22,0.0
18090,3.0,2.0,5.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,34.0,570.95,3.0,0.0,402.38000000000005,57.940000000000005,0.0
18095,3.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,50.0,570.95,42.5,0.0,4510.71,649.54,0.0
18105,3.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,70.0,570.95,23.5,0.0,2618.74,377.09999999999997,0.0
18109,3.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,74.0,570.95,4.0,0.0,642.51,92.52,0.0
18112,3.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,86.0,570.95,17.0,0.0,1295.51,186.54999999999998,0.0
18119,3.0,2.0,5.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,529.81,20.0,0.0,2315.36,319.52,0.0
18214,3.0,2.0,5.0,16.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,542.19,22.0,0.0,2257.11,483.02,0.0
18218,3.0,2.0,5.0,16.0,7.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,542.19,18.0,0.0,1839.74,393.7,0.0
18221,3.0,2.0,5.0,16.0,7.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,13.0,542.19,13.0,0.0,1619.12,346.49,0.0
18224,3.0,2.0,5.0,16.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,22.0,542.19,8.0,0.0,889.5500000000001,190.35999999999999,0.0
18227,3.0,2.0,5.0,16.0,7.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,26.0,542.19,12.0,0.0,1120.96,239.89,0.0
18231,3.0,2.0,5.0,16.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,34.0,542.19,10.0,0.0,920.02,196.88000000000002,0.0
18236,3.0,2.0,5.0,16.0,7.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,39.0,542.19,10.0,0.0,1057.81,226.37,0.0
18237,3.0,2.0,5.0,16.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,51.0,542.19,8.0,0.0,869.94,186.17,0.0
18244,3.0,2.0,5.0,16.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,63.0,542.19,12.0,0.0,1254.16,268.39,0.0
18247,3.0,2.0,5.0,16.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,76.0,542.19,16.1,0.0,1394.17,298.34999999999997,0.0
18251,3.0,2.0,5.0,16.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,85.0,542.19,40.0,0.0,4064.56,869.8199999999999,0.0
18252,3.0,2.0,5.0,16.0,7.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,89.0,542.19,10.0,0.0,704.3000000000001,150.72,0.0
18257,3.0,2.0,5.0,16.0,7.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,97.0,542.19,14.0,0.0,1266.34,271.0,0.0
18259,3.0,2.0,5.0,16.0,7.0,1.0,1.0,5.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,97.0,542.19,0.8,0.0,68.42,14.64,0.0
18263,3.0,2.0,5.0,16.0,7.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,109.0,542.19,13.0,0.0,1203.08,257.46000000000004,0.0
18265,3.0,2.0,5.0,16.0,7.0,2.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,122.0,542.19,6.0,0.0,572.25,122.46,0.0
18373,3.0,2.0,5.0,26.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,33.0,529.81,0.77,0.0,118.58,23.84,0.0
18380,3.0,2.0,5.0,26.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,55.0,529.81,4.2,0.0,365.13,73.39,0.0
18388,3.0,2.0,5.0,26.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,70.0,529.81,21.0,0.0,1720.6599999999999,345.84999999999997,0.0
18396,3.0,2.0,5.0,26.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,80.0,529.81,3.5,0.0,981.87,197.36,0.0
18427,3.0,2.0,5.0,26.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,155.0,529.81,18.75,0.0,691.34,138.96,0.0
18430,3.0,2.0,6.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,542.19,3.04,0.0,1203.77,299.74,0.0
18431,3.0,2.0,6.0,9.0,6.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,542.19,2.54,0.0,1003.3499999999999,249.82999999999998,0.0
18436,3.0,2.0,6.0,9.0,6.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,542.19,1.86,0.0,1897.9099999999999,472.5799999999999,0.0
18450,3.0,2.0,6.0,9.0,6.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,20.0,542.19,2.48,0.0,2316.19,576.73,0.0
18457,3.0,2.0,6.0,9.0,6.0,1.0,1.0,10.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,20.0,542.19,1.86,0.0,1601.39,398.75,0.0
18463,3.0,2.0,6.0,9.0,6.0,1.0,1.0,3.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,30.0,542.19,1.86,0.0,455.17,113.34,0.0
18473,3.0,2.0,6.0,9.0,6.0,1.0,1.0,8.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,36.0,542.19,5.58,0.0,1943.4499999999998,483.92,0.0
18484,3.0,2.0,6.0,9.0,6.0,1.0,1.0,2.0,11.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,47.0,542.19,3.53,0.0,1729.63,430.68,0.0
18485,3.0,2.0,6.0,9.0,6.0,1.0,1.0,2.0,14.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,47.0,542.19,0.19,0.0,126.9,31.6,0.0
18504,3.0,2.0,6.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,67.0,542.19,2.48,0.0,1774.2,441.78,0.0
18516,3.0,2.0,6.0,9.0,6.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,78.0,542.19,1.24,0.0,911.9,227.06,0.0
18532,3.0,2.0,6.0,9.0,6.0,1.0,1.0,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,93.0,542.19,4.46,0.0,1761.1699999999998,438.53,0.0
18533,3.0,2.0,6.0,9.0,6.0,1.0,1.0,3.0,1.0,2.0,6.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,93.0,542.19,1.75,0.0,369.77000000000004,92.07,0.0
18535,3.0,2.0,6.0,9.0,6.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,93.0,542.19,7.18,0.0,2969.4500000000003,739.39,0.0
18537,3.0,2.0,6.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,98.0,542.19,2.48,0.0,1167.86,290.8,0.0
18549,3.0,2.0,6.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,108.0,542.19,1.86,0.0,1621.56,403.77,0.0
18554,3.0,2.0,6.0,9.0,6.0,1.0,1.0,3.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,125.0,542.19,1.86,0.0,1809.72,450.62,0.0
18591,3.0,2.0,6.0,9.0,6.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,145.0,542.19,3.72,0.0,2541.06,632.72,0.0
18605,3.0,2.0,7.0,3.0,8.0,1.0,1.0,1.0,5.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,564.32,4.1,0.0,702.5000000000001,63.93,0.0
18607,3.0,2.0,7.0,3.0,8.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,564.32,3.9,0.0,2161.2000000000003,196.67,0.0
