,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevention/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,APERCENT,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of UREA chemical fertilizer used,Quantity of DAP chemical fertilizer used,Quantity of Both UREA and DAP chemical fertilizer used,CERROR,AREB,Enumerator Area,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
11807,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,80.0,643.15,25.0,0.0,0.0,0.0,0.16,333889.0,1185.3746742546282,3338.89,347.245,0.0
11810,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,75.0,1.0,90.0,643.15,15.0,0.0,0.0,0.0,2.08,22543.0,225.43,225.43,23.445,0.0
11814,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,96.0,643.15,20.0,0.0,0.0,0.0,0.75,138129.0,1381.29,1381.29,143.654,0.0
11815,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,96.0,643.15,32.0,0.0,0.0,0.0,0.9,124770.0,1247.7,1247.7,129.761,0.0
11827,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,106.0,643.15,14.0,0.0,0.0,0.0,1.57,83539.0,835.39,835.39,86.881,0.0
11832,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,111.0,643.15,11.0,0.0,0.0,0.0,1.16,148566.0,1485.66,1485.66,154.509,0.0
11833,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,111.0,643.15,22.0,0.0,0.0,0.0,1.84,231231.0,2312.31,2312.31,240.48,0.0
11834,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,7.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,80.0,1.0,111.0,643.15,8.0,0.0,0.0,0.0,0.71,110394.0,1103.94,1103.94,114.81,0.0
11841,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,126.0,643.15,24.0,0.0,0.0,0.0,0.36,168688.0,1676.19,1686.88,175.436,0.0
11847,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,643.15,25.0,0.0,0.0,0.0,0.56,228539.0,2285.39,2285.39,237.681,0.0
11848,50.0,3.0,1.0,5.0,15.0,4.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,136.0,643.15,2.0,0.0,0.0,0.0,0.28,19332.0,193.32,193.32,20.105,0.0
11852,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,141.0,643.15,25.0,0.0,0.0,0.0,0.05,116848.0,1168.48,1168.48,121.522,0.0
11859,50.0,3.0,1.0,5.0,15.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,151.0,643.15,50.0,0.0,0.0,0.0,0.68,320080.0,3200.8,3200.8,332.883,0.0
11861,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,3.0,693.62,30.0,0.0,0.0,0.0,3.66,185340.0,1853.4,1853.4,494.858,0.0
11862,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,693.62,40.0,0.0,0.0,0.0,0.62,330499.0,3191.5,3304.99,882.432,0.0
11864,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,3.0,693.62,23.0,0.0,0.0,0.0,2.96,141255.0,1537.02,1412.55,377.151,0.0
11866,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,3.0,693.62,4.0,0.0,0.0,0.0,1.05,20561.0,205.61,205.61,54.898,0.0
11867,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,3.0,693.62,25.0,0.0,0.0,0.0,0.7,171930.0,1719.3,1719.3,459.053,0.0
11868,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,12.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,3.0,693.62,16.0,0.0,0.0,0.0,1.86,77223.0,772.23,772.23,206.185,0.0
11872,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,11.0,693.62,30.0,0.0,0.0,0.0,0.69,223354.0,2233.54,2233.54,596.355,0.0
11875,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,11.0,693.62,20.0,0.0,0.0,0.0,0.93,102938.0,1029.38,1029.38,274.844,0.0
11876,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,15.0,693.62,25.0,0.0,0.0,0.0,1.17,294480.0,2944.8,2944.8,786.262,0.0
11880,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,23.0,693.62,20.0,0.0,0.0,0.0,0.86,123041.0,1230.41,1230.41,328.519,0.0
11881,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,23.0,693.62,18.0,0.0,0.0,0.0,4.42,87715.0,877.17,877.15,234.199,0.0
11882,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,35.0,693.62,10.0,0.0,0.0,0.0,1.9,76679.0,766.79,766.79,204.733,0.0
11886,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,35.0,693.62,40.0,0.0,0.0,0.0,0.51,182800.0,1825.0,1828.0,488.076,0.0
11887,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,35.0,693.62,20.0,0.0,0.0,0.0,0.6,192797.0,1927.97,1927.97,514.768,0.0
11889,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,100.0,1.0,39.0,693.62,22.0,0.0,0.0,0.0,0.07,143498.0,1434.89,1434.98,383.14,0.0
11890,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,39.0,693.62,15.0,0.0,0.0,0.0,1.19,54391.0,545.17,543.91,145.224,0.0
11891,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,39.0,693.62,17.0,0.0,0.0,0.0,0.63,121443.0,1214.43,1214.43,324.253,0.0
11892,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,39.0,693.62,25.0,0.0,0.0,0.0,1.15,139863.0,1401.62,1398.63,373.434,0.0
11894,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,51.0,693.62,3.0,0.0,0.0,0.0,1.32,146565.0,1465.65,1465.65,391.329,0.0
11895,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,51.0,693.62,30.0,0.0,0.0,0.0,1.52,251139.0,1185.3746742546282,2511.39,670.541,0.0
11896,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,51.0,693.62,15.0,0.0,0.0,0.0,0.86,401954.0,4019.54,4019.54,1073.217,0.0
11897,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,51.0,693.62,10.0,0.0,0.0,0.0,1.4,41149.0,411.49,411.49,109.868,0.0
11898,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,59.0,693.62,25.0,0.0,0.0,0.0,0.42,300932.0,3009.32,3009.32,803.488,0.0
11900,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,71.0,693.62,14.0,0.0,0.0,0.0,0.9,254236.0,2541.56,2542.36,678.81,0.0
11901,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,5.0,2.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,71.0,693.62,30.0,0.0,0.0,0.0,0.48,269342.0,2693.42,2693.42,719.143,0.0
11904,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,75.0,693.62,28.0,0.0,0.0,0.0,0.9,254236.0,2542.36,2542.36,678.81,0.0
11905,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,75.0,693.62,39.0,0.0,0.0,0.0,0.98,332008.0,3319.24,3320.08,886.461,0.0
11906,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,75.0,693.62,32.0,0.0,0.0,0.0,0.77,322664.0,3226.64,3226.64,861.513,0.0
11907,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,75.0,693.62,18.0,0.0,0.0,0.0,0.24,147369.0,1573.69,1573.69,393.475,0.0
11908,50.0,3.0,1.0,5.0,18.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,83.0,693.62,30.0,0.0,0.0,0.0,1.01,350914.0,3493.46,3509.14,936.94,0.0
11909,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,87.0,693.62,6.0,0.0,0.0,0.0,0.58,56218.0,562.18,562.18,150.102,0.0
11911,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,96.0,693.62,30.0,0.0,0.0,0.0,0.95,266552.0,2665.52,2665.52,711.694,0.0
11917,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,108.0,693.62,50.0,0.0,0.0,0.0,0.07,270494.0,1892.6,2704.94,722.219,0.0
11925,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,112.0,693.62,31.0,0.0,0.0,0.0,0.81,237190.0,2371.9,2371.9,633.297,0.0
11926,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,112.0,693.62,20.0,0.0,0.0,0.0,0.45,172134.0,1721.34,1721.34,459.598,0.0
11928,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,112.0,693.62,10.0,0.0,0.0,0.0,1.27,73041.0,730.41,730.41,195.019,0.0
11929,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,112.0,693.62,33.0,0.0,0.0,0.0,4.13,230685.0,2316.53,2306.85,615.929,0.0
11930,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,120.0,693.62,30.0,0.0,0.0,0.0,0.35,251640.0,2516.4,2516.4,671.879,0.0
11932,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,120.0,693.62,40.0,0.0,0.0,0.0,0.6,379377.0,3793.77,3793.77,1012.937,0.0
11933,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,100.0,1.0,120.0,693.62,38.0,0.0,0.0,0.0,0.48,352380.0,3495.3,3523.8,940.855,0.0
11935,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,7.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,120.0,693.62,50.0,0.0,0.0,0.0,0.5,407845.0,4078.45,4078.45,1088.946,0.0
11936,50.0,3.0,1.0,5.0,18.0,2.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,120.0,693.62,35.0,0.0,0.0,0.0,0.91,393781.0,3937.81,3937.81,1051.395,0.0
12043,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,5.0,675.13,9.0,0.0,0.0,0.0,1.21,98321.0,983.21,983.21,136.666,0.0
12045,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,4.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,75.0,1.0,5.0,675.13,22.5,0.0,0.0,0.0,0.88,173530.0,1735.3,1735.3,241.207,0.0
12046,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,5.0,675.13,36.0,0.0,0.0,0.0,2.78,302811.0,3028.3,3028.11,420.907,0.0
12050,50.0,3.0,1.0,8.0,28.0,3.0,2.0,1.0,3.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,1.0,17.0,675.13,1.5,0.0,0.0,0.0,0.98,21421.0,214.21,214.21,29.775,0.0
12059,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,35.0,675.13,20.0,0.0,0.0,0.0,1.1,151826.0,1518.26,1518.26,211.038,0.0
12061,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,35.0,675.13,22.5,0.0,0.0,0.0,1.27,112342.0,1123.42,1123.42,156.155,0.0
12068,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,1.0,10.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,53.0,675.13,1.5,0.0,0.0,0.0,0.71,12085.0,120.85,120.85,16.798,0.0
12070,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,1.0,12.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,53.0,675.13,0.75,0.0,0.0,0.0,1.6,10445.0,104.45,104.45,14.519,0.0
12072,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,53.0,675.13,27.0,0.0,0.0,0.0,0.7,178927.0,1789.27,1789.27,248.709,0.0
12074,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,1.0,53.0,675.13,45.5,0.0,0.0,0.0,1.22,217506.0,2175.06,2175.06,302.333,0.0
12077,50.0,3.0,1.0,8.0,28.0,3.0,2.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,59.0,675.13,27.0,0.0,0.0,0.0,0.19,202850.0,2028.5,2028.5,281.962,0.0
12083,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,77.0,675.13,18.75,0.0,0.0,0.0,4.31,151304.0,1513.04,1513.04,210.313,0.0
12084,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,77.0,675.13,16.4,0.0,0.0,0.0,0.69,118266.0,1182.66,1182.66,164.39,0.0
12085,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,6.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,77.0,675.13,16.4,0.0,0.0,0.0,1.06,94108.0,941.08,941.08,130.81,0.0
12087,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,7.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,67.0,1.0,77.0,675.13,21.0,0.0,0.0,0.0,0.88,153768.0,1537.68,1537.68,213.738,0.0
12089,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,8.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,60.0,1.0,77.0,675.13,18.75,0.0,0.0,0.0,1.65,121697.0,1216.97,1216.97,169.159,0.0
12092,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,89.0,675.13,18.75,0.0,0.0,0.0,0.84,164019.0,1640.19,1640.19,227.986,0.0
12093,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,100.0,1.0,89.0,675.13,63.0,0.0,0.0,0.0,0.97,351668.0,3516.68,3516.68,488.819,0.0
12099,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,95.0,675.13,30.0,0.0,0.0,0.0,0.78,268753.0,2687.53,2687.53,373.567,0.0
12101,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,95.0,675.13,22.5,0.0,0.0,0.0,1.35,98741.0,987.41,987.41,137.25,0.0
12108,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,6.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,107.0,675.13,16.5,0.0,0.0,0.0,0.84,126611.0,1266.11,1266.11,175.989,0.0
12113,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,113.0,675.13,15.0,0.0,0.0,0.0,0.79,108914.0,1089.14,1089.14,151.39,0.0
12114,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,675.13,27.0,0.0,0.0,0.0,1.1,204526.0,2045.26,2045.26,284.291,0.0
12122,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,4.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,125.0,675.13,18.75,0.0,0.0,0.0,0.64,88329.0,883.29,883.29,122.777,0.0
12123,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,125.0,675.13,27.0,0.0,0.0,0.0,1.66,222879.0,2228.79,2228.79,309.802,0.0
12125,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,7.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,125.0,675.13,20.25,0.0,0.0,0.0,0.71,187645.0,1876.45,1876.45,260.827,0.0
12129,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,131.0,675.13,26.25,0.0,0.0,0.0,2.0,165024.0,1650.24,1650.24,229.383,0.0
12132,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,5.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,131.0,675.13,22.5,0.0,0.0,0.0,0.98,101232.0,1012.32,1012.32,140.712,0.0
12134,50.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,6.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,131.0,675.13,27.0,0.0,0.0,0.0,1.38,302876.0,3028.76,3028.76,420.998,0.0
