,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Holder Condition,Production Of Condition in Kg,Fertilizer Quantity
14182,3.0,1.0,4.0,18.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,84.0,223.51,20.0,0.0,0.0,0.0,0.0,395.0,0.25,84.0,72.68,0.0
14183,3.0,1.0,4.0,18.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,84.0,223.51,15.0,0.0,0.0,0.0,0.0,563.0,0.25,84.0,103.592,0.0
14186,3.0,1.0,4.0,18.0,2.0,1.0,2.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,50.0,84.0,223.51,25.0,0.0,0.0,0.0,0.0,1250.0,1.0,84.0,230.0,0.0
14187,3.0,1.0,4.0,23.0,7.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,247.71,40.0,10.0,0.0,0.0,30.0,1927.0,1.0,101.0,319.882,40.0
14188,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,11.0,247.71,30.0,12.0,0.0,0.0,12.0,2313.0,1.0,101.0,383.958,24.0
14190,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,18.0,247.71,30.0,0.0,0.0,0.0,0.0,2181.0,1.0,101.0,362.046,0.0
14193,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,25.0,247.71,50.0,0.0,0.0,0.0,0.0,1829.0,0.75,101.0,303.614,0.0
14195,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,32.0,247.71,40.0,0.0,0.0,0.0,0.0,2360.0,1.0,101.0,391.76,0.0
14198,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,32.0,247.71,10.0,0.0,0.0,0.0,0.0,950.0,0.25,101.0,157.7,0.0
14199,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,39.0,247.71,12.0,0.0,0.0,0.0,0.0,1167.0,0.5,101.0,193.722,0.0
14200,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,39.0,247.71,12.0,0.0,0.0,0.0,0.0,637.0,0.5,101.0,105.742,0.0
14201,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,39.0,247.71,35.0,0.0,0.0,0.0,0.0,776.0,0.5,101.0,128.816,0.0
14202,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,39.0,247.71,20.0,0.0,0.0,0.0,0.0,908.0,1.0,101.0,150.728,0.0
14203,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,47.0,247.71,25.0,0.0,0.0,0.0,0.0,3092.0,0.5,101.0,513.272,0.0
14204,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,47.0,247.71,25.0,0.0,0.0,0.0,0.0,2237.0,0.5,101.0,371.342,0.0
14205,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,47.0,247.71,10.0,0.0,0.0,0.0,0.0,1912.0,0.5,101.0,317.392,0.0
14206,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,54.0,247.71,25.0,0.0,0.0,0.0,0.0,1877.0,0.75,101.0,311.582,0.0
14207,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,61.0,247.71,70.0,50.0,0.0,0.0,50.0,1610.0,1.0,101.0,267.26,100.0
14209,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,61.0,247.71,80.0,50.0,0.0,0.0,50.0,2747.0,1.5,101.0,456.002,100.0
14210,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,68.0,247.71,50.0,12.0,0.0,0.0,13.0,825.0,0.5,101.0,136.95,25.0
14212,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,68.0,247.71,20.0,12.0,0.0,0.0,12.0,1565.0,0.5,101.0,259.79,24.0
14214,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,75.0,247.71,40.0,10.0,0.0,0.0,20.0,1684.0,1.0,101.0,279.544,30.0
14216,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,75.0,247.71,5.0,0.0,0.0,0.0,0.0,322.0,2.0,101.0,53.452,0.0
14221,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,82.0,247.71,30.0,15.0,0.0,0.0,15.0,1236.0,0.5,101.0,205.176,30.0
14222,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,90.0,247.71,40.0,20.0,0.0,0.0,20.0,1235.0,0.25,101.0,205.01,40.0
14223,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,90.0,247.71,20.0,10.0,0.0,0.0,10.0,2320.0,1.0,101.0,385.12,20.0
14225,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,90.0,247.71,5.0,0.0,0.0,0.0,0.0,850.0,1.0,101.0,141.1,0.0
14226,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,97.0,247.71,15.0,10.0,0.0,0.0,10.0,1085.0,0.67,101.0,180.11,20.0
14227,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,97.0,247.71,30.0,10.0,0.0,0.0,5.0,893.0,1.0,101.0,148.238,15.0
14232,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,105.0,247.71,30.0,0.0,0.0,0.0,0.0,1937.0,1.0,101.0,321.542,0.0
14233,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,114.0,247.71,40.0,0.0,0.0,0.0,0.0,3272.0,1.0,101.0,543.152,0.0
14234,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,114.0,247.71,30.0,0.0,0.0,0.0,0.0,1605.0,1.0,101.0,266.43,0.0
14236,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,121.0,247.71,100.0,0.0,0.0,0.0,0.0,6270.0,2.0,101.0,1040.82,0.0
14237,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,121.0,247.71,50.0,0.0,0.0,0.0,0.0,1471.0,1.0,101.0,244.186,0.0
14238,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,129.0,247.71,50.0,0.0,0.0,0.0,0.0,1540.0,1.0,101.0,255.64,0.0
14239,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,136.0,247.71,70.0,0.0,0.0,0.0,0.0,2345.0,1.0,101.0,389.27,0.0
14240,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,136.0,247.71,20.0,0.0,0.0,0.0,0.0,1834.0,1.0,101.0,304.444,0.0
14242,3.0,1.0,4.0,23.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,144.0,247.71,23.0,0.0,0.0,0.0,0.0,1134.0,0.5,101.0,188.244,0.0
14246,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,7.0,237.7,31.0,10.0,0.0,0.0,17.0,1754.0,1.0,91.0,345.538,27.0
14247,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,2.0,2.0,100.0,13.0,237.7,35.0,5.5,0.0,0.0,8.5,1914.0,1.0,91.0,377.058,14.0
14250,3.0,1.0,4.0,27.0,9.0,1.0,2.0,8.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,50.0,13.0,237.7,18.0,0.0,0.0,0.0,0.0,873.5,1.0,91.0,172.08,0.0
14252,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,20.0,237.7,24.3005192083958,3.5,0.0,0.0,7.0,1842.0,1.0,91.0,362.874,10.5
14256,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,25.0,237.7,24.3005192083958,10.0,0.0,0.0,13.0,1829.0,1.0,91.0,360.313,23.0
14261,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,31.0,237.7,9.0,0.0,0.0,0.0,0.0,472.0,0.25,91.0,92.984,0.0
14265,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,31.0,237.7,50.0,7.5,0.0,0.0,10.5,3214.0,1.5,91.0,633.158,18.0
14266,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,31.0,237.7,22.0,0.0,0.0,0.0,0.0,1874.0,1.0,91.0,369.178,0.0
14268,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,37.0,237.7,55.0,0.0,0.0,0.0,0.0,3116.0,1.5,91.0,613.852,0.0
14270,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,43.0,237.7,40.0,14.0,0.0,0.0,15.0,2623.0,1.25,91.0,516.731,29.0
14273,3.0,1.0,4.0,27.0,9.0,1.0,2.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,50.0,49.0,237.7,24.0,20.0,0.0,0.0,20.0,821.5,1.0,91.0,161.836,40.0
14274,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,49.0,237.7,20.0,9.0,0.0,0.0,10.0,986.0,0.5,91.0,194.242,19.0
14277,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,55.0,237.7,35.0,5.0,0.0,0.0,7.0,2246.0,1.0,91.0,442.462,12.0
14279,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,55.0,237.7,24.0,5.0,0.0,0.0,4.0,1993.0,1.0,91.0,392.621,9.0
14285,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,2.0,100.0,61.0,237.7,15.0,2.0,0.0,0.0,3.0,1090.0,0.5,91.0,214.73,5.0
14288,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,67.0,237.7,35.0,0.0,0.0,0.0,0.0,1925.0,1.0,91.0,379.225,0.0
14291,3.0,1.0,4.0,27.0,9.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,73.0,237.7,12.0,7.5,0.0,0.0,7.5,987.0,0.5,91.0,194.439,15.0
14296,3.0,1.0,4.0,27.0,9.0,1.0,2.0,8.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,20.0,79.0,237.7,19.0,7.0,0.0,0.0,21.0,650.4,1.5,91.0,128.129,28.0
14297,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,2.0,2.0,100.0,79.0,237.7,38.0,14.0,0.0,0.0,27.0,2348.0,1.0,91.0,462.556,41.0
14299,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,85.0,237.7,5.0,3.5,0.0,0.0,7.0,515.0,4.0,91.0,101.455,10.5
14302,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,85.0,237.7,15.0,3.5,0.0,0.0,3.5,1144.0,0.5,91.0,225.368,7.0
14303,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,85.0,237.7,50.0,5.0,0.0,0.0,5.0,1864.0,1.0,91.0,367.208,10.0
14306,3.0,1.0,4.0,27.0,9.0,1.0,2.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,50.0,91.0,237.7,10.0,3.0,0.0,0.0,7.0,507.5,0.5,91.0,99.978,10.0
14307,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,91.0,237.7,34.0,5.0,0.0,0.0,10.0,1865.0,1.0,91.0,367.405,15.0
14310,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,97.0,237.7,48.0,7.0,0.0,0.0,16.5,1304.0,1.0,91.0,256.888,23.5
14314,3.0,1.0,4.0,27.0,9.0,1.0,2.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,50.0,104.0,237.7,24.0,6.0,0.0,0.0,11.0,1492.5,1.5,91.0,294.023,17.0
14315,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,100.0,104.0,237.7,31.0,6.0,0.0,0.0,11.0,1872.0,1.0,91.0,368.784,17.0
14316,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,6.0,100.0,104.0,237.7,50.0,4.0,0.0,0.0,9.0,2467.0,1.5,91.0,485.999,13.0
14317,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,100.0,104.0,237.7,6.0,0.0,0.0,0.0,2.0,653.0,0.25,91.0,128.641,2.0
14319,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,110.0,237.7,3.0,0.0,0.0,0.0,0.0,289.0,3.0,91.0,56.933,0.0
14321,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,110.0,237.7,36.5,7.0,0.0,0.0,16.5,1874.0,1.0,91.0,369.178,23.5
14324,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,117.0,237.7,10.0,0.0,0.0,0.0,0.0,845.0,0.25,91.0,166.465,0.0
14326,3.0,1.0,4.0,27.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,123.0,237.7,30.0,7.5,0.0,0.0,7.5,1085.0,0.5,91.0,213.745,15.0
14327,3.0,1.0,4.0,31.0,11.0,2.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,5.0,216.45,24.3005192083958,0.0,0.0,0.0,0.0,1462.0,0.5,93.0,342.108,0.0
14330,3.0,1.0,4.0,31.0,11.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,12.0,216.45,5.0,7.0,0.0,0.0,0.0,287.0,2.0,93.0,67.158,7.0
14332,3.0,1.0,4.0,31.0,11.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,12.0,216.45,25.0,0.0,0.0,0.0,0.0,3634.0,1.5,93.0,850.356,0.0
14334,3.0,1.0,4.0,31.0,11.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,19.0,216.45,15.0,0.0,0.0,0.0,0.0,1321.0,0.5,93.0,309.114,0.0
14339,3.0,1.0,4.0,31.0,11.0,2.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,25.0,19.0,216.45,12.0,0.0,0.0,0.0,0.0,979.5,1.5,93.0,229.203,0.0
14341,3.0,1.0,4.0,31.0,11.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,19.0,216.45,40.0,5.0,0.0,0.0,0.0,2441.0,1.0,93.0,571.194,5.0
14344,3.0,1.0,4.0,31.0,11.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,25.0,216.45,50.0,10.0,0.0,0.0,25.0,2453.0,1.0,93.0,574.002,35.0
14345,3.0,1.0,4.0,31.0,11.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,44.0,216.45,40.0,0.0,0.0,0.0,0.0,2748.0,1.0,93.0,643.032,0.0
14346,3.0,1.0,4.0,31.0,11.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,44.0,216.45,15.0,0.0,0.0,0.0,0.0,957.0,0.25,93.0,223.938,0.0
14351,3.0,1.0,4.0,31.0,11.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,44.0,216.45,20.0,0.0,0.0,0.0,0.0,1169.0,0.5,93.0,273.546,0.0
14352,3.0,1.0,4.0,31.0,11.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,44.0,216.45,25.0,0.0,0.0,0.0,0.0,2078.0,0.75,93.0,486.252,0.0
