,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,How were seeds planted/ sowed?,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Production Of Condition in Kg,Fertilizer Quantity
23727,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,105.0,781.3,4.0,0.0,0.0,0.0,0.0,513.48,0.25,182.846,0.0
23729,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,105.0,781.3,10.0,0.0,0.0,0.0,0.0,421.64,0.25,150.144,0.0
23730,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,1.0,17.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,111.0,781.3,10.0,0.0,0.0,0.0,0.0,1314.51,0.75,468.087,0.0
23733,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,1.0,20.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,111.0,781.3,10.0,0.0,0.0,0.0,0.0,1056.29,67.0,376.137,0.0
23735,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,111.0,781.3,4.0,0.0,0.0,0.0,0.0,605.71,0.33,215.69,0.0
23738,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,111.0,781.3,10.0,0.0,0.0,0.0,0.0,2066.16,1.0,735.747,0.0
23739,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,6.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,16.0,0.0,111.0,781.3,3.0,0.0,0.0,0.0,0.0,595.64,0.33,212.104,0.0
23751,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,1.0,21.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,117.0,781.3,8.0,0.0,0.0,0.0,0.0,920.15,0.5,327.659,0.0
23752,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,117.0,781.3,10.0,0.0,0.0,0.0,0.0,3470.86,2.0,1235.95,0.0
23753,50.0,3.0,4.0,13.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,117.0,781.3,16.0,0.0,0.0,0.0,0.0,3560.51,2.0,1267.873,0.0
23755,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,67.0,2.0,0.0,3.0,699.06,1.5,0.0,0.0,0.0,0.0,391.95,0.25,98.289,0.0
23756,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,3.0,699.06,2.67,0.0,0.0,0.0,0.0,1295.47,1.0,324.865,0.0
23759,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,14.0,699.06,0.89,0.0,0.0,0.0,0.0,753.63,0.4,188.988,0.0
23760,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,14.0,699.06,9.68,0.0,0.0,0.0,0.0,4713.9,2.75,1182.105,0.0
23762,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,1.0,4.0,2.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,75.0,2.0,0.0,19.0,699.06,3.0,0.0,0.0,0.0,0.0,561.43,1.5,140.79,0.0
23763,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,19.0,699.06,9.5,0.0,0.0,0.0,0.0,3408.16,4.0,854.664,0.0
23766,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,25.0,699.06,2.33,0.0,0.0,0.0,0.0,1201.79,1.26,301.373,0.0
23769,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,30.0,699.06,8.0,0.0,0.0,0.0,0.0,3894.04,3.0,976.508,0.0
23770,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,30.0,699.06,6.5,0.0,0.0,0.0,0.0,2626.13,2.5,658.555,0.0
23772,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,30.0,699.06,7.3,0.0,0.0,0.0,0.0,4485.53,4.0,1124.836,0.0
23775,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,36.0,699.06,6.33,0.0,0.0,0.0,0.0,2001.58,2.0,501.936,0.0
23776,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,36.0,699.06,13.0,25.0,0.0,25.0,0.0,3007.12,3.25,754.095,50.0
23779,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,42.0,699.06,2.75,0.0,0.0,0.0,0.0,1446.25,1.5,362.676,0.0
23782,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,42.0,699.06,3.5,0.0,0.0,0.0,0.0,907.56,0.75,227.589,0.0
23784,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,49.0,699.06,6.33,0.0,0.0,0.0,0.0,1650.09,1.5,413.793,0.0
23785,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,49.0,699.06,6.33,0.0,0.0,0.0,0.0,2302.32,1.67,577.353,0.0
23786,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,5.0,1.0,2.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,63.0,2.0,0.0,49.0,699.06,9.5,0.0,0.0,0.0,0.0,1084.87,2.0,272.053,0.0
23789,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,55.0,699.06,5.75,0.0,0.0,0.0,0.0,2862.46,1.5,717.819,0.0
23793,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,61.0,699.06,6.17,0.0,0.0,0.0,0.0,1522.91,1.0,381.9,0.0
23794,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,61.0,699.06,5.67,0.0,0.0,0.0,0.0,460.08,1.0,115.374,0.0
23795,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,61.0,699.06,12.5,0.0,0.0,0.0,0.0,2291.78,2.0,574.71,0.0
23799,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,67.0,699.06,5.5,0.0,0.0,0.0,0.0,1438.56,2.0,360.748,0.0
23802,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,67.0,699.06,9.5,0.0,0.0,0.0,0.0,3185.05,3.5,798.715,0.0
23804,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,67.0,2.0,0.0,72.0,699.06,0.5,0.0,0.0,0.0,0.0,133.58,0.2,33.498,0.0
23808,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,77.0,699.06,10.25,0.0,0.0,0.0,0.0,3448.57,3.5,864.798,0.0
23811,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,82.0,699.06,2.67,0.0,0.0,0.0,0.0,207.03,0.25,51.917,0.0
23812,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,82.0,699.06,9.5,0.0,0.0,0.0,0.0,2320.68,2.0,581.957,0.0
23816,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,88.0,699.06,10.75,0.0,0.0,0.0,0.0,2954.66,2.5,740.94,0.0
23818,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,88.0,699.06,18.25,0.0,0.0,0.0,0.0,5395.91,5.0,1353.132,0.0
23834,50.0,3.0,4.0,14.0,10.0,3.0,1.0,1.0,3.0,3.0,1.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,109.0,699.06,22.0,0.0,0.0,0.0,0.0,5081.84,4.5,1274.373,0.0
23835,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,1.0,787.17,4.5,0.0,0.0,0.0,0.0,2736.77,2.0,370.603,0.0
23836,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,1.0,787.17,4.0,0.0,0.0,0.0,0.0,1350.05,1.0,182.819,0.0
23838,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,1.0,787.17,3.0,0.0,0.0,0.0,0.0,1374.12,1.0,186.076,0.0
23843,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,7.0,787.17,6.0,0.0,0.0,0.0,0.0,2988.7,2.0,404.718,0.0
23844,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,7.0,787.17,4.0,0.0,0.0,0.0,0.0,1623.49,1.0,219.845,0.0
23845,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,14.0,0.0,7.0,787.17,2.0,0.0,0.0,0.0,0.0,235.12,2.0,31.838,0.0
23848,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,787.17,5.0,0.0,0.0,0.0,0.0,3284.58,2.0,444.783,0.0
23850,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,3.0,1.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,787.17,2.0,0.0,0.0,0.0,0.0,1028.96,1.0,139.338,0.0
23851,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,4.0,2.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,13.0,787.17,1.5,0.0,0.0,0.0,0.0,336.36,0.5,45.547,0.0
23854,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,19.0,787.17,1.5,0.0,0.0,0.0,0.0,952.74,0.5,129.016,0.0
23855,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,19.0,787.17,7.0,0.0,0.0,0.0,0.0,1380.37,1.0,186.924,0.0
23856,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,25.0,787.17,8.0,0.0,0.0,0.0,0.0,2944.32,2.5,398.707,0.0
23858,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,25.0,787.17,4.0,0.0,0.0,0.0,0.0,1242.32,1.0,168.229,0.0
23859,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,25.0,787.17,5.0,0.0,0.0,0.0,0.0,2532.1,2.0,342.885,0.0
23860,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,25.0,787.17,2.5,0.0,0.0,0.0,0.0,1014.74,1.0,137.412,0.0
23863,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,31.0,787.17,5.25,0.0,0.0,0.0,0.0,2976.71,2.0,403.093,0.0
23864,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,31.0,787.17,7.0,0.0,0.0,0.0,0.0,3469.73,2.5,469.855,0.0
23865,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,31.0,787.17,1.5,0.0,0.0,0.0,0.0,1441.11,1.0,195.149,0.0
23868,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,37.0,787.17,8.0,0.0,0.0,0.0,0.0,2600.71,2.0,352.176,0.0
23869,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,37.0,787.17,10.5,0.0,0.0,0.0,0.0,3969.07,3.0,537.475,0.0
23872,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,49.0,787.17,3.0,0.0,0.0,0.0,0.0,1642.94,1.0,222.481,0.0
23875,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,49.0,787.17,4.0,0.0,0.0,0.0,0.0,2548.14,2.0,345.06,0.0
23877,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,6.0,2.0,2.0,6.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,49.0,787.17,4.0,0.0,0.0,0.0,0.0,2046.01,3.0,277.063,0.0
23879,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,55.0,787.17,7.0,0.0,0.0,0.0,0.0,2730.94,2.5,369.813,0.0
23880,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,55.0,787.17,3.5,0.0,0.0,0.0,0.0,1720.37,1.0,232.965,0.0
23884,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,55.0,787.17,3.0,0.0,0.0,0.0,0.0,1672.11,1.5,226.43,0.0
23885,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,61.0,787.17,6.5,0.0,0.0,0.0,0.0,4574.94,3.0,619.52,0.0
23888,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,4.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,2.0,0.0,61.0,787.17,2.0,0.0,0.0,0.0,0.0,692.53,1.0,93.78,0.0
23891,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,67.0,787.17,7.5,0.0,0.0,0.0,0.0,2579.13,2.0,349.255,0.0
23896,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,73.0,787.17,3.9,0.0,0.0,0.0,0.0,3162.41,2.0,428.24,0.0
23897,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,73.0,787.17,3.9,0.0,0.0,0.0,0.0,2061.06,2.0,279.099,0.0
23899,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,79.0,787.17,18.0,0.0,0.0,0.0,0.0,3003.64,2.0,406.741,0.0
23900,50.0,3.0,4.0,14.0,19.0,7.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,79.0,787.17,18.0,0.0,0.0,0.0,0.0,5029.94,3.5,681.134,0.0
