,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,Soil Erosion,Measure taken to soil erosion,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Utilization,Household Id,Sampling Weight,Weight of Non-improved Seed,Closure Error,Enumerator Area in sqm,Computed Area in sqm,Area in Square meter,Production Of Condition in Kg
31638,3.0,5.0,11.0,5.0,5.0,1.0,1.0,1.0,17.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,164.0,426.57,6.8,3.66,1240.73,1240.73,1240.73,1687.3899999999999
31639,3.0,5.0,11.0,5.0,5.0,1.0,1.0,1.0,21.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,164.0,426.57,12.0,0.42,1488.02,1488.02,1488.02,2023.7100000000003
31641,3.0,5.0,11.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,176.0,426.57,17.5,0.56,1344.51,1344.51,1344.5099999999998,1828.53
31644,3.0,5.0,11.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,176.0,426.57,17.5,0.88,989.14,989.14,989.14,1345.23
31645,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,4.0,424.34,5.3,2.76,859.79,859.79,859.79,696.43
31650,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,14.0,424.34,1.06,2.06,363.96,1399.5118858181268,363.96,294.81
31651,3.0,5.0,11.0,12.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,14.0,424.34,3.18,0.67,727.36,727.36,727.3599999999999,589.1600000000001
31655,3.0,5.0,11.0,12.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,19.0,424.34,5.3,1.54,389.22,389.22,389.21999999999997,315.27
31657,3.0,5.0,11.0,12.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,19.0,424.34,21.2,2.22,1025.43,1019.37,1025.43,830.5999999999999
31663,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,29.0,424.34,4.24,1.06,256.86,256.86,256.86,208.06
31664,3.0,5.0,11.0,12.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,100.0,1.0,29.0,424.34,5.3,3.5,818.88,818.88,818.88,663.2900000000001
31666,3.0,5.0,11.0,12.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,29.0,424.34,12.72,0.2,1202.68,1202.68,1202.68,974.17
31667,3.0,5.0,11.0,12.0,6.0,1.0,1.0,13.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,100.0,1.0,29.0,424.34,3.18,2.7,613.14,672.31,613.14,496.64
31669,3.0,5.0,11.0,12.0,6.0,1.0,1.0,16.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,29.0,424.34,5.3,0.7,569.99,569.99,569.99,461.69
31673,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,424.34,8.48,2.09,752.08,752.08,752.0799999999999,609.1800000000001
31675,3.0,5.0,11.0,12.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,424.34,21.2,3.68,681.41,681.48,681.41,551.94
31677,3.0,5.0,11.0,12.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,424.34,3.18,1.44,290.16,290.16,290.16,235.02999999999997
31679,3.0,5.0,11.0,12.0,6.0,1.0,1.0,8.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,424.34,3.18,3.36,147.32,147.32,147.32,119.33
31682,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,44.0,424.34,19.08,4.0,543.01,543.01,543.01,439.84
31683,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,44.0,424.34,5.3,2.68,1013.18,1013.18,1013.1800000000001,820.68
31684,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,44.0,424.34,5.3,1.74,513.8,513.8,513.8000000000001,416.18000000000006
31688,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,49.0,424.34,10.6,2.5,1103.12,1103.12,1103.12,893.53
31689,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,49.0,424.34,2.12,1.76,156.81,156.57,156.81,127.02
31690,3.0,5.0,11.0,12.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,49.0,424.34,21.2,0.37,1003.27,1003.27,1003.27,812.65
31691,3.0,5.0,11.0,12.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,49.0,424.34,8.48,1.28,326.15,326.15,326.15,264.18
31694,3.0,5.0,11.0,12.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,49.0,424.34,12.72,0.24,1255.12,1255.07,1255.1200000000001,1016.6499999999999
31696,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,59.0,424.34,4.24,2.55,1813.88,1813.88,1813.8799999999999,1469.24
31698,3.0,5.0,11.0,12.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,424.34,31.8,1.34,2064.22,2064.22,2064.22,1672.0199999999998
31701,3.0,5.0,11.0,12.0,6.0,1.0,1.0,10.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,424.34,2.12,2.49,651.29,654.63,651.2900000000001,527.5400000000001
31702,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,64.0,424.34,10.6,2.65,767.52,767.52,767.52,621.6899999999999
31704,3.0,5.0,11.0,12.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,64.0,424.34,15.9,4.82,945.73,945.73,945.73,766.04
31708,3.0,5.0,11.0,12.0,6.0,1.0,1.0,8.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,64.0,424.34,1.06,1.62,445.65,445.67,445.65,360.98
31709,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,74.0,424.34,19.08,2.25,1830.92,1830.98,1830.92,1483.0500000000002
31711,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,74.0,424.34,12.72,0.32,1401.92,1401.92,1401.92,1135.5600000000002
31712,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,74.0,424.34,31.8,0.51,2409.16,2391.01,2409.16,1951.4199999999998
31715,3.0,5.0,11.0,12.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,74.0,424.34,19.08,4.41,1911.38,1911.35,1911.38,1548.22
31717,3.0,5.0,11.0,12.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,74.0,424.34,19.08,1.87,1260.13,1252.61,1260.1299999999999,1020.71
31720,3.0,5.0,11.0,12.0,6.0,2.0,1.0,2.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,79.0,424.34,6.36,2.31,1045.59,1045.59,1045.59,846.9300000000001
31722,3.0,5.0,11.0,12.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,89.0,424.34,3.18,0.46,1057.69,1057.69,1057.69,856.7299999999999
31725,3.0,5.0,11.0,12.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,424.34,3.18,4.46,199.76,199.76,199.76000000000002,161.81
31728,3.0,5.0,11.0,12.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,94.0,424.34,8.48,3.12,1030.1,1022.78,1030.1000000000001,834.38
31733,3.0,5.0,11.0,12.0,6.0,1.0,1.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,104.0,424.34,2.12,0.27,1761.88,1399.5118858181268,1761.88,1427.1200000000001
31734,3.0,5.0,11.0,12.0,6.0,1.0,1.0,6.0,6.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,104.0,424.34,5.3,0.51,716.12,716.12,716.12,580.0600000000001
31737,3.0,5.0,11.0,12.0,6.0,1.0,2.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,104.0,424.34,1.06,2.94,151.52,151.52,151.52,122.73
31739,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,109.0,424.34,10.6,3.24,1809.71,1809.65,1809.71,1465.87
31744,3.0,5.0,11.0,12.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,119.0,424.34,2.12,1.29,389.89,389.89,389.89000000000004,315.81
31745,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,119.0,424.34,1.06,0.23,200.73,200.73,200.73000000000002,162.59
31749,3.0,5.0,11.0,12.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,119.0,424.34,1.06,3.61,145.36,145.36,145.36,117.74
31750,3.0,5.0,11.0,12.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,119.0,424.34,11.865777618481049,2.37,765.31,765.31,765.3100000000001,619.9
31753,3.0,5.0,11.0,12.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,124.0,424.34,10.6,1.23,1311.04,1311.04,1311.04,1061.94
31755,3.0,5.0,11.0,12.0,6.0,1.0,1.0,4.0,1.0,2.0,2.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,25.0,1.0,124.0,424.34,2.12,0.25,179.76,180.19,179.76,145.60999999999999
31761,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,134.0,424.34,5.3,2.5,906.76,906.76,906.7600000000001,734.48
31764,3.0,5.0,11.0,12.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,424.34,13.78,1.37,1665.52,1664.87,1665.52,1349.07
31768,3.0,5.0,11.0,12.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,149.0,424.34,12.72,1.02,1293.28,1293.28,1293.28,1047.56
31769,3.0,5.0,11.0,12.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,149.0,424.34,6.36,2.54,85.97,85.97,85.97,69.64
31810,3.0,5.0,12.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,89.0,470.22,0.4,2.15,185.38,185.38,185.38,229.87
31812,3.0,5.0,12.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,89.0,470.22,0.3,2.07,115.93,115.93,115.92999999999999,143.75
31814,3.0,5.0,12.0,7.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,89.0,470.22,0.3,2.24,169.71,169.71,169.71,210.44
31870,3.0,5.0,12.0,20.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,50.0,1.0,171.0,492.26,2.0,0.86,1299.29,1296.79,1299.29,1611.1200000000001
31873,3.0,5.0,13.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,1.0,458.05,15.0,0.73,1839.38,1839.38,1839.3799999999999,2023.32
31877,3.0,5.0,13.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,1.0,458.05,35.0,0.23,2643.46,2643.46,2643.46,2907.81
31888,3.0,5.0,13.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,15.0,458.05,47.04,0.41,2477.27,2477.27,2477.27,2725.0
31893,3.0,5.0,13.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,22.0,458.05,6.72,1.24,554.94,554.94,554.94,610.4300000000001
31895,3.0,5.0,13.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,22.0,458.05,67.2,3.97,3688.78,3688.78,3688.7799999999997,4057.66
31912,3.0,5.0,13.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,57.0,458.05,53.76,1.29,2236.99,2236.99,2236.9900000000002,2460.69
31913,3.0,5.0,13.0,2.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,57.0,458.05,44.8,1.33,1574.29,1574.29,1574.2900000000002,1731.72
31922,3.0,5.0,13.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,85.0,458.05,11.865777618481049,0.36,2246.94,2246.94,2246.94,2471.63
31923,3.0,5.0,13.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,85.0,458.05,10.08,2.7,581.32,581.32,581.32,639.4499999999999
31926,3.0,5.0,13.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,85.0,458.05,25.0,1.02,1253.62,1253.62,1253.6200000000001,1378.98
31938,3.0,5.0,13.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,127.0,458.05,80.0,1.01,3074.34,3074.34,3074.3399999999997,3381.7700000000004
31941,3.0,5.0,13.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,127.0,458.05,25.0,0.7,1071.38,1071.38,1071.3799999999999,1178.52
31942,3.0,5.0,13.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,127.0,458.05,15.0,1.99,728.81,728.81,728.8100000000001,801.6899999999999
31943,3.0,5.0,13.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,127.0,458.05,35.0,0.66,1768.83,1768.83,1768.8300000000002,1945.71
31944,3.0,5.0,13.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,127.0,458.05,75.0,0.43,4047.14,4008.37,4047.1400000000003,4451.85
31950,3.0,5.0,13.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,141.0,458.05,6.72,0.52,345.79,345.79,345.78999999999996,380.37
31952,3.0,5.0,13.0,2.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,141.0,458.05,50.0,0.4,2039.52,2039.52,2039.52,2243.47
31959,3.0,5.0,13.0,2.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,170.0,458.05,75.0,0.55,1602.51,1602.51,1602.51,1762.7600000000002
31971,3.0,5.0,13.0,2.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,191.0,458.05,11.865777618481049,0.26,2173.92,2111.08,2173.92,2391.31
31974,3.0,5.0,13.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,191.0,458.05,11.865777618481049,1.7221418379631694,1408.2201933598978,1399.5118858181268,1737.3700000000001,1911.1100000000001
31976,3.0,5.0,13.0,2.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,191.0,458.05,90.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,1737.3700000000001,1911.1100000000001
31981,3.0,5.0,13.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,205.0,458.05,53.76,1.0,1544.57,1544.57,1544.5700000000002,1699.0300000000002
32006,3.0,5.0,13.0,10.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,193.0,457.12,80.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,4821.46,8485.769999999999
32008,3.0,5.0,13.0,10.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,213.0,457.12,50.0,0.39,4821.46,4821.46,4821.46,8485.769999999999
32023,3.0,5.0,14.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,20.0,1.0,12.0,426.57,0.36,1.49,261.46,261.46,261.46,201.32
32027,3.0,5.0,14.0,3.0,2.0,1.0,1.0,1.0,20.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,12.0,426.57,7.2,0.73,476.37,476.37,476.37,366.8
32031,3.0,5.0,14.0,3.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,17.0,426.57,2.16,2.59,222.58,222.58,222.58,171.39
32051,3.0,5.0,14.0,3.0,2.0,1.0,1.0,1.0,13.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,90.0,1.0,42.0,426.57,1.44,0.92,183.46,183.46,183.46,141.26000000000002
32053,3.0,5.0,14.0,3.0,2.0,1.0,1.0,1.0,19.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,90.0,1.0,42.0,426.57,7.2,2.48,678.2,678.2,678.2,522.21
32060,3.0,5.0,14.0,3.0,2.0,1.0,1.0,2.0,6.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,70.0,1.0,47.0,426.57,4.32,1.75,468.86,468.86,468.85999999999996,361.02
32069,3.0,5.0,14.0,3.0,2.0,1.0,1.0,1.0,13.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,90.0,1.0,57.0,426.57,8.64,0.56,325.57,325.57,325.57000000000005,250.69
32074,3.0,5.0,14.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,100.0,1.0,62.0,426.57,12.24,2.81,1319.09,1319.09,1319.09,1015.7
32080,3.0,5.0,14.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,72.0,426.57,3.6,0.69,488.16,488.16,488.15999999999997,375.88
32089,3.0,5.0,14.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,102.0,426.57,20.88,0.82,1342.73,1342.73,1342.73,1033.9
32101,3.0,5.0,14.0,3.0,2.0,1.0,1.0,1.0,20.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,117.0,426.57,2.5,1.53,181.4,181.4,181.4,139.68
32112,3.0,5.0,14.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,90.0,1.0,132.0,426.57,2.88,1.2,133.61,133.61,133.60999999999999,102.88
