,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of NPS fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Quantity of OTHER fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
14073,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,12.0,1044.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,30331.0,0.030331,303.31,377.81,377.81,2.0,20593.0,0.20593,20.593,0.0
14082,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,34.0,1044.05,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,127717.0,0.127717,1277.17,1590.9,1590.9,2.0,86710.0,0.8671,86.71,0.0
14083,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,34.0,1044.05,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,109952.0,0.109952,1099.52,1369.61,1369.61,2.0,74650.0,0.7465,74.65,0.0
14085,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,34.0,1044.05,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,124697.0,0.124697,1246.97,1225.9174993184465,1553.28,2.0,84660.0,0.8466,84.66,0.0
14091,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,45.0,1044.05,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,145259.0,0.145259,1452.59,1225.9174993184465,1237.550033752019,1.0,98621.0,0.98621,98.621,0.0
14092,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,45.0,1044.05,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,115280.0,0.11528,1152.8,1435.98,1435.98,2.0,78267.0,0.78267,78.267,0.0
14094,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,56.0,1044.05,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,76369.0,0.076369,763.69,951.28,951.28,1.0,51849.0,0.51849,51.849,0.0
14096,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,67.0,1044.05,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,131149.0,0.131149,1311.49,1633.65,1633.65,2.0,89041.0,0.89041,89.041,0.0
14100,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,78.0,1044.05,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,129068.0,0.129068,1290.68,1225.9174993184465,1607.72,1.0,87628.0,0.87628,87.628,0.0
14104,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,89.0,1044.05,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,146921.0,0.146921,1469.21,1830.11,1830.11,2.0,99749.0,0.99749,99.749,0.0
14106,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,89.0,1044.05,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,160242.0,0.160242,1602.42,1996.04,1996.04,2.0,108794.0,1.08794,108.794,0.0
14108,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,111.0,1044.05,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,160733.0,0.160733,1607.33,2002.15,2002.15,1.5,109126.0,1.09126,109.126,0.0
14112,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,133.0,1044.05,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,190505.0,0.190505,1905.05,2373.01,2373.01,2.0,129340.0,1.2934,129.34,0.0
14115,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,133.0,1044.05,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,114236.0,0.114236,1142.36,1422.97,1422.97,2.0,77558.0,0.77558,77.558,0.0
14118,50.0,3.0,3.0,11.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,144.0,1044.05,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,163717.0,0.163717,1637.17,2039.33,2039.33,2.0,111152.0,1.11152,111.152,0.0
14128,50.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,8.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,33.0,1.0,1.0,0.0,20.0,842.94,0.37,0.0,0.0,0.0,0.0,0.0,6.5,6.5,0.0,1.4,9707.0,0.009707,97.07,120.91,120.91,0.25,21824.0,0.21824,21.824,13.0
14462,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,83.0,1028.14,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,233498.0,0.233498,2334.98,1225.9174993184465,1237.550033752019,3.0,314459.0,3.14459,314.459,0.0
14464,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,1.0,0.0,83.0,1028.14,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,26616.0,0.026616,266.16,1225.9174993184465,1237.550033752019,3.0,35844.0,0.35844,35.844,0.0
14478,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,14.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,93.0,1028.14,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,50980.0,0.05098,509.8,1225.9174993184465,1237.550033752019,0.4,68657.0,0.68657,68.657,0.0
14479,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,15.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,93.0,1028.14,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,41629.0,0.041629,416.29,1225.9174993184465,1237.550033752019,0.33,56063.0,0.56063,56.063,0.0
14480,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,16.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,93.0,1028.14,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,59651.0,0.059651,596.51,1225.9174993184465,1237.550033752019,0.5,80334.0,0.80334,80.334,0.0
14496,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,100.0,2.0,1.0,0.0,113.0,1028.14,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,13689.0,0.013689,136.89,1225.9174993184465,1237.550033752019,1.5,18436.0,0.18436,18.436,0.0
14497,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,100.0,2.0,1.0,0.0,113.0,1028.14,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,11283.0,0.011283,112.83,1225.9174993184465,1237.550033752019,1.0,15195.0,0.15195,15.195,0.0
14498,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,100.0,2.0,1.0,0.0,113.0,1028.14,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,12809.0,0.012809,128.09,1225.9174993184465,1237.550033752019,1.33,17250.0,0.1725,17.25,0.0
14500,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,8.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,100.0,2.0,1.0,0.0,113.0,1028.14,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,22322.0,0.022322,223.22,1225.9174993184465,1237.550033752019,2.5,30062.0,0.30062,30.062,0.0
14525,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,124.0,1028.14,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,75387.0,0.075387,753.87,1225.9174993184465,1237.550033752019,1.0,101526.0,1.01526,101.526,0.0
14527,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,124.0,1028.14,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,36010.0,0.03601,360.1,1225.9174993184465,1237.550033752019,0.25,48496.0,0.48496,48.496,0.0
14528,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,1.0,0.0,124.0,1028.14,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,29947.0,0.029947,299.47,1225.9174993184465,1237.550033752019,3.0,40331.0,0.40331,40.331,0.0
14550,50.0,3.0,4.0,3.0,14.0,1.0,1.0,1.0,21.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,144.0,1028.14,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,33119.0,0.033119,331.19,1225.9174993184465,1237.550033752019,0.25,44602.0,0.44602,44.602,0.0
14555,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,1.0,0.0,4.0,774.29,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,44737.0,0.044737,447.37,557.26,557.26,3.0,100581.0,1.00581,100.581,0.0
14556,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,1.0,0.0,4.0,774.29,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,39299.0,0.039299,392.99,489.53,489.53,2.0,88354.0,0.88354,88.354,0.0
14557,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,6.0,1.0,0.0,12.0,774.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,7344.0,0.007344,73.44,91.48,91.48,3.75,16511.0,0.16511,16.511,0.0
14559,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,40.0,2.0,1.0,0.0,12.0,774.29,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,17643.0,0.017643,176.43,219.77,219.77,2.5,39666.0,0.39666,39.666,0.0
14560,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,12.0,774.29,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,84288.0,0.084288,842.88,1049.93,1049.93,0.75,189502.0,1.89502,189.502,0.0
14573,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,1.0,0.0,20.0,774.29,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,46777.0,0.046777,467.77,636.3,582.67,2.0,105167.0,1.05167,105.167,0.0
14580,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,20.0,774.29,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,0.33,130716.0,1.30716,130.716,0.0
14587,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,28.0,774.29,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,102416.0,0.102416,1024.16,1275.74,1275.74,0.5,230257.0,2.30257,230.257,0.0
14588,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,1.0,0.0,28.0,774.29,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,15167.0,0.015167,151.67,188.93,188.93,1.0,34099.0,0.34099,34.099,0.0
14595,50.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,36.0,774.29,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,154236.0,0.154236,1542.36,1921.22,1921.22,1.0,346763.0,3.46763,346.763,0.0
14649,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,3.0,931.8,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,52989.0,0.052989,529.89,1225.9174993184465,1237.550033752019,0.25,119133.0,1.19133,119.133,0.0
14656,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,5.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,90.0,3.0,1.0,0.0,12.0,931.8,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,0.67,130716.0,1.30716,130.716,0.0
14657,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,6.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,90.0,3.0,1.0,0.0,12.0,931.8,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,0.67,130716.0,1.30716,130.716,0.0
14665,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,6.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,10.0,3.0,1.0,0.0,21.0,931.8,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,0.33,130716.0,1.30716,130.716,0.0
14669,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,8.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,3.0,1.0,0.0,21.0,931.8,0.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,0.5,130716.0,1.30716,130.716,2.5
14674,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,80.0,3.0,1.0,0.0,39.0,931.8,5.67,0.0,0.0,0.0,0.0,0.0,7.5,11.67,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,2.0,130716.0,1.30716,130.716,19.17
14675,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,1.0,0.0,39.0,931.8,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,13970.0,0.01397,139.7,1225.9174993184465,1237.550033752019,1.0,31408.0,0.31408,31.408,0.0
14680,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,8.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,1.0,0.0,39.0,931.8,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,56361.0,0.056361,563.61,1225.9174993184465,1237.550033752019,3.0,126714.0,1.26714,126.714,0.0
14683,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,10.0,2.0,1.0,0.0,48.0,931.8,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,2.0,130716.0,1.30716,130.716,0.0
14685,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,20.0,3.0,1.0,0.0,48.0,931.8,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,0.5,130716.0,1.30716,130.716,0.0
14686,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,20.0,2.0,1.0,0.0,48.0,931.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,1.0,130716.0,1.30716,130.716,0.0
14688,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,20.0,2.0,1.0,0.0,48.0,931.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,3.0,130716.0,1.30716,130.716,0.0
14690,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,5.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,10.0,2.0,1.0,0.0,48.0,931.8,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,2.0,130716.0,1.30716,130.716,0.0
14691,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,7.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,90.0,2.0,1.0,0.0,48.0,931.8,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,1.5,130716.0,1.30716,130.716,0.0
14693,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,8.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,20.0,3.0,1.0,0.0,48.0,931.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,0.5,130716.0,1.30716,130.716,0.0
14696,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,9.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,2.0,1.0,0.0,48.0,931.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,2.0,130716.0,1.30716,130.716,0.0
14700,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,66.0,931.8,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,235826.0,0.235826,2358.26,1225.9174993184465,1237.550033752019,1.5,530199.0,5.30199,530.199,0.0
14709,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,50.0,3.0,1.0,0.0,75.0,931.8,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,58141.0,0.058141,581.41,1225.9174993184465,1237.550033752019,0.5,130716.0,1.30716,130.716,0.0
14715,50.0,3.0,4.0,4.0,21.0,8.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,93.0,931.8,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,218965.0,0.218965,2189.65,1225.9174993184465,1237.550033752019,1.5,492290.0,4.9229,492.29,0.0
