,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevention/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,APERCENT,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of UREA chemical fertilizer used,Quantity of DAP chemical fertilizer used,Quantity of Both UREA and DAP chemical fertilizer used,CERROR,AREB,Enumerator Area,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
20037,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,77.0,356.62,1.25,0.0,0.0,0.0,0.66,83989.0,839.89,839.89,319.998,0.0
20040,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,82.0,356.62,0.938,1.25,0.0,0.0,1.62,66519.0,665.19,665.19,253.437,1.25
20041,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,82.0,356.62,2.5,0.0,0.0,0.0,1.1,165825.0,1658.25,1658.25,631.793,0.0
20044,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,92.0,356.62,1.875,0.0,0.0,0.0,0.85,105592.0,1055.92,1055.92,402.306,0.0
20045,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,92.0,356.62,1.25,0.0,0.0,0.0,0.84,79728.0,797.28,797.28,303.764,0.0
20046,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,92.0,356.62,0.313,0.0,0.0,0.0,1.54,23596.0,235.96,235.96,89.901,0.0
20047,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,92.0,356.62,0.313,0.0,0.0,0.0,0.55,34465.0,344.65,344.65,131.312,0.0
20052,50.0,3.0,3.0,7.0,20.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,97.0,356.62,1.875,0.0,0.0,0.0,1.53,98952.0,989.52,989.52,377.007,0.0
20053,50.0,3.0,3.0,7.0,20.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,97.0,356.62,0.625,0.0,0.0,0.0,1.64,36116.0,361.16,361.16,137.602,0.0
20054,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,108.0,356.62,0.625,0.0,0.0,0.0,1.65,48311.0,483.11,483.11,184.065,0.0
20055,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,108.0,356.62,1.563,0.0,0.0,0.0,1.81,155869.0,1158.69,1158.69,593.861,0.0
20056,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,108.0,356.62,1.563,0.0,0.0,0.0,0.85,161427.0,1614.27,1614.27,615.037,0.0
20059,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,356.62,1.25,0.0,0.0,0.0,0.61,130277.0,1302.77,1302.77,496.355,0.0
20062,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,113.0,356.62,2.5,0.0,0.0,0.0,1.32,244987.0,2448.5,2449.87,933.4,0.0
20063,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,12.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,113.0,356.62,2.5,0.0,0.0,0.0,0.99,208054.0,2080.54,2080.54,792.686,0.0
20065,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,356.62,2.5,0.0,0.0,0.0,1.35,127522.0,1275.22,1275.22,485.859,0.0
20067,50.0,3.0,3.0,7.0,20.0,1.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,123.0,356.62,1.25,0.0,0.0,0.0,1.73,110067.0,1100.67,1100.67,419.355,0.0
20070,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,129.0,356.62,5.0,0.0,0.0,0.0,0.51,101640.0,1009.43,1016.4,387.248,0.0
20076,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,139.0,356.62,1.25,0.0,0.0,0.0,0.65,97122.0,971.22,971.22,370.035,0.0
20078,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,139.0,356.62,2.5,0.0,0.0,0.0,0.69,132131.0,1321.31,1321.31,503.419,0.0
20086,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,154.0,356.62,3.75,0.0,0.0,0.0,0.25,262901.0,2629.09,2629.01,1001.653,0.0
20092,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,154.0,356.62,1.875,0.0,0.0,0.0,0.97,118879.0,1188.79,1188.79,452.929,0.0
20094,50.0,3.0,3.0,7.0,20.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,154.0,356.62,2.5,0.0,0.0,0.0,1.41,126823.0,1268.23,1268.23,483.196,0.0
20105,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,24.0,381.04,2.12,0.0,0.0,0.0,1.35,40861.0,408.61,408.61,77.227,0.0
20106,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,6.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,24.0,381.04,1.0,0.0,0.0,0.0,3.23,21164.0,211.64,211.64,40.0,0.0
20157,50.0,3.0,3.0,7.0,26.0,6.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,75.0,381.04,1.35,0.0,0.0,0.0,0.18,37963.0,382.67,379.63,71.75,0.0
20158,50.0,3.0,3.0,7.0,26.0,6.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,75.0,381.04,2.75,0.0,0.0,0.0,0.36,76159.0,761.59,761.59,143.941,0.0
20159,50.0,3.0,3.0,7.0,26.0,6.0,2.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,75.0,381.04,1.3,0.0,0.0,0.0,1.33,30051.0,300.51,300.51,56.796,0.0
20167,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,1.0,17.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,79.0,381.04,2.16,0.0,0.0,0.0,0.59,133995.0,1339.95,1339.95,253.251,0.0
20184,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,87.0,381.04,0.19,0.0,0.0,0.0,0.58,12787.0,127.87,127.87,24.167,0.0
20185,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,4.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,87.0,381.04,0.59,0.0,0.0,0.0,0.34,39803.0,398.03,398.03,75.228,0.0
20193,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,2.0,14.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,91.0,381.04,1.37,0.0,0.0,0.0,0.35,92451.0,924.51,924.51,174.732,0.0
20194,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,91.0,381.04,0.75,0.0,0.0,0.0,1.09,54543.0,545.43,545.43,103.086,0.0
20195,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,4.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,91.0,381.04,2.89,0.0,0.0,0.0,2.49,192388.0,1923.88,1923.88,363.613,0.0
20202,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,1.0,16.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,100.0,381.04,0.57,0.0,0.0,0.0,1.01,23208.0,232.08,232.08,43.863,0.0
20203,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,1.0,18.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,100.0,381.04,0.99,0.0,0.0,0.0,0.65,46699.0,466.99,466.99,88.261,0.0
20208,50.0,3.0,3.0,7.0,26.0,6.0,2.0,1.0,3.0,6.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,104.0,381.04,4.76,0.0,0.0,0.0,0.51,158667.0,1586.67,1586.67,299.881,0.0
20209,50.0,3.0,3.0,7.0,26.0,6.0,2.0,1.0,5.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,104.0,381.04,0.6,0.0,0.0,0.0,4.06,5534.0,55.34,55.34,10.459,0.0
20210,50.0,3.0,3.0,7.0,26.0,6.0,2.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,104.0,381.04,3.24,0.0,0.0,0.0,1.3,79330.0,793.3,793.3,149.934,0.0
20211,50.0,3.0,3.0,7.0,26.0,6.0,2.0,1.0,6.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,104.0,381.04,2.11,0.0,0.0,0.0,1.48,38299.0,382.99,382.99,72.385,0.0
20216,50.0,3.0,3.0,7.0,26.0,6.0,2.0,1.0,3.0,9.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,112.0,381.04,0.99,0.0,0.0,0.0,1.8,40989.0,409.89,409.89,77.469,0.0
20221,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,116.0,381.04,1.19,0.0,0.0,0.0,0.38,80282.0,802.82,802.82,151.733,0.0
20222,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,2.0,8.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,116.0,381.04,0.22,0.0,0.0,0.0,1.95,15031.0,150.31,150.31,28.409,0.0
20223,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,2.0,9.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,116.0,381.04,0.75,0.0,0.0,0.0,2.3,50757.0,507.57,507.57,95.931,0.0
20225,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,7.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,116.0,381.04,0.59,0.0,0.0,0.0,0.97,39276.0,392.76,392.76,74.232,0.0
20226,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,7.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,116.0,381.04,0.15,0.0,0.0,0.0,1.16,10158.0,101.58,101.58,19.199,0.0
20240,50.0,3.0,3.0,7.0,26.0,6.0,1.0,1.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,381.04,2.16,0.0,0.0,0.0,2.98,79191.0,791.91,791.91,149.671,0.0
20242,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,14.0,340.32,2.22,0.0,0.0,0.0,3.03,218498.0,2179.2,2184.98,745.078,0.0
20243,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,14.0,340.32,3.05,0.0,0.0,0.0,1.82,407306.0,4073.06,4073.06,1388.913,0.0
20245,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,85.0,1.0,18.0,340.32,1.22,0.0,0.0,0.0,0.89,161454.0,1614.54,1614.54,550.558,0.0
20246,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,90.0,1.0,18.0,340.32,1.83,0.0,0.0,0.0,0.22,196475.0,1964.75,1964.75,669.98,0.0
20250,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,340.32,1.22,0.0,0.0,0.0,0.72,124296.0,1242.96,1242.96,423.849,0.0
20251,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,27.0,340.32,0.3,0.0,0.0,0.0,1.85,19881.0,198.81,198.81,67.794,0.0
20252,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,27.0,340.32,0.6,0.0,0.0,0.0,1.93,43423.0,434.23,434.23,148.072,0.0
20253,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,27.0,340.32,0.6,0.0,0.0,0.0,1.26,41084.0,410.84,410.84,140.096,0.0
20254,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,27.0,340.32,1.22,0.0,0.0,0.0,0.94,348610.0,3486.1,3486.1,1188.76,0.0
20255,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,27.0,340.32,1.83,0.0,0.0,0.0,0.02,147130.0,1471.3,1471.3,501.713,0.0
20256,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,340.32,2.44,0.0,0.0,0.0,0.84,107692.0,1076.92,1076.92,367.23,0.0
20258,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,7.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,25.0,1.0,33.0,340.32,0.3,0.0,0.0,0.0,0.99,6685.0,66.85,66.85,22.796,0.0
20259,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,8.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,340.32,0.3,0.0,0.0,0.0,0.21,27833.0,278.33,278.33,94.911,0.0
20260,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,10.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,340.32,0.3,0.0,0.0,0.0,1.31,14818.0,148.18,148.18,50.529,0.0
20261,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,11.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,340.32,0.91,0.0,0.0,0.0,0.67,92549.0,925.49,925.49,315.592,0.0
20263,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,13.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,340.32,0.33,0.0,0.0,0.0,1.6,13663.0,136.63,136.63,46.591,0.0
20264,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,14.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,340.32,1.83,0.0,0.0,0.0,0.61,185251.0,1852.51,1852.51,631.706,0.0
20265,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,15.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,340.32,1.22,0.0,0.0,0.0,2.14,128786.0,1175.56,1287.86,439.16,0.0
20268,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,41.0,340.32,0.3,0.0,0.0,0.0,1.71,27261.0,272.61,272.61,92.96,0.0
20269,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,41.0,340.32,0.6,0.0,0.0,0.0,2.14,44150.0,441.5,441.5,150.552,0.0
20270,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,41.0,340.32,1.22,0.0,0.0,0.0,2.48,173684.0,1736.84,1736.84,592.262,0.0
20272,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,45.0,340.32,1.83,0.0,0.0,0.0,1.25,215937.0,2159.37,2159.37,736.345,0.0
20273,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,45.0,340.32,0.61,0.0,0.0,0.0,3.35,87041.0,870.41,870.41,296.81,0.0
20274,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,1.0,45.0,340.32,0.3,0.0,0.0,0.0,1.0,23804.0,238.04,238.04,81.172,0.0
20278,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,45.0,340.32,0.3,0.0,0.0,0.0,1.25,40023.0,400.23,400.23,136.478,0.0
20279,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,45.0,340.32,0.4,0.0,0.0,0.0,1.41,59052.0,590.52,590.52,201.367,0.0
20280,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,1.0,45.0,340.32,0.3,0.0,0.0,0.0,0.82,29134.0,291.34,291.34,99.347,0.0
20283,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,340.32,3.66,0.0,0.0,0.0,0.72,445450.0,4455.71,4454.5,1518.985,0.0
20284,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,340.32,0.3,0.0,0.0,0.0,2.29,14771.0,147.71,147.71,50.369,0.0
20285,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,340.32,0.15,0.0,0.0,0.0,1.56,5090.0,50.9,50.9,17.357,0.0
20286,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,340.32,0.15,0.0,0.0,0.0,2.21,8342.0,83.42,83.42,28.446,0.0
20288,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,340.32,1.22,0.0,0.0,0.0,1.83,104797.0,1047.97,1047.97,357.358,0.0
20289,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,340.32,2.44,0.0,0.0,0.0,1.18,195955.0,1959.55,1959.55,668.207,0.0
20290,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,67.0,340.32,0.6,0.0,0.0,0.0,1.8,32615.0,326.15,326.15,111.217,0.0
20291,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,67.0,340.32,0.3,0.0,0.0,0.0,2.08,29061.0,290.61,290.61,99.098,0.0
20292,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,67.0,340.32,2.44,0.0,0.0,0.0,2.4,392162.0,3921.61,3921.62,1337.272,0.0
20293,50.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,2.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,67.0,340.32,0.3,0.0,0.0,0.0,2.61,29012.0,290.12,290.12,98.931,0.0
